"U_PlateID","BloodID","Cq.GAPDH","Eff.GAPDH","Cq.Telomere","Eff.Telomere","RTL","Whodunnit"
"6_15","335",24.042,1.91433333333333,14.278,1.76033333333333,0.870740746219851,"EAF"
"6_15","646",23.4483333333333,1.89,14.955,1.752,0.408294501298968,"EAF"
"6_15","695",23.413,1.881,13.2426666666667,1.75666666666667,1.04709303303113,"EAF"
"6_15","910",23.4996666666667,1.92966666666667,13.4386666666667,1.78066666666667,0.985973410119184,"EAF"
"6_16","20000",23.574,1.92633333333333,13.5953333333333,1.80433333333333,1,"EAF"
"6_16","2823",23.509,1.90566666666667,14.211,1.72266666666667,0.686081505996567,"EAF"
"6_16","3120",23.7643333333333,1.927,14.298,1.76933333333333,0.758743352161275,"EAF"
"6_16","3192",23.8156666666667,1.91133333333333,13.735,1.75266666666667,1.08131683735829,"EAF"
"6_16","3760",24.2026666666667,1.89833333333333,14.709,1.742,0.806410557050177,"EAF"
"6_16","688",24.056,1.91766666666667,14.0863333333333,1.75866666666667,1.03731708086934,"EAF"
"6_16","711",23.811,1.90333333333333,14.637,1.77366666666667,0.641214521553018,"EAF"
"6_16","910",23.4436666666667,1.87833333333333,13.5283333333333,1.788,0.957694337005968,"EAF"
"6_16","967",23.16,1.892,14.123,1.77366666666667,0.567587980987425,"EAF"
"6_19","20000",23.7365,1.936,13.853,1.777,1,"EAF"
"6_19","222",23.5935,1.929,13.8265,1.745,0.923857673488157,"EAF"
"6_19","227",23.325,1.8935,13.116,1.746,1.15955653966886,"EAF"
"6_19","229",23.4715,1.883,13.448,1.766,1.06462313237325,"EAF"
"6_19","2792",24.2885,1.866,13.391,1.7935,1.84821828688054,"EAF"
"6_19","2793",23.7035,1.9225,12.8985,1.761,1.67961488888717,"EAF"
"6_19","3163",23.6395,1.87,13.8025,1.7505,0.968079560975456,"EAF"
"6_19","3246",24.806,1.9025,14.482,1.7975,1.37578633715721,"EAF"
"6_19","3249",23.834,1.8995,14.05,1.7525,0.953161957043462,"EAF"
"6_19","3290",23.624,1.939,13.656,1.753,1.03674639511905,"EAF"
"6_19","3297",23.0365,1.916,13.6165,1.7705,0.726102336705837,"EAF"
"6_19","3302",23.1885,1.9185,12.856,1.7655,1.23328670677625,"EAF"
"6_19","3321",23.339,1.94,13.223,1.7685,1.10049988819598,"EAF"
"6_19","3326",23.167,1.922,12.989,1.764,1.12558221417237,"EAF"
"6_19","3343",23.332,1.8995,13.0545,1.7465,1.20409852141216,"EAF"
"6_19","3346",23.4645,1.8895,13.787,1.7535,0.872833537397047,"EAF"
"6_19","3353",23.379,1.9015,13.648,1.762,0.892594635605513,"EAF"
"6_19","3382",23.575,1.942,14.5555,1.7795,0.599257406590713,"EAF"
"6_19","3514",23.2575,1.909,13.6245,1.744,0.833081194598308,"EAF"
"6_19","3516",23.322,1.912,12.916,1.743,1.28652705067405,"EAF"
"6_19","3519",23.347,1.9105,13.1715,1.7735,1.14834315238764,"EAF"
"6_19","3828",23.4815,1.8985,13.317,1.7555,1.14816457591774,"EAF"
"6_19","910",23.522,1.9125,13.6235,1.765,0.991344042836986,"EAF"
"6_21","1010",23.6575,1.883,14.1705,1.7635,0.663695115557178,"EAF"
"6_21","20000",23.755,1.926,13.5566666666667,1.79433333333333,1,"EAF"
"6_21","288",22.683,1.912,15.036,1.7475,0.21858943254144,"EAF"
"6_21","2977",22.505,1.824,16.665,1.7465,0.0833639447341566,"EAF"
"6_21","3121",27.8455,1.923,19,1.7985,0.594367091057857,"EAF"
"6_21","3134",24.4435,1.8815,15.0355,1.7695,0.66445638209643,"EAF"
"6_21","3141",23.5445,1.8905,13.8635,1.77,0.733996762948326,"EAF"
"6_21","3197",23.654,1.8925,13.041,1.778,1.26153949387986,"EAF"
"6_21","3205",23.4365,1.864,13.2975,1.7585,0.949283013962547,"EAF"
"6_21","3225",23.2255,1.9215,13.882,1.7485,0.590017908395596,"EAF"
"6_21","3231",22.939,1.906,13.308,1.7835,0.682186254091409,"EAF"
"6_21","3240",23.8055,1.93,13.5395,1.7785,1.044030618585,"EAF"
"6_21","3241",23.736,1.925,13.4295,1.7805,1.06281188978137,"EAF"
"6_21","3245",24.098,1.864,14.1305,1.7835,0.888329445756005,"EAF"
"6_21","3248",23.2025,1.9055,12.993,1.7025,0.945259738540309,"EAF"
"6_21","3288",23.0815,1.8925,13.141,1.759,0.82293429830069,"EAF"
"6_21","3540",23.57,1.901,13.4295,1.802,0.956999678949226,"EAF"
"6_21","543",23.7765,1.9595,13.9285,1.76,0.822226234601458,"EAF"
"6_21","692",24.5465,1.91,14.4815,1.7975,0.970312493687397,"EAF"
"6_21","767",23.441,1.911,13.6635,1.7425,0.768986740748618,"EAF"
"6_21","910",24.1253333333333,1.896,14.085,1.791,0.931480915747766,"EAF"
"6_22","1010",23.4915,1.9465,13.986,1.7715,0.711883819484057,"EAF"
"6_22","20000",23.6643333333333,1.886,13.593,1.76066666666667,1,"EAF"
"6_22","288",22.565,1.9075,15.0485,1.7445,0.218737816589021,"EAF"
"6_22","3121",27.6505,1.9165,18.7525,1.8035,0.637816862654545,"EAF"
"6_22","3134",24.405,1.9095,14.888,1.776,0.767430746923127,"EAF"
"6_22","3141",23.4725,1.9085,13.7255,1.7415,0.820788996293795,"EAF"
"6_22","3197",23.6185,1.9075,13,1.778,1.36569873340724,"EAF"
"6_22","3205",23.395,1.8555,13.2045,1.7405,1.0500171073738,"EAF"
"6_22","3225",23.172,1.9155,13.6805,1.769,0.690791364171022,"EAF"
"6_22","3231",22.914,1.911,13.1315,1.7635,0.799213861744211,"EAF"
"6_22","3240",23.7615,1.922,13.542,1.7965,1.09786049712231,"EAF"
"6_22","3241",23.732,1.9265,13.3745,1.7815,1.1859491633064,"EAF"
"6_22","3245",24.016,1.8925,14.186,1.79,0.886099394866667,"EAF"
"6_22","3248",23.115,1.907,13.0585,1.755,0.947458377832196,"EAF"
"6_22","3288",22.9515,1.8965,13.081,1.759,0.84613966719335,"EAF"
"6_22","3540",23.5035,1.933,13.3305,1.7785,1.04617302444617,"EAF"
"6_22","367",22.7205,1.8565,14.7295,1.7535,0.294576324097472,"EAF"
"6_22","543",23.7185,1.939,13.7835,1.7615,0.930543086729372,"EAF"
"6_22","659",23.0075,1.8585,13.9015,1.7505,0.560001954063382,"EAF"
"6_22","692",24.1735,1.875,14.471,1.786,0.827658597206861,"EAF"
"6_22","767",23.3355,1.8985,13.517,1.754,0.845270208668086,"EAF"
"6_22","910",24.006,1.89133333333333,14.0503333333333,1.77033333333333,0.957455470484078,"EAF"
"6_23","20000",23.799,1.925,13.7643333333333,1.755,1,"EAF"
"6_23","3743",25.8115,1.868,19.0665,1.818,0.147820934396695,"EAF"
"6_23","3779",22.741,1.9705,13.454,1.7895,0.584479386581667,"EAF"
"6_23","3788",22.87,1.906,14.13,1.768,0.445933209211055,"EAF"
"6_23","3790",22.8505,1.9765,12.867,1.764,0.872033683846105,"EAF"
"6_23","3818",23.082,1.942,13.8265,1.784,0.599372655064653,"EAF"
"6_23","4286",23.6,1.889,14.7945,1.738,0.49858426324785,"EAF"
"6_23","4305",23.581,1.9045,14.4335,1.747,0.598237194896314,"EAF"
"6_23","4338",22.8955,1.9825,13.923,1.8095,0.490458103958028,"EAF"
"6_23","4339",23.1075,1.9435,14.375,1.817,0.438595708766729,"EAF"
"6_23","4340",22.841,1.918,13.5625,1.792,0.602785910478502,"EAF"
"6_23","4342",23.298,1.973,14.4545,1.827,0.469351391234849,"EAF"
"6_23","4362",22.804,1.932,13.891,1.7915,0.482335007639405,"EAF"
"6_23","651",23.384,1.9025,13.8615,1.7505,0.725192011945253,"EAF"
"6_23","660",23.254,1.9005,13.8615,1.78,0.666322581756109,"EAF"
"6_23","662",22.902,1.897,14.412,1.7825,0.38724885269188,"EAF"
"6_24","20000",23.628,1.91166666666667,13.6636666666667,1.75733333333333,1,"EAF"
"6_24","2955",23.674,1.9745,14.2845,1.804,0.715337260742113,"EAF"
"6_24","2956",23.056,1.9095,13.3085,1.782,0.848062782100809,"EAF"
"6_24","378",23.077,1.9305,13.3205,1.7795,0.848183587674654,"EAF"
"6_24","3980",23.0125,1.873,14.116,1.7415,0.528780313252359,"EAF"
"6_24","4025",23.864,1.9555,14.32,1.803,0.795643129532887,"EAF"
"6_24","4039",23.063,1.939,13.7455,1.805,0.655435791302399,"EAF"
"6_24","4101",23.182,1.855,14.0645,1.7085,0.612461474102752,"EAF"
"6_24","4119",22.8265,2.024,13.0985,1.81,0.794700742773185,"EAF"
"6_24","4281",23.0055,1.921,13.6975,1.774,0.653252807251777,"EAF"
"6_24","4296",23.324,1.9195,14.1855,1.747,0.613019512433831,"EAF"
"6_24","4325",23.399,1.9425,14.181,1.7875,0.63601891936007,"EAF"
"6_24","4336",23.1865,1.9545,14.6965,1.801,0.405139576576065,"EAF"
"6_24","4344",23.086,1.9125,14.3195,1.7565,0.486321649071229,"EAF"
"6_24","4351",23.326,1.937,14.4335,1.8105,0.518590973820052,"EAF"
"6_24","4359",24.5105,1.9485,14.9595,1.7735,0.857465900078256,"EAF"
"6_25","20000",23.6746666666667,1.95033333333333,13.85,1.763,1,"EAF"
"6_25","2972",23.919,1.89,14.485,1.788,0.807784401278596,"EAF"
"6_25","2987",21.8735,1.9295,13.7395,1.74,0.325422115336082,"EAF"
"6_25","3107",23.0345,1.8905,14.1175,1.793,0.56899978217935,"EAF"
"6_25","3109",23.111,1.9095,13.9765,1.771,0.646033891603944,"EAF"
"6_25","3517",23.185,1.8925,14.1205,1.711,0.632776923284467,"EAF"
"6_25","3518",23.005,1.8945,13.072,1.751,1.00797028995605,"EAF"
"6_25","3522",22.754,1.95,12.1945,1.749,1.36431084295425,"EAF"
"6_25","3523",23.0285,1.865,13.1225,1.744,1.00189318696941,"EAF"
"6_25","3524",22.9385,1.8825,12.525,1.765,1.33255763622418,"EAF"
"6_25","3525",23.3345,1.926,13.8375,1.737,0.805688043787819,"EAF"
"6_25","3526",23.163,1.9165,14.004,1.7385,0.658358957548677,"EAF"
"6_25","3527",23.45,1.8885,13.928,1.7375,0.830331628258999,"EAF"
"6_25","3528",23.667,1.9185,13.726,1.755,1.0668933033107,"EAF"
"6_25","3539",24.033,1.8905,15.5405,1.7645,0.481052774142876,"EAF"
"6_26","20000",23.9223333333333,1.90666666666667,13.8773333333333,1.751,1,"EAF"
"6_26","3531",23.4255,1.9095,13.659,1.7565,0.820058046968977,"EAF"
"6_26","3533",23.355,1.918,12.7055,1.774,1.35289067832001,"EAF"
"6_26","3535",23.0705,1.8855,13.223,1.751,0.840567762763257,"EAF"
"6_26","3537",23.1325,1.9075,13.243,1.764,0.860680609366818,"EAF"
"6_26","3542",22.9545,1.9255,12.766,1.738,0.980357796723901,"EAF"
"6_26","3544",23.4935,1.888,13.554,1.7415,0.911044809408207,"EAF"
"6_26","3545",22.7705,1.9605,12.724,1.758,0.882735416501188,"EAF"
"6_26","3546",23.339,1.934,12.7625,1.7565,1.27538795116734,"EAF"
"6_26","3547",23.0305,1.887,13.555,1.7055,0.67420344293499,"EAF"
"6_26","3548",23.327,1.921,12.521,1.7795,1.48147463137034,"EAF"
"6_26","3549",23.247,1.9075,13.0255,1.7675,1.05027237911269,"EAF"
"6_26","3550",23.42,1.8895,13.6735,1.7665,0.815739964693941,"EAF"
"6_26","3551",23.4595,1.899,12.3395,1.8045,1.84214379380639,"EAF"
"6_26","3552",23.53,1.928,13.3575,1.7535,1.03498333814247,"EAF"
"6_26","3553",23.336,1.9055,12.8255,1.74,1.22698466476235,"EAF"
"6_26","4514",23.245,1.8935,13.9425,1.714,0.626540657908667,"EAF"
"6_26","4534",23.0175,1.9135,13.6115,1.7235,0.642448337836074,"EAF"
"6_26","4537",23.218,1.9245,13.366,1.7885,0.848890021359208,"EAF"
"6_26","4539",22.879,1.894,13.2835,1.71,0.706254264709432,"EAF"
"6_26","4600",23.2435,1.945,13.5505,1.755,0.765084928223465,"EAF"
"6_26","4604",23.55,1.9,13.6295,1.737,0.902903072552433,"EAF"
"6_27","20000",23.4673333333333,1.90633333333333,12.9463333333333,1.71433333333333,1,"EAF"
"6_27","4603",23.8805,1.886,15.024,1.63,0.47096597020176,"EAF"
"6_27","4616",23.4755,1.952,13.8305,1.694,0.630920514314554,"EAF"
"6_27","4624",23.2745,1.8995,11.996,1.7465,1.50110108452707,"EAF"
"6_27","4650",23.6135,1.9625,13.123,1.707,1.0040864137522,"EAF"
"6_27","4663",23.4195,1.95,12.7235,1.7085,1.09134245383622,"EAF"
"6_27","4673",23.4765,1.9125,11.89,1.7315,1.79653207894543,"EAF"
"6_27","4689",23.311,1.8975,15.3395,1.613,0.288142465201329,"EAF"
"6_27","4692",23.5505,1.989,13.5325,1.6765,0.782165352278204,"EAF"
"6_27","4697",23.3555,1.902,13.2755,1.702,0.781179378988163,"EAF"
"6_27","4759",23.044,1.945,12.062,1.758,1.24270788788758,"EAF"
"6_27","4800",23.0925,1.8845,12.11,1.7305,1.24749313402239,"EAF"
"6_27","4813",23.2215,1.9085,12.4085,1.7135,1.13969115936146,"EAF"
"6_27","4890",23.5085,1.961,13.204,1.6925,0.897751428968386,"EAF"
"6_27","4916",23.4365,1.954,13.249,1.6965,0.834740573250792,"EAF"
"6_27","5185",23.5165,1.9035,14.59,1.6495,0.453408774233935,"EAF"
"6_27","5199",23.9725,1.884,17.5265,1.5495,0.185290248133155,"EAF"
"6_27","5609",23.288,1.9165,13.764,1.688,0.579991840727529,"EAF"
"6_27","5614",23.4885,1.9175,12.5915,1.746,1.235577325045,"EAF"
"6_27","5616",23.193,1.909,13.232,1.6735,0.722908215924013,"EAF"
"6_27","5659",23.4265,1.916,12.8765,1.7035,1.01070460128481,"EAF"
"6_28","20000",23.2393333333333,1.966,12.6903333333333,1.696,1,"EAF"
"6_28","3771",22.2585,1.9375,12.4505,1.8005,0.601887798814771,"EAF"
"6_28","3774",22.5745,2.024,12.5745,1.7865,0.669285470520622,"EAF"
"6_28","3778",22.3635,1.9455,12.256,1.7645,0.714451609144907,"EAF"
"6_28","3805",21.9145,1.9265,11.7895,1.764,0.699491847196761,"EAF"
"6_28","3836",22.5305,2.0225,12.4045,1.7465,0.711862095604522,"EAF"
"6_28","3842",22.396,1.975,12.4885,1.731,0.629266633143621,"EAF"
"6_28","3921",23.2465,1.8915,13.928,1.708,0.517894496842993,"EAF"
"6_28","3997",23.686,1.902,14.557,1.736,0.475942568550265,"EAF"
"6_28","4175",21.959,1.8945,11.514,1.668,0.805547246126295,"EAF"
"6_28","4259",22.2335,1.9085,12.4555,1.6945,0.590822547452433,"EAF"
"6_28","5677",23.1965,1.9655,14.379,1.659,0.413220926611846,"EAF"
"6_28","5685",22.954,1.9465,12.116,1.742,1.13738648499198,"EAF"
"6_28","5723",22.7875,1.972,11.8855,1.771,1.16553628824839,"EAF"
"6_28","5742",22.405,1.9535,11.6735,1.7665,1.02008899356391,"EAF"
"6_28","5748",23.301,1.943,12.0545,1.746,1.48487177320389,"EAF"
"6_28","642",22.329,1.959,12.601,1.717,0.569015545484752,"EAF"
"6_28","759",23.0285,1.863,13.397,1.693,0.604568997568107,"EAF"
"6_28","764",23.537,1.926,13.697,1.7545,0.69016292422376,"EAF"
"6_28","788",22.535,1.9335,12.055,1.7475,0.896053559934345,"EAF"
"6_28","818",22.51,1.847,11.659,1.6705,1.08514010337259,"EAF"
"6_28","819",22.962,1.9195,12.5515,1.747,0.901780473854206,"EAF"
"6_29","193",22.4215,1.971,11.7605,1.7405,0.996839801100043,"EAF"
"6_29","20000",23.2163333333333,1.935,12.728,1.75466666666667,1,"EAF"
"6_29","228",23.513,1.904,15.3445,1.7605,0.275588562273694,"EAF"
"6_29","2672",22.9115,1.886,13.226,1.7255,0.628090257187609,"EAF"
"6_29","2694",23.4395,1.9825,13.2115,1.7275,0.894409592057579,"EAF"
"6_29","2719",22.96,1.922,12.1945,1.7265,1.13186054487799,"EAF"
"6_29","2791",22.639,2.0045,11.865,1.755,1.08755940792259,"EAF"
"6_29","3287",22.6245,1.999,12.5915,1.7115,0.71420832587986,"EAF"
"6_29","4623",22.747,2.0035,13.0215,1.681,0.619663728776842,"EAF"
"6_29","5727",22.7645,1.944,12.399,1.738,0.888247065286773,"EAF"
"6_29","5752",22.912,1.9145,12.332,1.7385,1.02157516879633,"EAF"
"6_29","707",22.7845,1.983,13.516,1.739,0.481116299757189,"EAF"
"6_29","715",23.029,1.9425,13.598,1.7095,0.553839907481299,"EAF"
"6_29","716",22.372,1.9265,12.375,1.6895,0.691765140083505,"EAF"
"6_29","717",22.626,1.9735,12.822,1.716,0.63630752000322,"EAF"
"6_29","722",23.1945,1.929,13.4645,1.721,0.660872431269604,"EAF"
"6_29","762",22.347,1.9285,11.6935,1.709,0.983604984119454,"EAF"
"6_29","784",22.194,1.933,11.095,1.7165,1.23182488299992,"EAF"
"6_29","821",23.084,1.9335,12.798,1.718,0.882379682341706,"EAF"
"6_29","924",22.5605,1.9735,11.6595,1.737,1.15504726059073,"EAF"
"6_29","925",23.221,1.962,12.677,1.7725,1.03286563282689,"EAF"
"6_29","926",23.2815,1.9135,12.808,1.748,0.997613936360904,"EAF"
"6_30","1040",22.2345,1.963,11.5645,1.756,0.970478671863251,"EAF"
"6_30","20000",23.1686666666667,1.93133333333333,12.6303333333333,1.72166666666667,1,"EAF"
"6_30","218",22.2285,1.842,12.3375,1.6905,0.656680288825507,"EAF"
"6_30","230",22.4445,1.8665,12.186,1.677,0.800752097572442,"EAF"
"6_30","2441",23.324,1.8705,12.098,1.6675,1.44696207448588,"EAF"
"6_30","2619",22.9085,1.911,12.2255,1.724,1.05337622652324,"EAF"
"6_30","2655",22.691,1.8925,13.129,1.7155,0.563360444662998,"EAF"
"6_30","2668",22.955,1.8815,11.399,1.734,1.72066654367737,"EAF"
"6_30","280",22.3745,1.9855,11.5825,1.768,1.05380880605359,"EAF"
"6_30","2901",22.6345,1.9065,11.9885,1.6685,0.984018380314741,"EAF"
"6_30","298",22.7155,1.923,12.5915,1.715,0.759289354898466,"EAF"
"6_30","3194",22.4395,1.979,11.8065,1.723,0.951702688414733,"EAF"
"6_30","355",22.631,1.9955,11.411,1.753,1.36748824473836,"EAF"
"6_30","415",23.2925,1.9405,12.438,1.7395,1.20752168663584,"EAF"
"6_30","427",22.52,1.98,11.7715,1.719,1.02241201696806,"EAF"
"6_30","430",22.207,1.9315,11.674,1.746,0.904772848070554,"EAF"
"6_30","432",21.8045,1.98,11.104,1.762,0.934945397159899,"EAF"
"6_30","447",21.5765,2.023,11.107,1.75,0.763891216090647,"EAF"
"6_30","476",22.019,1.926,11.6485,1.708,0.796167594474395,"EAF"
"6_30","494",21.659,1.8895,11.419,1.6685,0.711409159572561,"EAF"
"6_30","535",22.3105,1.9215,12.3365,1.647,0.661090742425572,"EAF"
"6_30","822",23.1135,1.893,13.0845,1.7235,0.753946271702408,"EAF"
"6_31","1009",22.101,1.8025,12.539,1.7215,0.828653672161519,"EAF"
"6_31","1071",22.631,1.9625,12.585,1.756,1.10775634298785,"EAF"
"6_31","110",24.3495,1.937,16.438,1.7865,0.370177154472844,"EAF"
"6_31","20000",22.6406666666667,1.96533333333333,12.7783333333333,1.72833333333333,1,"EAF"
"6_31","213",22.335,1.848,12.625,1.6995,0.899071045251283,"EAF"
"6_31","223",24.552,1.9395,15.0085,1.737,1.03532693306228,"EAF"
"6_31","775",23.708,1.9775,14.3915,1.7735,0.821578029239816,"EAF"
"6_31","791",23.5135,1.8795,16.28,1.738,0.250391161682236,"EAF"
"6_31","794",24.5255,2.1035,14.78,1.741,1.33873292940511,"EAF"
"6_31","869",22.4765,1.957,12.8825,1.7625,0.844290797312031,"EAF"
"6_31","874",23.467,1.9485,14.2545,1.781,0.740231194719431,"EAF"
"6_31","875",22.2545,1.9635,12.299,1.7855,1.01746182190027,"EAF"
"6_31","932",22.3735,1.944,12.799,1.738,0.827768610680885,"EAF"
"6_31","945",22.707,1.9645,12.9645,1.753,0.942037775285084,"EAF"
"6_31","949",22.487,1.9795,13.295,1.718,0.680770411277852,"EAF"
"6_32","20000",23.2163333333333,1.90933333333333,13.6096666666667,1.743,1,"EAF"
"6_32","225",23.2295,1.8725,14.028,1.747,0.798413163887443,"EAF"
"6_32","431",23.285,1.9055,13.769,1.729,0.957940671346822,"EAF"
"6_32","527",21.6345,1.983,12.712,1.7585,0.562006264366037,"EAF"
"6_32","565",22.849,1.951,12.941,1.754,1.1390775214366,"EAF"
"6_32","583",23.9445,1.895,15.4555,1.787,0.545463723833142,"EAF"
"6_32","587",23.1345,1.9505,13.1995,1.787,1.20134978961675,"EAF"
"6_32","593",22.6575,1.9715,12.646,1.7795,1.19250872142404,"EAF"
"6_32","612",23.247,1.9035,13.66,1.7625,0.991252865310467,"EAF"
"6_32","613",23.17,1.9035,13.936,1.756,0.807701490349865,"EAF"
"6_32","614",23.943,1.905,14.8845,1.734,0.791849414441178,"EAF"
"6_32","615",23.338,1.7285,14.0665,1.694,0.840119697646633,"EAF"
"6_32","620",22.901,1.929,13.195,1.77,1.03003382195675,"EAF"
"6_32","621",23.126,1.917,14.281,1.7575,0.645748493687884,"EAF"
"6_32","622",23.133,1.9235,13.636,1.7835,0.93262873468231,"EAF"
"6_32","624",23.038,1.9295,13.2585,1.7705,1.08697286236469,"EAF"
"6_33","20000",23.5496666666667,1.93533333333333,13.835,1.74166666666667,1,"EAF"
"6_33","2840",23.393,1.906,14.382,1.7845,0.658467774632325,"EAF"
"6_33","3132",24.457,1.8705,14.798,1.7285,1.04203110059078,"EAF"
"6_33","3139",23.863,1.9395,14.3505,1.772,0.916346557333865,"EAF"
"6_33","636",23.499,1.9265,14.057,1.7635,0.852857259112225,"EAF"
"6_33","640",22.926,1.9085,12.5355,1.7815,1.41526522411604,"EAF"
"6_33","643",22.7565,1.9645,12.513,1.79,1.26378724929336,"EAF"
"6_33","644",23.4505,1.951,13.0155,1.7745,1.49738658895417,"EAF"
"6_33","645",23.972,1.9035,13.3945,1.7765,1.69043305327478,"EAF"
"6_33","648",22.843,1.926,12.199,1.77,1.60150079011869,"EAF"
"6_33","653",24.1195,1.9455,13.85,1.755,1.44889020130837,"EAF"
"6_33","666",22.971,1.908,13.2225,1.738,0.965315178636112,"EAF"
