BloodID,TL,BirdID,Ageclass,RightTarsus,LeftTarsus,BodyMass,OccasionDate,LayYear,SexEstimate,LastSighting,TerritoryID,FieldPeriodID,BreedGroupID
2844,5316.268199,1504,A,27.4,,16.0,19/11/2005,1999,1,24/08/2010,54,54,5786
794,3513.069721,1505,CH,26.8,26.7,17.6,05/09/1999,1999,1,22/11/1999,57,28,387
406,5222.42301,1506,A,23.8,,16.4,15/08/2004,1999,0,07/01/2007,25,34,581
785,8118.453323,1506,CH,24.5,24.5,16.0,21/08/1999,1999,0,07/01/2007,68,28,393
785,8438.353228,1506,CH,24.5,24.5,16.0,21/08/1999,1999,0,07/01/2007,68,28,393
1009,8156.258423,1506,A,24.6,,16.9,22/07/2002,1999,0,07/01/2007,25,41,793
768,4029.327548,1507,J,24.4,24,14.4,18/08/1999,1999,0,02/09/1999,168,28,440
769,9327.920004,1508,J,,,14.0,18/08/1999,1999,0,12/01/2005,89,28,408
1146,5388.865051,1508,A,23.8,,16.5,19/09/2002,1999,0,12/01/2005,81,41,3268
79,5063.172825,1509,A,26.1,,16.8,22/06/2003,1999,1,31/08/2010,7,30,449
267,4384.18488,1509,A,26.0,,17.0,22/12/2003,1999,1,31/08/2010,7,31,2594
770,3269.004967,1509,J,26.4,26.4,15.9,18/08/1999,1999,1,31/08/2010,3,28,351
2802,6216.058994,1509,A,25.8,,17.0,13/11/2005,1999,1,31/08/2010,8,54,5789
3950,4208.072737,1509,A,26.6,,17.5,13/07/2008,1999,1,31/08/2010,7,87,4500
4278,5216.332175,1509,A,26.1,,15.9,18/06/2009,1999,1,31/08/2010,7,92,4701
96,6600.846986,1510,A,24.1,,14.0,28/06/2003,1999,0,07/01/2009,112,30,525
771,5815.387309,1510,FL,24.3,24.2,14.0,19/08/1999,1999,0,07/01/2009,23,28,364
999,11781.92643,1510,A,23.9,,14.5,19/07/2002,1999,0,07/01/2009,112,41,834
1118,9486.254047,1510,A,24.6,,15.0,11/09/2002,1999,0,07/01/2009,112,41,834
3144,12959.00498,1510,A,24.0,,14.8,08/08/2006,1999,0,07/01/2009,24,75,3777
3975,3135.428336,1510,A,24.0,,13.5,18/07/2008,1999,0,07/01/2009,24,87,4512
772,6827.365547,1511,J,23.7,23.6,14.6,19/08/1999,1999,0,18/07/2002,20,28,362
997,10138.00751,1511,A,23.8,,13.6,18/07/2002,1999,0,18/07/2002,22,41,790
774,5852.619994,1512,CH,,26.3,18.7,19/08/1999,1999,1,15/01/2008,88,28,407
774,7074.420009,1512,CH,,26.3,18.7,19/08/1999,1999,1,15/01/2008,88,28,407
897,7104.224088,1512,SA,26.1,26.1,16.5,04/08/2000,1999,1,15/01/2008,88,39,3088
2901,6846.087713,1512,A,25.7,,16.8,28/11/2005,1999,1,15/01/2008,111,54,6378
775,7820.317269,1513,CH,,23,15.6,19/08/1999,1999,0,03/07/2001,71,28,394
776,6282.626391,1514,FL,25.9,26,16.3,22/08/1999,1999,1,20/11/1999,24,28,365
903,6837.853662,1515,SA,25.6,25.5,16.1,05/08/2000,1999,1,04/07/2001,35,39,3050
791,5661.014965,1516,CH,23.9,23.9,16.3,01/09/1999,1999,0,06/09/1999,87,28,406
782,13060.95679,1517,A,23.9,23.1,14.8,29/08/1999,1998,0,07/07/2001,159,28,436
792,6049.716112,1518,J,23.4,23.4,14.9,01/09/1999,1999,0,01/09/1999,125,28,423
796,2126.960846,1519,CH,,,,03/09/1999,1999,1,03/09/1999,25,28,366
797,7186.469539,1520,CH,,,,05/09/1999,1999,1,14/09/1999,1,28,349
526,4885.684904,1523,A,25.9,,18.1,14/07/2005,1999,1,31/01/2013,58,37,688
590,4501.603732,1523,A,26.6,,18.0,01/08/2005,1999,1,31/01/2013,58,37,688
590,5168.508538,1523,A,26.6,,18.0,01/08/2005,1999,1,31/01/2013,58,37,688
605,3490.299166,1523,A,26.6,,17.5,08/08/2005,1999,1,31/01/2013,58,37,688
2921,2326.388702,1523,A,25.6,,18.0,30/11/2005,1999,1,31/01/2013,58,54,6300
2921,4476.500974,1523,A,25.6,,18.0,30/11/2005,1999,1,31/01/2013,58,54,6300
3230,7040.210555,1523,A,26.2,,17.8,30/08/2006,1999,1,31/01/2013,58,75,3802
4054,3156.3304,1523,A,26.3,,17.5,19/01/2009,1999,1,31/01/2013,58,90,4103
814,9661.587787,1524,CH,22.1,22.1,12.6,13/09/1999,1999,1,13/01/2007,141,28,431
815,16036.08886,1525,CH,25.0,25.1,15.3,15/09/1999,1999,0,04/12/1999,5,28,353
816,9393.708202,1526,CH,25.8,26,15.3,15/09/1999,1999,1,18/09/1999,5,28,353
895,6146.255968,1527,SA,24.5,24.5,14.4,04/08/2000,1999,0,04/08/2000,101,39,3097
809,13782.75749,1528,CH,,, 2.0,08/09/1999,1999,0,25/09/1999,101,28,414
809,3539.665953,1528,CH,,, 2.0,08/09/1999,1999,0,25/09/1999,101,28,414
820,4622.926125,1529,CH,26.1,26.1,18.5,22/09/1999,1999,1,22/09/1999,147,28,433
799,6982.801094,1530,CH,,,15.4,05/09/1999,1999,0,08/09/1999,27,28,368
313,3764.498769,1532,A,24.0,,14.4,08/06/2004,1999,0,08/09/2010,4,34,568
801,50.19677285,1532,CH,,23.7,15.2,05/09/1999,1999,0,08/09/2010,159,28,436
1012,4084.108276,1532,A,24.1,,17.3,22/07/2002,1999,0,08/09/2010,4,41,3249
1012,3811.005501,1532,A,24.1,,17.3,22/07/2002,1999,0,08/09/2010,4,41,3249
3739,2818.727986,1532,A,23.9,,14.2,17/07/2007,1999,0,08/09/2010,4,82,4191
3966,2057.917173,1532,A,24.8,,13.5,16/07/2008,1999,0,08/09/2010,4,87,4498
190,1926.605138,1533,A,26.8,,16.2,18/08/2003,1999,1,01/09/2014,99,30,517
190,3870.52752,1533,A,26.8,,16.2,18/08/2003,1999,1,01/09/2014,99,30,517
1025,4600.75605,1533,A,26.4,,17.4,28/07/2002,1999,1,01/09/2014,99,41,828
3785,162514.0374,1533,A,26.1,,16.5,27/07/2007,1999,1,01/09/2014,99,82,4264
3785,3840.300457,1533,A,26.1,,16.5,27/07/2007,1999,1,01/09/2014,99,82,4264
4117,1935.744428,1533,A,26.5,,,17/02/2009,1999,1,01/09/2014,99,90,4135
806,17986.40791,1535,J,27.0,26.7,15.8,05/09/1999,1999,1,05/09/1999,89,28,408
566,5744.859641,1536,A,23.7,,12.2,26/07/2005,1999,0,26/08/2008,36,37,672
3126,6514.716674,1536,A,24.1,,16.0,28/07/2006,1999,0,26/08/2008,36,75,3786
3126,4075.552554,1536,A,24.1,,16.0,28/07/2006,1999,0,26/08/2008,36,75,3786
125,6395.918812,1538,A,24.8,,15.8,10/07/2003,1999,0,03/08/2007,59,30,2582
125,5332.662862,1538,A,24.8,,15.8,10/07/2003,1999,0,03/08/2007,59,30,2582
833,6105.34717,1538,OFL,25.3,24.9,14.9,21/11/1999,1999,0,03/08/2007,55,29,2566
121,5812.722341,1539,A,25.6,,16.0,09/07/2003,1999,1,01/08/2008,62,30,491
3919,3406.905487,1539,A,25.4,,15.9,27/01/2008,1999,1,01/08/2008,59,85,4356
115,6975.790784,1540,A,25.7,,16.2,09/07/2003,1999,1,09/07/2003,57,30,487
115,3972.990936,1540,A,25.7,,16.2,09/07/2003,1999,1,09/07/2003,57,30,487
115,3367.677845,1540,A,25.7,,16.2,09/07/2003,1999,1,09/07/2003,57,30,487
838,5643.196946,1540,FL,26.2,26.3,14.3,22/11/1999,1999,1,09/07/2003,67,29,2570
411,8661.307163,1541,A,24.2,,16.2,12/08/2004,1999,0,09/12/2005,59,34,601
839,6428.841418,1541,FL,24.5,24.1,12.1,22/11/1999,1999,0,09/12/2005,55,29,2566
841,9087.644906,1542,FL,25.8,25.6,16.1,22/11/1999,1999,1,28/06/2012,112,29,2574
1103,9980.885052,1542,A,25.6,,17.0,04/09/2002,1999,1,28/06/2012,34,41,795
2811,7668.93433,1542,A,25.9,,16.0,14/11/2005,1999,1,28/06/2012,111,54,6378
2811,6658.060603,1542,A,25.9,,16.0,14/11/2005,1999,1,28/06/2012,111,54,6378
4135,3776.196327,1542,A,25.6,,15.1,25/02/2009,1999,1,28/06/2012,34,90,4087
67,8293.929544,1543,A,25.4,,16.5,15/06/2003,1999,1,14/09/2009,42,30,473
496,6176.975357,1543,A,25.1,,15.5,13/07/2005,1999,1,14/09/2009,42,37,676
849,8476.437986,1543,SA,25.3,25.3,14.9,02/12/1999,1999,1,14/09/2009,42,29,2561
2853,8008.115257,1543,A,25.7,,16.0,20/11/2005,1999,1,14/09/2009,42,54,6337
3838,6701.925838,1543,A,24.6,,16.2,29/08/2007,1999,1,14/09/2009,42,82,4218
831,7644.817569,1549,FL,26.3,25.8,10.4,21/11/1999,1999,1,15/07/2002,63,29,2568
254,6634.851689,1550,A,24.3,,14.1,22/12/2003,1999,0,01/08/2005,26,31,2609
835,5399.310629,1550,FL,24.4,24.2,14.8,22/11/1999,1999,0,01/08/2005,37,29,2559
837,2844.414619,1551,OFL,25.5,25.1,15.4,22/11/1999,1999,1,11/06/2003,65,29,2569
843,8625.0998,1552,FL,24.2,24.6,13.7,01/12/1999,1999,0,24/09/2002,60,29,2567
884,6826.940155,1552,A,24.2,24.1,15.2,02/08/2000,1999,0,24/09/2002,54,39,3063
1129,8523.204963,1552,A,24.0,,16.9,12/09/2002,1999,0,24/09/2002,54,41,809
68,8440.021096,1553,A,26.2,,15.4,17/06/2003,1999,1,23/02/2010,50,30,480
844,7438.441319,1553,FL,26.1,26.1,14.8,01/12/1999,1999,1,23/02/2010,47,29,2562
1141,7637.352932,1553,A,26.0,,15.0,18/09/2002,1999,1,23/02/2010,50,41,805
3831,3111.888221,1553,A,25.8,,16.1,23/08/2007,1999,1,23/02/2010,50,82,4224
3831,7401.909788,1553,A,25.8,,16.1,23/08/2007,1999,1,23/02/2010,50,82,4224
4199,4846.405881,1553,A,26.0,,17.5,01/08/2008,1999,1,23/02/2010,51,87,4531
845,5481.60443,1554,OFL,26.6,26.4,15.2,01/12/1999,1999,1,02/12/1999,53,29,2565
850,6478.272577,1555,OFL,24.0,23.7,12.7,02/12/1999,1999,0,06/12/1999,42,29,2561
852,5689.69701,1557,FL,25.3,25.7,13.6,02/12/1999,1999,1,17/12/2003,47,29,2562
853,4622.056904,1558,FL,24.0,24.1,13.8,02/12/1999,1999,0,23/01/2009,51,29,2564
2845,6174.827939,1558,A,24.3,,14.4,19/11/2005,1999,0,23/01/2009,66,54,6351
419,7980.187187,1559,A,23.5,,15.4,09/08/2004,1999,0,10/09/2009,75,34,608
3116,5586.455996,1559,A,23.7,,15.0,18/07/2006,1999,0,10/09/2009,23,75,3776
3369,4827.941728,1559,A,24.4,,14.8,13/06/2007,1999,0,10/09/2009,23,77,3894
855,5465.199669,1560,FL,24.0,24,14.1,02/12/1999,1999,0,12/07/2002,13,29,2556
856,7477.75443,1561,FL,23.5,24.2,13.1,02/12/1999,1999,0,11/01/2005,49,29,2563
858,6220.302773,1562,FL,24.3,24.7,14.2,03/12/1999,1999,0,03/12/1999,86,29,2573
859,7669.781038,1563,SA,23.5,23.7,14.1,03/12/1999,1999,0,03/03/2009,84,29,2572
860,6783.047395,1564,FL,24.2,24.5,13.6,03/12/1999,1999,1,03/12/1999,115,29,2575
861,6549.973193,1565,OFL,24.8,24.8,14.9,03/12/1999,1999,1,03/12/1999,38,29,2560
862,6011.193774,1566,FL,25.5,25.3,15.4,04/12/1999,1999,1,11/08/2008,112,29,2574
1097,9115.86875,1566,A,25.6,,16.5,01/09/2002,1999,1,11/08/2008,80,41,820
3176,2146.072048,1566,A,25.5,,17.2,13/08/2006,1999,1,11/08/2008,80,75,3820
864,3865.004456,1568,FL,23.8,23.6,13.8,05/12/1999,1999,0,05/12/1999,130,29,2577
866,6245.628759,1569,A,26.1,26,15.5,06/12/1999,1998,1,02/09/2002,165,29,2579
1077,5287.307526,1569,A,25.5,,16.5,23/08/2002,1998,1,02/09/2002,165,41,852
119,8408.115703,1570,A,26.0,,15.5,09/07/2003,1999,1,29/08/2004,169,30,548
394,5982.795438,1570,A,26.0,,16.9,31/07/2004,1999,1,29/08/2004,169,34,635
394,4676.05856,1570,A,26.0,,16.9,31/07/2004,1999,1,29/08/2004,169,34,635
867,4391.582045,1570,FL,25.2,25.3,14.0,06/12/1999,1999,1,29/08/2004,164,29,2578
1075,13270.1118,1570,A,26.5,,17.5,22/08/2002,1999,1,29/08/2004,169,41,3283
870,5592.041039,1572,FL,24.9,25,14.4,29/07/2000,2000,1,26/05/2004,60,39,3066
871,5265.505839,1573,OFL,23.5,23.8,14.2,29/07/2000,2000,0,29/06/2001,57,39,3065
872,4435.257266,1574,FL,25.2,25.3,15.4,29/07/2000,2000,1,29/07/2000,53,39,3062
876,3993.117403,1575,OFL,24.8,24.4,14.0,01/08/2000,2000,0,05/07/2001,72,39,3075
877,6222.440964,1576,OFL,23.8,23.4,14.7,01/08/2000,2000,0,12/03/2010,15,39,3036
443,4262.649314,1577,A,26.0,,16.6,23/12/2004,2000,1,01/07/2013,63,35,2917
591,4997.305837,1577,A,26.2,,16.4,04/08/2005,2000,1,01/07/2013,63,37,691
1057,5824.194212,1577,A,26.1,,17.6,15/08/2002,2000,1,01/07/2013,66,41,3263
4060,3800.487505,1577,A,25.9,,16.2,22/01/2009,2000,1,01/07/2013,63,90,4108
4308,3111.046247,1577,A,26.0,,16.9,13/07/2009,2000,1,01/07/2013,63,92,4743
886,5524.731735,1578,FL,24.9,25,14.7,03/08/2000,2000,1,27/07/2002,90,39,3090
887,7282.403591,1579,FL,25.1,25.5,15.5,03/08/2000,2000,1,02/08/2008,95,39,3093
891,6512.040829,1580,FL,24.0,24.1,14.1,04/08/2000,2000,0,01/09/2014,101,39,3097
1003,6360.996884,1580,A,24.6,,15.6,20/07/2002,2000,0,01/09/2014,109,41,831
2904,9113.091447,1580,A,23.3,,15.5,28/11/2005,2000,0,01/09/2014,109,54,6376
3179,16494.34327,1580,A,24.1,,16.5,14/08/2006,2000,0,01/09/2014,109,75,3840
3179,2838.7062,1580,A,24.1,,16.5,14/08/2006,2000,0,01/09/2014,109,75,3840
158,6095.928581,1581,A,26.1,,16.8,31/07/2003,2000,1,05/02/2009,144,30,539
892,5582.263929,1581,OFL,25.7,25.4,15.6,04/08/2000,2000,1,05/02/2009,99,39,3095
1039,6324.582189,1581,A,25.8,,16.1,03/08/2002,2000,1,05/02/2009,135,41,844
3115,8177.246763,1581,A,26.0,,17.5,17/07/2006,2000,1,05/02/2009,135,75,3855
3687,5051.63572,1581,A,26.4,,17.3,18/06/2007,2000,1,05/02/2009,135,82,4284
3687,7944.578464,1581,A,26.4,,17.3,18/06/2007,2000,1,05/02/2009,135,82,4284
4258,4830.812081,1581,A,25.6,,17.9,20/08/2008,2000,1,05/02/2009,135,87,4588
893,5486.822645,1582,OFL,26.0,26,16.5,04/08/2000,2000,1,04/08/2000,99,39,3095
894,5223.563923,1583,OFL,26.0,26.2,15.6,04/08/2000,2000,1,24/08/2002,88,39,3088
898,6989.20618,1584,SA,23.1,23.3,13.6,05/08/2000,1999,0,05/08/2000,8,39,3032
899,2872.823436,1585,FL,25.3,25.3,15.4,05/08/2000,2000,1,15/08/2002,9,39,3033
900,4820.713098,1586,OFL,24.4,24,14.7,05/08/2000,2000,0,12/07/2001,33,39,3049
157,2628.832261,1587,A,25.8,,16.9,31/07/2003,1999,1,13/01/2007,144,30,539
157,6727.007538,1587,A,25.8,,16.9,31/07/2003,1999,1,13/01/2007,144,30,539
576,3625.199276,1587,A,25.7,,17.5,29/07/2005,1999,1,13/01/2007,144,37,742
905,6479.877922,1587,A,25.6,25.5,16.4,07/08/2000,1999,1,13/01/2007,144,39,3121
2935,3654.409204,1589,A,23.1,,14.6,04/12/2005,2000,0,14/08/2008,15,54,5784
3096,3711.457025,1589,A,23.4,,14.5,04/07/2006,2000,0,14/08/2008,15,75,3772
3238,5927.97453,1589,A,23.4,,15.6,02/09/2006,2000,0,14/08/2008,15,75,3772
911,5888.666034,1590,FL,26.0,25.7,15.5,10/08/2000,2000,1,11/12/2005,48,39,3058
1017,6626.939085,1590,A,26.7,,17.0,24/07/2002,2000,1,11/12/2005,48,41,803
276,5167.053689,1591,A,26.0,,17.0,03/01/2004,2000,1,18/11/2005,75,31,2649
276,4070.69752,1591,A,26.0,,17.0,03/01/2004,2000,1,18/11/2005,75,31,2649
912,5509.371707,1591,FL,25.7,25.9,15.5,11/08/2000,2000,1,18/11/2005,24,39,3042
913,5935.549857,1592,FL,24.3,24.2,15.0,11/08/2000,2000,0,12/07/2001,109,39,3100
914,4496.901099,1593,FL,25.4,25,15.6,11/08/2000,2000,1,30/08/2008,109,39,3100
3196,7849.130027,1593,A,25.8,,16.8,19/08/2006,2000,1,30/08/2008,168,75,3868
915,7084.90484,1594,FL,24.5,24.6,14.5,11/08/2000,2000,1,11/08/2000,38,39,3052
916,7100.531417,1595,OFL,24.5,24.6,15.4,11/08/2000,2000,1,14/07/2007,168,39,3129
920,7071.539383,1596,FL,24.6,24.5,15.1,12/08/2000,2000,1,12/08/2000,89,39,3089
279,3755.722915,1597,A,25.2,,15.1,02/01/2004,2000,0,05/07/2004,139,31,2691
921,7698.060887,1597,OFL,24.5,24.6,14.2,12/08/2000,2000,0,05/07/2004,117,39,3105
922,10895.6622,1598,OFL,24.0,24.1,14.6,12/08/2000,2000,0,13/01/2007,117,39,3105
924,11370.54926,1599,CH,,, 9.7,13/08/2000,2000,0,09/07/2001,28,39,3046
925,8505.49638,1600,CH,,,11.8,13/08/2000,2000,1,05/07/2001,171,39,3131
926,5739.874171,1601,CH,,,11.4,13/08/2000,2000,1,30/06/2001,3,39,3027
927,6236.460185,1602,CH,,, 6.5,13/08/2000,2000,1,13/08/2000,1,39,3025
928,7640.589153,1603,A,24.0,24.1,13.6,30/06/2001,2000,0,10/12/2005,5,40,3138
1023,4036.616476,1603,A,23.5,,15.5,28/07/2002,2000,0,10/12/2005,166,41,3281
2810,7756.093562,1603,A,23.3,,14.0,14/11/2005,2000,0,10/12/2005,174,54,6399
437,4306.878788,1605,A,23.9,,14.5,19/12/2004,2000,0,26/08/2014,8,35,2879
4090,3290.320157,1605,A,23.9,,15.5,07/02/2009,2000,0,26/08/2014,8,90,4067
231,4863.855541,1606,A,26.5,,16.9,13/12/2003,2000,1,04/07/2006,28,31,2611
631,6335.187957,1606,A,26.4,,17.5,19/08/2005,2000,1,04/07/2006,28,37,667
931,5301.783799,1606,A,26.6,27,17.0,04/07/2001,2000,1,04/07/2006,28,40,3156
2806,7564.213427,1606,A,25.3,,16.3,12/11/2005,2000,1,04/07/2006,28,54,6328
994,4130.711859,1607,A,25.1,,15.9,18/07/2002,2001,1,02/09/2014,40,41,798
3101,7286.55078,1607,A,24.8,,17.5,06/07/2006,2001,1,02/09/2014,13,75,3770
3101,3454.005033,1607,A,24.8,,17.5,06/07/2006,2001,1,02/09/2014,13,75,3770
3834,5001.940155,1607,A,24.6,,16.9,28/08/2007,2001,1,02/09/2014,13,82,4198
3906,2344.605251,1607,A,25.0,,17.2,21/01/2008,2001,1,02/09/2014,13,85,4323
299,6171.691624,1608,A,24.4,,15.6,25/05/2004,2000,1,13/01/2007,116,32,2795
3313,5934.788854,1608,A,24.6,,15.6,13/01/2007,2000,1,13/01/2007,116,77,3962
106,7937.566336,1609,A,24.6,,16.4,01/07/2003,2001,1,12/08/2003,94,30,513
637,12547.72716,1611,A,24.5,,15.0,25/08/2005,2000,1,31/07/2012,32,37,669
637,9346.748433,1611,A,24.5,,15.0,25/08/2005,2000,1,31/07/2012,32,37,669
637,7562.215451,1611,A,24.5,,15.0,25/08/2005,2000,1,31/07/2012,32,37,669
936,8690.671473,1611,A,25.0,24.9,16.1,10/07/2001,2000,1,31/07/2012,134,40,3231
174,4753.636021,1612,A,24.3,,,07/08/2003,2000,0,17/12/2003,108,30,521
174,3087.536898,1612,A,24.3,,,07/08/2003,2000,0,17/12/2003,108,30,521
1089,5635.387488,1614,A,24.9,,15.1,29/08/2002,2001,0,20/08/2008,11,41,783
3741,3187.456465,1614,A,24.0,,15.0,17/07/2007,2001,0,20/08/2008,11,82,4196
940,4275.439389,1615,A,24.8,24.9,16.0,17/07/2001,2000,1,17/07/2001,85,40,3199
272,5209.945428,1616,A,26.8,,17.4,01/01/2004,2000,1,26/02/2012,127,31,2684
417,3773.256002,1616,A,26.0,,17.8,09/08/2004,2000,1,26/02/2012,127,34,624
3223,4639.451882,1616,A,26.4,,17.2,30/08/2006,2000,1,26/02/2012,127,75,3851
3223,8093.433403,1616,A,26.4,,17.2,30/08/2006,2000,1,26/02/2012,127,75,3851
461,3336.926711,1617,A,25.1,,14.8,02/01/2005,2000,0,03/12/2011,140,35,2967
943,4796.957471,1617,A,25.2,24.9,15.4,23/07/2001,2000,0,03/12/2011,140,40,3235
943,4488.241082,1617,A,25.2,24.9,15.4,23/07/2001,2000,0,03/12/2011,140,40,3235
3328,4972.783416,1617,A,24.7,,14.4,15/01/2007,2000,0,03/12/2011,140,77,3976
4099,4048.983712,1617,A,24.8,,16.2,11/02/2009,2000,0,03/12/2011,140,90,4158
1010,4959.096842,1619,A,24.6,,13.2,22/07/2002,2001,0,02/09/2002,25,41,793
1091,6126.525169,1623,A,26.9,,17.7,29/08/2002,2001,1,14/11/2005,81,41,3268
2813,5612.666452,1623,A,26.1,,16.0,14/11/2005,2001,1,14/11/2005,113,54,6290
65,5616.193858,1660,A,24.9,,14.4,15/06/2003,2002,0,26/08/2014,42,30,473
540,6353.159101,1660,A,24.6,,14.5,18/07/2005,2002,0,26/08/2014,8,37,652
992,5488.957929,1663,A,26.5,,17.4,17/07/2002,2001,1,07/09/2002,40,41,798
992,5250.782991,1663,A,26.5,,17.4,17/07/2002,2001,1,07/09/2002,40,41,798
3156,4347.367232,1664,A,23.8,,13.9,09/08/2006,2002,0,24/01/2009,74,75,3815
3752,1776.008995,1664,A,23.5,,14.1,19/07/2007,2002,0,24/01/2009,74,82,4244
3875,9332.036609,1664,A,23.5,,14.0,12/01/2008,2002,0,24/01/2009,74,85,4368
2805,10790.20291,1665,A,24.3,,13.5,14/11/2005,2002,0,27/11/2005,174,54,6399
2805,2907.284302,1665,A,24.3,,13.5,14/11/2005,2002,0,27/11/2005,174,54,6399
2805,5507.165274,1665,A,24.3,,13.5,14/11/2005,2002,0,27/11/2005,174,54,6399
2900,6239.413086,1665,A,25.2,,14.0,27/11/2005,2002,0,27/11/2005,113,54,6290
61,5975.317792,1666,A,25.2,,16.3,13/06/2003,2001,1,24/06/2004,39,30,2581
1002,6710.067511,1666,A,25.5,,16.7,20/07/2002,2001,1,24/06/2004,39,41,797
1119,4175.259537,1666,A,,,17.2,11/09/2002,2001,1,24/06/2004,39,41,797
1119,4555.994231,1666,A,,,17.2,11/09/2002,2001,1,24/06/2004,39,41,797
1119,4335.977779,1666,A,,,17.2,11/09/2002,2001,1,24/06/2004,39,41,797
1119,6315.428175,1666,A,,,17.2,11/09/2002,2001,1,24/06/2004,39,41,797
256,6025.661713,1669,A,25.4,,14.9,22/12/2003,2001,0,30/08/2014,68,31,2643
1016,9149.561552,1669,A,25.2,,15.3,24/07/2002,2001,0,30/08/2014,71,41,815
3347,5105.674325,1669,A,25.1,,13.8,24/01/2007,2001,0,30/08/2014,68,77,3928
4188,5340.649395,1669,A,25.4,,14.5,29/07/2008,2001,0,30/08/2014,67,87,4543
1018,7434.257237,1670,A,26.1,,16.5,26/07/2002,2001,1,25/07/2006,55,41,810
1024,4671.594397,1672,A,24.2,,17.5,28/07/2002,2001,0,27/01/2007,99,41,828
2940,3074.054928,1672,A,23.8,,15.0,05/12/2005,2001,0,27/01/2007,99,54,6295
3325,4795.456662,1672,A,23.9,,15.8,14/01/2007,2001,0,27/01/2007,99,77,3952
63,8534.699715,1673,A,24.5,,14.1,14/06/2003,2001,0,26/10/2004,112,30,525
63,5499.193446,1673,A,24.5,,14.1,14/06/2003,2001,0,26/10/2004,112,30,525
63,5345.294772,1673,A,24.5,,14.1,14/06/2003,2001,0,26/10/2004,112,30,525
87,5063.579024,1673,A,24.7,,14.4,25/06/2003,2001,0,26/10/2004,25,30,463
1028,4446.249277,1673,A,24.1,,13.5,31/07/2002,2001,0,26/10/2004,16,41,788
4013,3568.462933,1678,A,22.8,,16.0,16/01/2009,2002,0,29/06/2013,129,90,4152
4215,5162.462807,1678,A,23.4,,14.2,08/08/2008,2002,0,29/06/2013,129,87,4586
122,7778.992574,1682,A,25.5,,16.0,10/07/2003,2001,1,07/08/2008,165,30,545
4208,5624.646741,1682,A,25.8,,16.9,07/08/2008,2001,1,07/08/2008,165,87,4598
1047,5849.868353,1683,A,25.2,,16.4,07/08/2002,2001,1,27/08/2004,91,41,824
52,4476.815393,1684,A,25.5,,17.3,08/06/2003,2000,1,26/07/2011,40,30,472
52,4827.366026,1684,A,25.5,,17.3,08/06/2003,2000,1,26/07/2011,40,30,472
1074,9052.447743,1684,A,26.5,,17.7,22/08/2002,2000,1,26/07/2011,40,41,798
323,4305.780186,1685,A,24.2,,15.0,09/06/2004,2002,0,24/08/2010,116,34,2862
4118,4532.196937,1685,A,24.2,,15.2,17/02/2009,2002,0,24/08/2010,116,90,4144
4118,4761.915032,1685,A,24.2,,15.2,17/02/2009,2002,0,24/08/2010,116,90,4144
1123,4458.068264,1695,A,26.5,,16.8,12/09/2002,2001,1,28/07/2006,46,41,802
316,7718.57234,1696,A,25.2,,16.2,11/06/2004,2002,1,15/08/2011,53,34,596
149,3788.334205,1697,A,25.7,,14.6,28/07/2003,2002,0,11/01/2007,93,30,2585
149,3323.521515,1697,A,25.7,,14.6,28/07/2003,2002,0,11/01/2007,93,30,2585
118,7561.770639,1698,A,27.0,,17.1,09/07/2003,2001,1,26/08/2010,57,30,487
375,6311.449656,1698,A,26.7,,16.9,02/08/2004,2001,1,26/08/2010,51,34,595
375,4728.46773,1698,A,26.7,,16.9,02/08/2004,2001,1,26/08/2010,51,34,595
1130,8175.761848,1698,A,26.6,,18.5,12/09/2002,2001,1,26/08/2010,54,41,809
1130,11883.92496,1698,A,26.6,,18.5,12/09/2002,2001,1,26/08/2010,54,41,809
186,8148.22066,1699,A,26.4,,18.5,16/08/2003,2002,1,21/08/2006,54,30,484
2849,9777.042515,1699,A,26.6,,15.7,20/11/2005,2002,1,21/08/2006,66,54,6351
1049,4183.096464,1701,A,23.6,,14.5,08/08/2002,2001,0,10/08/2002,9,41,782
288,4014.044449,1702,A,23.6,,15.4,25/05/2004,2002,1,31/08/2010,3,32,2708
467,4906.50316,1702,A,24.1,,17.0,07/06/2005,2002,1,31/08/2010,23,37,662
3121,7206.653165,1702,A,24.3,,16.5,20/07/2006,2002,1,31/08/2010,23,75,3776
3382,4760.725463,1702,A,24.5,,16.2,13/06/2007,2002,1,31/08/2010,23,77,3894
3749,2838.470787,1702,A,24.0,,16.0,18/07/2007,2002,1,31/08/2010,23,82,4204
534,6320.477829,1705,A,23.0,,,17/07/2005,2002,0,11/12/2005,1,37,646
668,2654.640245,1705,A,24.2,,15.4,05/09/2005,2002,0,11/12/2005,1,37,646
3827,4309.131953,1707,A,24.3,,17.1,22/08/2007,2001,0,08/09/2014,77,82,4247
4095,3028.312759,1708,A,25.4,,15.9,10/02/2009,2001,1,03/09/2014,98,90,4134
4250,3775.019997,1708,A,24.8,,16.0,18/08/2008,2001,1,03/09/2014,98,87,4567
650,4385.061132,1709,A,25.0,,15.4,29/08/2005,2001,1,29/08/2005,86,37,709
3164,2519.230814,1710,A,25.0,,16.8,11/08/2006,2002,1,23/08/2014,77,75,3818
3388,11122.42011,1710,A,26.0,,16.9,15/06/2007,2002,1,23/08/2014,77,82,4247
