BloodID,CqGAPDH,U_PlateID,CqTelomere,EffGAPDH,EffTelomere,RTL,ID,Whodunnit,BirdID,Ageclass,RightTarsus,LeftTarsus,BodyMass,EyeColour,LayYear,FieldPeriodID,OccasionID,OccasionDate,TerritoryID,Status,BreedGroupID,SexEstimate,MaxOfMaxOfSeenDate
574,23.357,7_35,16.038,1.8815,1.83,0.661155304,281,EAF,3511,OFL,25.7,,15.9,G,2005,37,1649,01/08/2005,94,OFL,715,1,06/12/2005
574,23.3965,7_46,15.919,1.9255,1.8665,0.72186638,496,EAF,3511,OFL,25.7,,15.9,G,2005,37,1649,01/08/2005,94,OFL,715,1,06/12/2005
617,22.8615,8_3,15.8115,1.939,1.8155,0.953217592,957,EAF,3564,OFL,25.2,,17.0,G,2005,37,1696,19/08/2005,116,OFL,729,1,28/08/2007
579,24.5465,8_13,18.282,1.9255,1.8075,0.659038185,606,EAF,3509,J,24.5,,13.4,LB,2005,37,1643,30/07/2005,138,OFL,739,0,30/07/2005
692,24.0215,7_23,17.339,1.938,1.7925,0.611422384,43,EAF,3604,CH,24.5,,14.4,G,2005,37,1733,11/09/2005,155,CH,744,0,01/02/2012
3006,23.159,8_19,16.2455,1.9115,1.808,0.649368448,729,EAF,1714,A,26.4,,17.5,RB,2002,73,2003,23/06/2006,257,BrM,4003,1,06/07/2007
3009,23.0485,8_37,16.21,1.96,1.778,0.780636537,1116,EAF,1873,A,24.6,,15.0,RB,2003,73,2003,23/06/2006,266,BrF,4011,0,25/07/2006
3009,23.1695,8_16,15.0945,1.924,1.7895,1.607997074,659,EAF,1873,A,24.6,,15.0,RB,2003,73,2003,23/06/2006,266,BrF,4011,0,25/07/2006
3031,23.385,7_29,14.924,1.901,1.7735,1.453828894,133,EAF,1858,A,25.5,,16.7,RB,2003,73,2012,28/06/2006,281,BrM,4026,1,13/07/2009
3031,23.108,7_20,14.61,1.9505,1.8025,1.270200178,6,EAF,1858,A,25.5,,16.7,RB,2003,73,2012,28/06/2006,281,BrM,4026,1,13/07/2009
3004,22.8705,8_16,15.746,1.957,1.8075,0.897827654,658,EAF,1884,A,25.3,,17.4,RB,2003,73,2004,23/06/2006,266,BrM,4011,1,27/07/2010
3136,23.0575,7_40,15.0405,1.978,1.839,1.249870819,376,EAF,3486,A,26.4,,16.6,RB,2005,75,1896,03/08/2006,1,ABX,3760,1,15/09/2015
3142,23.358,7_29,15.586,1.886,1.81,0.996527983,135,EAF,4829,FL,24.7,,14.4,G,2006,75,1830,22/06/2006,1,OFL,3760,1,14/02/2010
3123,23.32,8_16,16.35,1.913,1.7795,0.855565826,662,EAF,3520,A,24.4,,16.5,RB,2005,75,1880,26/07/2006,2,BrF,3761,0,26/07/2006
3102,23.3855,7_44,15.5,1.929,1.829,1.091240706,440,EAF,2984,A,23.4,,13.5,RB,2003,75,1849,09/07/2006,2,BrF,3761,0,04/01/2009
3147,23.326,8_33,16.626,1.9,1.794,0.67645307,1027,EAF,4874,OFL,22.7,,13.9,G,2006,75,1906,07/08/2006,3,OFL,3762,0,09/09/2007
3147,23.276,8_19,17.478,1.9235,1.764,0.357494445,731,EAF,4874,OFL,22.7,,13.9,G,2006,75,1906,07/08/2006,3,OFL,3762,0,09/09/2007
3090,23.928,7_26,16.6145,1.951,1.846,0.640624444,94,EAF,1740,A,25.1,,15.5,RB,2001,75,1835,02/07/2006,5,BrF,3764,0,24/01/2009
3090,23.9735,7_25,16.574,1.9525,1.8545,0.724476845,72,EAF,1740,A,25.1,,15.5,RB,2001,75,1835,02/07/2006,5,BrF,3764,0,24/01/2009
3201,23.5795,7_44,15.6085,1.878,1.7905,1.156742667,441,EAF,4889,CH,26.1,,15.8,G,2006,75,1925,19/08/2006,5,FL,3764,1,06/01/2007
3134,23.9365,7_23,17.261,1.97,1.827,0.594822772,28,EAF,1826,A,24.6,,16.9,RB,2003,75,1898,04/08/2006,9,BrF,3767,0,23/09/2015
3248,23.1715,7_23,15.3545,1.9315,1.7975,1.114943455,38,EAF,4917,CH,23.9,,16.1,G,2006,75,1946,12/09/2006,9,FL,3767,0,07/09/2015
3137,23.0565,8_23,16.2525,1.962,1.8065,0.724389548,792,EAF,1614,A,24.1,,14.5,RB,2001,75,1900,05/08/2006,11,BrF,3768,0,20/08/2008
3100,23.197,8_8,15.397,1.9555,1.8195,1.094598497,1294,EAF,3463,A,25.4,,17.0,RB,2004,75,1841,06/07/2006,13,AB,3770,1,30/08/2007
3190,23.479,8_13,15.361,1.883,1.7845,1.827009608,596,EAF,4885,CH,24.7,,15.8,G,2006,75,1921,15/08/2006,20,FL,3774,0,10/09/2015
3212,23.4895,7_25,15.892,1.915,1.843,0.807047388,73,EAF,4897,CH,25.3,,16.3,G,2006,75,1933,24/08/2006,22,FL,3775,1,14/02/2010
3122,23.224,7_32,15.7995,1.9185,1.8185,0.670203351,200,EAF,4868,J,23.9,,16.5,G,2006,75,1872,20/07/2006,23,OFL,3776,0,04/09/2010
3197,23.612,7_23,15.762,1.912,1.8275,1.187142403,31,EAF,4890,CH,21.0,,12.8,G,2006,75,2773,20/08/2006,24,FL,3777,1,27/02/2015
3094,23.0855,8_21,15.185,2.001,1.825,1.296585153,772,EAF,3446,A,23.6,,14.0,RB,2005,75,1834,02/07/2006,26,BrF,3779,0,15/03/2010
3094,23.3385,8_15,16.0135,1.964,1.8405,1.621600843,641,EAF,3446,A,23.6,,14.0,RB,2005,75,1834,02/07/2006,26,BrF,3779,0,15/03/2010
3146,22.1915,7_23,15.6925,1.7565,1.6345,0.529891849,30,EAF,1848,A,26.2,,14.9,RB,2003,75,1903,06/08/2006,26,BrM,3779,1,13/03/2010
3130,23.281,8_21,15.55566667,1.927,1.799666667,1.173416488,773,EAF,3497,A,24.3,,15.5,RB,2005,75,1881,27/07/2006,32,BrF,3783,0,31/08/2015
3130,23.28066667,8_9,15.60533333,1.94,1.797333333,1.372492811,1317,EAF,3497,A,24.3,,15.5,RB,2005,75,1881,27/07/2006,32,BrF,3783,0,31/08/2015
3130,23.25033333,8_23,15.69533333,1.94,1.790333333,1.144884999,791,EAF,3497,A,24.3,,15.5,RB,2005,75,1881,27/07/2006,32,BrF,3783,0,31/08/2015
3130,23.39166667,8_7,15.58,1.913,1.803333333,1.390644649,1273,EAF,3497,A,24.3,,15.5,RB,2005,75,1881,27/07/2006,32,BrF,3783,0,31/08/2015
3130,23.20433333,8_24,15.72,1.937,1.793,1.201171602,814,EAF,3497,A,24.3,,15.5,RB,2005,75,1881,27/07/2006,32,BrF,3783,0,31/08/2015
3130,23.352,8_18,15.63766667,1.951,1.79,1.284311828,703,EAF,3497,A,24.3,,15.5,RB,2005,75,1881,27/07/2006,32,BrF,3783,0,31/08/2015
3130,23.323,8_8,15.41333333,1.919333333,1.795666667,1.178141383,1295,EAF,3497,A,24.3,,15.5,RB,2005,75,1881,27/07/2006,32,BrF,3783,0,31/08/2015
3130,23.06166667,8_20,15.48266667,1.957333333,1.795666667,1.259120112,746,EAF,3497,A,24.3,,15.5,RB,2005,75,1881,27/07/2006,32,BrF,3783,0,31/08/2015
3130,23.15733333,8_19,15.235,1.954333333,1.777666667,1.186266196,730,EAF,3497,A,24.3,,15.5,RB,2005,75,1881,27/07/2006,32,BrF,3783,0,31/08/2015
3130,23.45766667,8_4,15.451,1.903,1.819666667,1.519232446,1182,EAF,3497,A,24.3,,15.5,RB,2005,75,1881,27/07/2006,32,BrF,3783,0,31/08/2015
3130,23.45,8_1,15.692,1.8955,1.8025,1.115410555,503,EAF,3497,A,24.3,,15.5,RB,2005,75,1881,27/07/2006,32,BrF,3783,0,31/08/2015
3130,23.463,8_10,15.51366667,1.931333333,1.795333333,1.398960174,531,EAF,3497,A,24.3,,15.5,RB,2005,75,1881,27/07/2006,32,BrF,3783,0,31/08/2015
3130,23.56833333,8_11,15.573,1.914666667,1.792,1.202318412,547,EAF,3497,A,24.3,,15.5,RB,2005,75,1881,27/07/2006,32,BrF,3783,0,31/08/2015
3130,23.49433333,8_5,15.66633333,1.912666667,1.812,1.631202406,1229,EAF,3497,A,24.3,,15.5,RB,2005,75,1881,27/07/2006,32,BrF,3783,0,31/08/2015
3130,23.48466667,8_12,15.8275,1.905,1.8035,2.02980575,570,EAF,3497,A,24.3,,15.5,RB,2005,75,1881,27/07/2006,32,BrF,3783,0,31/08/2015
3130,23.559,8_13,15.91266667,1.916666667,1.808666667,1.405802406,594,EAF,3497,A,24.3,,15.5,RB,2005,75,1881,27/07/2006,32,BrF,3783,0,31/08/2015
3130,23.58766667,8_17,15.567,1.919333333,1.788666667,1.764070132,682,EAF,3497,A,24.3,,15.5,RB,2005,75,1881,27/07/2006,32,BrF,3783,0,31/08/2015
3130,23.397,8_6,15.57833333,1.939333333,1.809333333,1.304307316,1250,EAF,3497,A,24.3,,15.5,RB,2005,75,1881,27/07/2006,32,BrF,3783,0,31/08/2015
3130,23.55833333,8_14,15.758,1.919666667,1.817,1.629811216,617,EAF,3497,A,24.3,,15.5,RB,2005,75,1881,27/07/2006,32,BrF,3783,0,31/08/2015
3130,23.44233333,8_3,15.88033333,1.910333333,1.794333333,1.337121719,944,EAF,3497,A,24.3,,15.5,RB,2005,75,1881,27/07/2006,32,BrF,3783,0,31/08/2015
3130,23.453,8_15,15.792,1.912666667,1.814333333,1.984416214,642,EAF,3497,A,24.3,,15.5,RB,2005,75,1881,27/07/2006,32,BrF,3783,0,31/08/2015
3130,23.542,8_16,15.40833333,1.931333333,1.813666667,1.738753099,663,EAF,3497,A,24.3,,15.5,RB,2005,75,1881,27/07/2006,32,BrF,3783,0,31/08/2015
3154,23.024,7_27,16.3145,1.948,1.79,0.550004745,115,EAF,4876,J,23.9,,14.0,G,2006,75,1911,09/08/2006,39,OFL,3788,0,03/02/2008
3231,22.844,7_23,15.5405,1.9455,1.7875,0.796485852,34,EAF,4904,CH,24.8,,15.5,G,2006,75,1941,01/09/2006,43,FL,3791,0,25/01/2015
3229,23.875,7_37,20.339,1.953,1.882,0.079201236,316,EAF,3094,A,25.4,,17.1,RB,2004,75,1938,30/08/2006,53,BrF,3798,0,23/09/2015
3104,23.3415,8_3,15.9,1.9395,1.8325,1.252628114,943,EAF,4860,FL,26.3,,16.0,G,2006,75,1853,10/07/2006,54,H,3799,1,15/09/2015
3240,23.829,7_23,15.752,1.89,1.814,1.369487077,35,EAF,4905,CH,24.2,,14.9,G,2006,75,1942,02/09/2006,54,FL,3799,0,18/01/2007
3220,23.636,8_19,18.86,1.9795,1.7095,0.236119131,732,EAF,3617,SA,24.3,,16.9,LB,2005,75,1937,29/08/2006,61,ABX,3805,1,31/12/2008
3225,23.1435,7_23,16.2485,1.9145,1.8085,0.652402976,33,EAF,4900,CH,25.7,,16.6,G,2006,75,1937,29/08/2006,62,CH,3806,1,29/08/2006
3218,22.9685,8_23,14.851,1.9695,1.794,1.556042589,793,EAF,4803,SA,23.6,,14.2,LB,2005,75,1937,29/08/2006,63,H,3807,0,10/09/2013
3214,24.1065,7_45,15.631,1.9125,1.8485,1.527409142,465,EAF,4894,CH,24.8,,16.4,G,2006,75,1933,24/08/2006,71,FL,3813,1,13/08/2008
3127,23.812,7_37,17.741,1.9245,1.847,0.402677797,314,EAF,4871,J,24.3,,16.0,G,2006,75,1882,28/07/2006,72,OFL,3814,0,05/09/2010
3205,23.4475,7_23,15.8785,1.9395,1.8105,0.984776518,32,EAF,4892,CH,23.6,,15.0,G,2006,75,1930,22/08/2006,72,FL,3814,1,28/09/2013
3161,23.5125,7_36,15.9035,1.9245,1.7965,0.999821481,293,EAF,2989,A,24.9,,14.8,RB,2004,75,1914,11/08/2006,75,BrF,3816,0,15/06/2012
3174,23.449,8_17,16.7885,1.938,1.7955,0.789813902,683,EAF,4881,SA,26.3,,18.0,LB,2005,75,1915,12/08/2006,77,ABX,3818,1,09/01/2009
3177,23.456,8_6,15.1925,1.91,1.7855,1.685049121,1251,EAF,3516,SA,24.8,,15.8,LB,2005,75,1918,13/08/2006,79,H,3819,0,08/09/2010
3213,24.7605,7_26,18.0745,1.881,1.8125,0.462969145,95,EAF,4896,CH,24.7,,16.4,G,2006,75,1933,24/08/2006,88,FL,3827,0,09/09/2015
3213,24.8695,7_25,18.0135,1.906,1.8465,0.537077121,74,EAF,4896,CH,24.7,,16.4,G,2006,75,1933,24/08/2006,88,FL,3827,0,09/09/2015
3111,23.539,8_38,17.0995,1.905,1.8095,0.723433828,1134,EAF,4862,SA,22.5,,14.5,LB,2005,75,1866,17/07/2006,92,ABX,3829,0,18/06/2007
3111,23.1365,8_26,15.3475,1.8735,1.775,1.260726109,858,EAF,4862,SA,22.5,,14.5,LB,2005,75,1866,17/07/2006,92,ABX,3829,0,18/06/2007
3241,24.273,7_23,16.165,1.8435,1.758,1.399565443,36,EAF,4908,CH,24.6,,16.0,G,2006,75,1944,03/09/2006,95,FL,3832,0,28/07/2007
3288,22.9115,7_23,15.391,1.9625,1.8205,0.916546948,39,EAF,4935,CH,23.2,,,G,2006,75,1950,19/09/2006,99,FL,3835,0,01/09/2010
3180,23.4525,8_17,15.958,1.89,1.7715,1.282891627,684,EAF,3643,SA,25.9,,15.9,LB,2005,75,1919,14/08/2006,109,BrM,3840,1,18/08/2015
3180,23.196,8_29,16.1555,1.9345,1.7825,0.910349413,916,EAF,3643,SA,25.9,,15.9,LB,2005,75,1919,14/08/2006,109,BrM,3840,1,18/08/2015
3250,23.185,8_6,16.851,1.931,1.829,0.533079352,1253,EAF,4914,CH,26.8,,16.8,G,2006,75,1947,12/09/2006,109,CH,3840,1,12/09/2006
3166,23.2285,7_42,15.537,1.9195,1.828,0.760804977,402,EAF,4878,J,23.8,,14.4,G,2006,75,1916,12/08/2006,112,SEEN1,3843,0,30/08/2008
3166,23.238,7_20,15.8715,1.9275,1.817,0.661668378,7,EAF,4878,J,23.8,,14.4,G,2006,75,1916,12/08/2006,112,SEEN1,3843,0,30/08/2008
3237,26.4565,7_40,19.863,1.864,1.8735,0.54339733,377,EAF,4878,J,24.3,,14.5,G,2006,75,1943,02/09/2006,112,SEEN1,3843,0,30/08/2008
3128,30.7525,7_29,24.0285,1.962,1.889,0.679795226,134,EAF,4872,J,25.8,,17.0,G,2006,75,1884,29/07/2006,116,OFL,3845,1,07/09/2015
3227,22.723,8_6,16.296,1.954,1.816,0.541127658,1252,EAF,1024,A,25.1,,14.5,RB,1995,75,1938,30/08/2006,127,BrF,3851,0,28/08/2007
3226,23.463,8_20,17.5545,1.9565,1.826,0.47799358,747,EAF,4901,FL,24.9,,14.2,G,2006,75,1938,30/08/2006,127,FL,3851,0,16/01/2007
3112,23.2075,7_40,15.8255,1.957,1.839,0.865016033,375,EAF,1886,A,24.7,,16.0,RB,2002,75,1866,17/07/2006,134,BrM,3854,1,16/02/2010
3113,23.597,8_13,15.9785,1.9085,1.843,1.410119827,593,EAF,3619,A,26.2,,16.5,RB,2005,75,1866,17/07/2006,134,ABX,3854,1,17/07/2006
3114,23.066,8_16,15.7215,1.878,1.855,1.108052737,660,EAF,4863,J,23.4,,13.0,G,2006,75,1866,17/07/2006,134,OFL,3854,0,06/09/2010
3105,23.169,7_30,16.0585,1.904,1.831,0.615817637,160,EAF,3002,A,23.8,,15.2,RB,2003,75,1850,09/07/2006,135,BrF,3855,0,15/07/2013
3208,23.5215,8_7,14.957,1.9075,1.8015,2.18285624,1274,EAF,4893,CH,23.7,,14.8,G,2006,75,1931,23/08/2006,137,FL,3856,0,25/01/2007
3245,24.013,7_23,16.6885,1.9735,1.827,0.884861311,37,EAF,4910,CH,24.4,,14.5,G,2006,75,1947,12/09/2006,168,FL,3868,0,16/08/2009
3117,23.24,8_16,14.8145,1.902,1.8315,2.092377854,661,EAF,2974,SA,26.4,,16.5,LB,2004,75,1871,20/07/2006,178,BrM,3873,1,22/08/2015
3181,23.595,7_37,15.996,1.94,1.843,1.012247776,315,EAF,3576,SA,25.9,,16.2,LB,2005,75,1919,14/08/2006,403,BrM,3876,1,14/02/2010
3141,23.4255,7_23,15.769,1.913,1.821,1.045264043,29,EAF,3569,SA,23.2,,15.5,LB,2005,75,1904,06/08/2006,407,BrF,3877,0,13/08/2010
3148,23.4805,8_31,17.311,1.9365,1.763,0.510001694,986,EAF,4873,SA,25.5,,15.9,LB,2005,75,1902,06/08/2006,407,BrM,3877,1,04/09/2007
3148,26.433,9_35,19.5015,1.8815,1.821,0.915171201,1880,EAF,4873,SA,25.5,,15.9,LB,2005,75,1902,06/08/2006,407,BrM,3877,1,04/09/2007
3148,23.479,8_25,17.3885,1.902,1.7635,0.400398329,838,EAF,4873,SA,25.5,,15.9,LB,2005,75,1902,06/08/2006,407,BrM,3877,1,04/09/2007
3148,26.288,9_36,19.181,1.8435,1.8475,0.764633072,1902,EAF,4873,SA,25.5,,15.9,LB,2005,75,1902,06/08/2006,407,BrM,3877,1,04/09/2007
3375,23.2075,7_39,14.605,1.9165,1.7865,1.30979564,356,EAF,4829,SA,25.3,,16.8,LB,2006,77,2040,13/06/2007,1,ABX,3878,1,14/02/2010
3289,23.0405,7_43,15.1835,1.92,1.816,1.005971703,419,EAF,4939,SA,25.6,,16.3,LB,2006,77,1955,06/01/2007,4,ABX,3881,1,19/08/2010
3289,22.9915,7_34,15.1825,1.9205,1.812,0.964068931,244,EAF,4939,SA,25.6,,16.3,LB,2006,77,1955,06/01/2007,4,ABX,3881,1,19/08/2010
3289,23.156,7_33,16.188,1.937,1.7905,0.920282413,222,EAF,4939,SA,25.6,,16.3,LB,2006,77,1955,06/01/2007,4,ABX,3881,1,19/08/2010
3292,24.031,8_16,15.671,1.944,1.816,2.055631953,664,EAF,4938,J,24.8,,14.4,G,2006,77,1955,06/01/2007,7,OFL,3883,0,12/02/2009
3283,23.0515,7_46,15.2115,1.9735,1.812,0.83619496,487,EAF,1605,A,23.8,,13.6,RB,2000,77,1955,06/01/2007,8,BrF,3884,0,24/02/2015
3298,22.769,8_25,15.5685,1.9815,1.787,0.703805334,840,EAF,4943,J,25.8,,15.1,G,2006,77,1960,09/01/2007,11,OFL,3886,1,09/01/2007
3298,23.0985,8_36,17.7195,1.9345,1.823,0.378383389,1092,EAF,4943,J,25.8,,15.1,G,2006,77,1960,09/01/2007,11,OFL,3886,1,09/01/2007
3294,23.0345,8_26,15.6675,1.9275,1.7785,0.987365341,860,EAF,3463,A,25.8,,16.3,,2004,77,1957,07/01/2007,13,ABX,3888,1,30/08/2007
3294,23.3415,8_36,16.676,1.9565,1.8085,0.835706109,1091,EAF,3463,A,25.8,,16.3,,2004,77,1957,07/01/2007,13,ABX,3888,1,30/08/2007
3350,23.363,7_31,15.3445,1.9185,1.7915,1.11046227,178,EAF,4969,FL,24.5,,14.2,G,2006,77,1978,24/01/2007,14,FL,3889,0,16/02/2009
3340,23.233,8_21,15.362,1.9005,1.7855,1.267758808,778,EAF,4966,J,25.4,,14.0,G,2006,77,1975,22/01/2007,23,OFL,3894,1,22/01/2007
3295,23.372,8_19,15.445,1.928,1.7975,1.203717499,733,EAF,4940,J,26.0,,14.0,G,2006,77,1958,08/01/2007,28,OFL,3899,1,25/08/2008
3344,23.1275,7_30,16.6105,1.8555,1.788,0.444096913,161,EAF,4967,FL,26.1,,14.3,G,2006,77,1977,23/01/2007,28,FL,3899,1,02/03/2010
3345,23.0175,8_21,15.5705,1.9235,1.786,0.979699742,779,EAF,4968,FL,23.5,,13.8,G,2006,77,1976,23/01/2007,30,FL,3900,0,23/01/2007
3312,23.5355,8_20,15.234,1.887,1.794,1.977155899,749,EAF,3646,SA,24.9,,15.7,LB,2005,77,1959,09/01/2007,38,BrF,3905,0,11/08/2007
3300,23.586,8_5,15.2325,1.942,1.8,2.211428137,1230,EAF,4941,J,24.4,,12.0,G,2006,77,1959,09/01/2007,39,OFL,3906,0,22/08/2014
3351,22.763,8_23,15.06,1.9585,1.7595,1.187271075,798,EAF,4970,FL,25.1,,13.9,G,2006,77,1978,24/01/2007,42,FL,3908,0,18/02/2010
3332,22.894,8_20,14.759,1.9525,1.8175,1.746876444,751,EAF,4961,J,24.4,,14.4,G,2006,77,1971,16/01/2007,51,OFL,3915,0,27/08/2010
3336,23.0695,8_23,14.8925,1.936,1.823,1.640794087,797,EAF,4965,J,24.4,,15.2,G,2006,77,1973,18/01/2007,53,OFL,3916,0,04/09/2015
3333,22.948,8_26,16.114,1.9335,1.7855,0.719756905,863,EAF,1800,A,24.5,,14.6,LB,2002,77,1971,16/01/2007,55,ABX,3918,0,20/08/2007
3333,22.9915,8_28,15.546,1.938,1.7725,1.012960808,897,EAF,1800,A,24.5,,14.6,LB,2002,77,1971,16/01/2007,55,ABX,3918,0,20/08/2007
3359,23.0505,8_24,16.4875,1.93,1.805,0.688856802,817,EAF,2968,SA,23.8,,13.5,LB,2003,77,1980,25/01/2007,55,ABX,3918,0,20/02/2013
3354,22.8355,8_24,15.5745,1.942,1.793,1.024605716,816,EAF,3699,A,24.7,,13.9,RB,2005,77,1980,25/01/2007,55,ABX,3918,0,08/09/2015
3338,23.2205,8_21,15.3205,1.919,1.79,1.292607591,777,EAF,4963,J,25.0,,14.8,G,2006,77,1972,17/01/2007,55,OFL,3918,1,17/01/2007
3330,23.426,8_8,15.9245,1.923,1.8,0.934257815,1296,EAF,4960,J,23.8,,13.4,G,2006,77,1971,16/01/2007,55,OFL,3918,0,07/09/2010
3330,23.14,8_31,16.467,1.9405,1.7845,0.649407175,987,EAF,4960,J,23.8,,13.4,G,2006,77,1971,16/01/2007,55,OFL,3918,0,07/09/2010
3330,23.333,8_26,15.3815,1.938,1.7875,1.420134354,862,EAF,4960,J,23.8,,13.4,G,2006,77,1971,16/01/2007,55,OFL,3918,0,07/09/2010
3352,23.6225,8_18,15.79,1.944,1.811,1.426259743,707,EAF,4973,FL,24.5,,15.0,G,2006,77,1979,25/01/2007,55,FL,3918,0,13/07/2015
3361,23.878,8_18,17.75,1.9465,1.785,0.535193563,708,EAF,4974,FL,24.0,,12.6,G,2006,77,1979,25/01/2007,55,FL,3918,0,25/01/2007
3335,23.2625,8_18,16.391,1.914,1.7895,0.790742757,706,EAF,4964,J,24.0,,15.0,G,2006,77,1973,18/01/2007,57,OFL,3919,0,01/09/2010
3360,23.363,8_20,17.0385,1.9285,1.79,0.620606254,754,EAF,3696,A,26.6,,16.9,LB,2004,77,1980,25/01/2007,59,BrM,3921,1,02/02/2013
3342,23.0265,8_20,14.4735,1.938,1.7975,2.227779744,752,EAF,4971,FL,25.1,,13.3,G,2006,77,1978,24/01/2007,68,FL,3928,0,24/06/2013
3306,23.1245,8_18,16.1775,1.974,1.8125,0.803683383,705,EAF,4945,J,26.8,,15.4,G,2006,77,1961,10/01/2007,79,OFL,3937,1,10/01/2007
3314,23.5565,7_35,17.056,1.926,1.794,0.402436149,271,EAF,3567,SA,24.7,,,LB,2004,77,1964,11/01/2007,83,BrF,3941,0,17/06/2014
3305,23.3435,8_26,15.66,1.906,1.7735,1.209181362,861,EAF,4951,J,25.8,,16.0,G,2006,77,1965,12/01/2007,83,OFL,3941,1,12/01/2007
3305,23.0085,8_30,15.527,1.9315,1.8105,0.935918244,960,EAF,4951,J,25.8,,16.0,G,2006,77,1965,12/01/2007,83,OFL,3941,1,12/01/2007
3315,23.962,8_24,17.0965,1.875,1.772,0.871094614,815,EAF,4949,SA,24.6,,14.1,LB,2006,77,1964,11/01/2007,85,ABX,3942,0,02/09/2008
3317,23.791,8_1,16.314,1.933,1.799,0.957190445,504,EAF,4950,J,23.9,,13.4,G,2006,77,1965,12/01/2007,85,OFL,3942,0,12/08/2008
3304,23.6365,8_19,15.8845,1.932,1.783,1.114040267,734,EAF,4948,J,25.8,,15.1,G,2006,77,1963,11/01/2007,87,OFL,3944,1,09/02/2014
3316,23.073,8_25,14.6045,2.0045,1.7915,1.520963868,841,EAF,4952,J,23.0,,13.2,G,2006,77,1965,12/01/2007,87,OFL,3944,0,12/08/2008
3316,23.222,8_37,15.7005,1.911,1.8215,1.184200931,1117,EAF,4952,J,23.0,,13.2,G,2006,77,1965,12/01/2007,87,OFL,3944,0,12/08/2008
3320,23.087,8_20,15.3225,1.909,1.792,1.40897582,750,EAF,4955,J,25.3,,15.1,G,2006,77,1967,13/01/2007,98,OFL,3951,1,13/01/2007
3318,23.3605,8_17,15.0065,1.892,1.803,2.14614054,686,EAF,4954,SA,26.5,,16.8,LB,2006,77,1967,13/01/2007,99,ABX,3952,1,13/09/2015
3309,23.3535,8_17,16.49,1.877,1.7895,0.892405526,685,EAF,4946,J,26.5,,14.9,G,2006,77,1962,10/01/2007,109,OFL,3957,1,15/01/2008
3308,23.4375,8_20,16.1555,1.9185,1.7825,1.088980293,748,EAF,4947,J,26.5,,15.6,G,2006,77,1961,10/01/2007,110,OFL,3958,1,03/09/2015
3322,23.23,8_34,17.173,1.873,1.782,0.460153394,1047,EAF,4956,SA,23.3,,13.8,LB,2006,77,1968,13/01/2007,116,ABX,3962,0,11/12/2011
3322,22.9575,8_25,15.778,1.984,1.786,0.709228904,842,EAF,4956,SA,23.3,,13.8,LB,2006,77,1968,13/01/2007,116,ABX,3962,0,11/12/2011
3337,23.1185,8_19,14.28,1.9985,1.771,2.004032644,735,EAF,4962,J,26.2,,15.8,G,2006,77,1972,17/01/2007,121,OFL,3964,1,17/01/2007
3327,23.0395,8_23,15.568,1.9725,1.787,1.073930285,796,EAF,4958,FL,25.4,,14.4,G,2006,77,1969,14/01/2007,139,FL,3975,0,15/09/2015
3319,23.6045,8_23,15.728,1.934,1.801,1.416294549,795,EAF,4953,J,25.9,,15.0,G,2006,77,1967,13/01/2007,154,OFL,3978,1,22/02/2010
3331,23.2085,8_16,15.139,1.9275,1.8305,1.666632313,665,EAF,4959,SA,26.4,,16.2,LB,2006,77,1969,14/01/2007,159,BrM,3981,1,30/12/2008
3355,22.986,8_20,15.071,1.9655,1.8155,1.537857041,753,EAF,4972,J,25.7,,15.2,G,2006,77,1979,25/01/2007,169,OFL,3986,1,06/09/2014
3324,23.731,8_21,15.3865,1.923,1.7545,1.737827449,776,EAF,4957,J,25.2,,14.6,G,2006,77,1969,14/01/2007,177,OFL,3990,1,21/02/2015
3301,23.2875,8_23,16.425,1.9175,1.805,0.758852535,794,EAF,4942,OFL,24.2,,13.3,G,2006,77,1959,09/01/2007,403,OFL,3994,0,05/09/2009
3311,22.9265,8_21,15.2985,1.989,1.8175,1.083897076,775,EAF,4873,SA,25.2,,15.2,LB,2005,77,1959,09/01/2007,407,BrM,3995,1,04/09/2007
3348,24.0575,8_16,16.399,1.9335,1.817,1.354624578,666,EAF,3618,A,25.0,,15.4,,2004,77,1978,24/01/2007,-3,FLOAT,4051,1,01/09/2010
4043,23.277,7_29,14.58,1.8965,1.828,1.741410968,140,EAF,5160,SA,24.2,,14.7,LB,2007,90,2279,03/01/2009,1,BrF,4061,0,26/08/2012
4037,22.977,7_27,15.8395,2.04,1.87,0.686911336,120,EAF,2984,A,23.2,,14.5,RB,2003,90,2277,04/01/2009,2,TBRF,4062,0,04/01/2009
4036,23.213,7_31,16.5425,1.9445,1.818,0.493591995,180,EAF,2960,A,25.5,,16.1,RB,2003,90,2277,04/01/2009,2,BrM,4062,1,08/08/2015
4034,24.748,7_27,18.4025,1.927,1.8215,0.491359553,119,EAF,1763,A,23.6,,14.5,RB,2002,90,2277,04/01/2009,3,BrF,4063,0,26/09/2013
4038,23.071,8_1,14.8725,1.969,1.8615,1.441830866,509,EAF,4829,A,25.5,,16.2,RB,2006,90,2277,04/01/2009,3,BrM,4063,1,14/02/2010
4048,23.3365,8_18,15.412,1.9175,1.7955,1.471646709,713,EAF,5195,SA,23.4,,13.9,LB,2008,90,2279,03/01/2009,5,ABX,4065,0,27/02/2015
