Objective,PlateID,BloodID,U_PlateID,CqGAPDH,CqTelomere,EffGAPDH,EffTelomere,RTL,ID,Whodunnit,BirdID,Ageclass,RightTarsus,LeftTarsus,BodyMass,EyeColour,LayYear,FieldPeriodID,OccasionID,OccasionDate,TerritoryID,Status,BreedGroupID,SexEstimate,MaxOfMaxOfSeenDate
3,62,3915,3_62,24.275,13.638,1.817333333,1.703333333,1.449265209,2873,EB,1868,A,26.3,,17.2,,2003,85,2139,25/01/2008,46,BrM,4346,1,02/09/2015
3,66,3898,3_66,23.195,12.432,1.913333333,1.78,0.829321402,2916,EB,5074,J,24.0,,13.5,G,2007,85,2135,18/01/2008,47,ABX,4347,0,18/07/2008
3,62,3891,3_62,24.277,13.84733333,1.839666667,1.708,1.283149373,2872,EB,1752,A,25.2,,15.9,RB,2002,85,2135,18/01/2008,47,BrM,4347,1,30/08/2010
3,72,3893,3_72,22.72733333,12.229,1.981,1.850666667,0.727767683,2961,EB,2990,A,26.7,,16.5,RB,2004,85,2135,18/01/2008,48,BrM,4348,1,17/08/2010
3,20,3896,3_20,23.95933333,13.361,1.851,1.683,0.856075551,2821,EB,4896,A,24.4,,15.0,LB,2006,85,2135,18/01/2008,48,BrF,4348,0,09/09/2015
8,5,3897,8_5,23.289,15.5785,1.9515,1.849,1.526814283,1563,EAF,4961,SA,24.4,,14.4,LB,2006,85,2135,18/01/2008,51,ABX,4350,0,27/08/2010
3,76,3914,3_76,22.97866667,13.74533333,2.001,1.851666667,0.462593871,2994,EB,1739,A,25.3,,16.1,RB,2002,85,2139,25/01/2008,53,BrM,4351,1,27/07/2008
3,79,3917,3_79,23.59566667,13.121,1.896,1.827,0.739239194,3027,EB,3094,A,24.9,,16.0,,2004,85,2139,25/01/2008,53,BrF,4351,0,23/09/2015
8,7,3569,8_7,23.746,16.3795,1.978,1.83,1.091857094,1602,EAF,5170,J,25.8,,16.2,G,2007,85,2139,25/01/2008,53,OFL,4351,1,02/02/2013
3,75,3919,3_75,23.536,13.534,1.948666667,1.830666667,0.625423095,2982,EB,1539,A,25.4,,15.9,RB,1999,85,2245,27/01/2008,62,BrM,4359,1,01/08/2008
3,84,3920,3_84,23.993,13.25833333,1.963666667,1.818666667,0.937727415,3070,EB,5123,J,24.2,,14.1,G,2007,85,2245,27/01/2008,63,ABX,4360,0,07/09/2012
3,73,3563,3_73,22.25533333,11.32,1.885666667,1.762,1.150968249,2970,EB,5164,J,24.0,,14.0,G,2007,85,2135,18/01/2008,68,OFL,4363,0,13/09/2012
4,35,3886,4_35,23.368,14.74733333,1.928666667,1.739,0.31743549,3409,EB,3604,A,24.2,,14.9,,2005,85,2242,17/01/2008,70,ABX,4365,0,01/02/2012
3,20,3899,3_20,24.39066667,13.763,1.840333333,1.695333333,0.912359973,2822,EB,1742,A,25.6,,15.2,RB,2002,85,2135,18/01/2008,71,BrM,4366,1,28/08/2008
2,11,3890,2_11,23.75066667,13.16933333,1.926,1.708333333,0.846159514,2603,EB,1244,A,22.9,,14.9,RB,1997,85,2242,17/01/2008,71,ABX,4366,0,17/07/2008
3,20,3895,3_20,24.54133333,13.645,1.874333333,1.684,1.051034414,2820,EB,4878,A,24.1,,13.9,LB,2006,85,2135,18/01/2008,71,BrF,4366,0,30/08/2008
3,72,3885,3_72,22.46033333,11.46833333,2.008666667,1.799333333,0.957240189,2960,EB,4894,A,25.5,,16.9,LB,2006,85,2242,17/01/2008,71,ABX,4366,1,13/08/2008
3,20,3888,3_20,23.99033333,13.06366667,1.859333333,1.68,1.01182933,2818,EB,5077,SA,24.5,,,LB,2007,85,2242,17/01/2008,72,ABX,4367,1,29/07/2015
3,77,3892,3_77,22.75966667,12.247,1.987666667,1.837,0.956510258,3005,EB,1805,A,24.7,,14.1,RB,2003,85,2135,18/01/2008,72,BrF,4367,0,28/08/2010
3,83,3879,3_83,22.946,11.81,1.979,1.850666667,1.014278762,3057,EB,4958,A,25.4,,14.6,RB,2006,85,2240,13/01/2008,77,B,4371,0,15/09/2015
3,63,3925,3_63,23.225,12.823,1.928,1.806666667,0.870726342,2887,EB,2978,A,24.3,,15.3,RB,2003,85,2247,31/01/2008,86,BrF,4378,0,18/07/2013
3,20,3881,3_20,24.17766667,14.566,1.943666667,1.684,0.502330854,2816,EB,3089,A,26.8,,18.2,,2004,85,2241,14/01/2008,86,BrM,4378,1,14/09/2015
8,17,3883,8_17,23.138,16.412,1.9225,1.797,0.805246083,1041,EAF,4944,SA,25.0,,16.3,LB,2006,85,2133,15/01/2008,94,SEEN1,4384,1,02/01/2009
3,20,3884,3_20,23.38066667,12.99533333,1.825333333,1.703666667,0.753563615,2817,EB,1871,A,25.7,,16.4,,2003,85,2134,16/01/2008,94,BrM,4384,1,06/01/2009
7,39,3865,7_39,24.3405,16.621,1.8815,1.851,0.839331389,727,EAF,4887,A,26.2,,16.0,LB,2006,85,2238,10/01/2008,112,ABX,4396,1,23/08/2010
7,29,3559,7_29,23.33,16.446,1.8995,1.8165,0.584541909,517,EAF,5160,J,24.0,,14.3,G,2007,85,2132,11/01/2008,112,OFL,4396,0,26/08/2012
8,11,3570,8_11,24.064,17.3215,1.947,1.8135,0.591404255,909,EAF,5171,J,24.1,,13.9,G,2007,85,2139,25/01/2008,127,OFL,4404,0,28/08/2008
8,29,3924,8_29,22.9665,16.407,1.955,1.777,0.677897475,1261,EAF,1886,A,25.0,,16.4,RB,2002,85,2246,30/01/2008,134,BrM,4407,1,16/02/2010
8,16,3924,8_16,23.174,15.66,1.9445,1.787,1.149075811,1023,EAF,1886,A,25.0,,16.4,RB,2002,85,2246,30/01/2008,134,BrM,4407,1,16/02/2010
8,14,3573,8_14,23.6025,16.2395,1.9655,1.7905,1.237586533,977,EAF,5174,SA,24.2,,15.4,LB,2007,85,2142,01/02/2008,134,ABX,4407,0,18/08/2015
8,6,3923,8_6,22.923,15.4945,1.9305,1.814,1.008773753,1585,EAF,4847,A,23.7,,13.1,LB,2005,85,2246,30/01/2008,135,SEEN1,4408,0,21/07/2008
3,81,3923,3_81,22.54133333,11.563,1.938333333,1.827,1.208825193,3040,EB,4847,A,23.7,,13.1,LB,2005,85,2246,30/01/2008,135,SEEN1,4408,0,21/07/2008
6,28,3921,6_28,23.2465,13.928,1.8915,1.708,0.517894497,218,EAF,3574,A,23.3,,14.0,,2005,85,2141,29/01/2008,137,BrF,4409,0,18/09/2015
3,64,3921,3_64,23.99133333,13.09833333,1.889666667,1.788333333,0.711983168,2897,EB,3574,A,23.3,,14.0,,2005,85,2141,29/01/2008,137,BrF,4409,0,18/09/2015
3,92,3922,3_92,24.806,16.355,1.887333333,1.8085,0.21501032,3165,EB,4866,A,26.4,,16.9,LB,2005,85,2141,29/01/2008,137,BrM,4409,1,04/02/2013
3,65,3922,3_65,24.35233333,14.05933333,1.863,1.804666667,0.709596236,2907,EB,4866,A,26.4,,16.9,LB,2005,85,2141,29/01/2008,137,BrM,4409,1,04/02/2013
7,35,3572,7_35,23.525,16.7805,1.9215,1.846,0.459524779,646,EAF,5173,SA,24.2,,14.6,LB,2007,85,2141,29/01/2008,137,SEEN1,4409,0,21/09/2015
8,14,3571,8_14,24.004,17.4285,1.943,1.832,0.801628437,976,EAF,5172,SA,26.0,,16.0,LB,2007,85,2140,26/01/2008,165,SEEN1,4419,1,24/02/2010
3,82,3918,3_82,22.80866667,11.686,1.951,1.845666667,1.125892965,3050,EB,4919,A,23.2,,14.5,LB,2006,85,2140,26/01/2008,167,BrF,4420,0,27/01/2012
7,34,3911,7_34,23.9965,17.149,1.922,1.815,0.576284873,622,EAF,4910,A,24.2,,13.7,LB,2006,85,2244,22/01/2008,168,ABX,4421,0,16/08/2009
7,33,3911,7_33,24.018,17.9265,1.931,1.8575,0.579143527,601,EAF,4910,A,24.2,,13.7,LB,2006,85,2244,22/01/2008,168,ABX,4421,0,16/08/2009
7,43,3911,7_43,24.077,17.0605,1.9175,1.845,0.63875345,788,EAF,4910,A,24.2,,13.7,LB,2006,85,2244,22/01/2008,168,ABX,4421,0,16/08/2009
8,17,3883,8_17,23.138,16.412,1.9225,1.797,0.805246083,1041,EAF,4944,SA,25.0,,16.3,LB,2006,85,2133,15/01/2008,171,ABX,4423,1,02/01/2009
3,76,3882,3_76,23.359,12.69833333,1.948333333,1.829333333,1.12957803,2992,EB,1872,A,24.7,,14.2,RB,2003,85,2133,15/01/2008,171,BrF,4423,0,26/06/2012
8,28,3560,8_28,23.1965,16.846,1.971,1.8325,0.529432109,1242,EAF,5161,J,26.1,,13.8,G,2007,85,2133,15/01/2008,171,OFL,4423,1,05/02/2009
3,73,3561,3_73,23.19866667,13.51633333,1.973,1.776,0.617191403,2969,EB,5162,A,23.9,,14.2,RB,2006,85,2133,15/01/2008,174,BrF,4425,0,05/08/2015
8,18,3926,8_18,23.151,15.718,1.983,1.8165,1.073958153,1064,EAF,3576,A,26.2,,16.5,,2005,85,2142,01/02/2008,403,BrM,4430,1,14/02/2010
3,77,3977,3_77,23.58666667,13.4,1.924333333,1.800333333,0.831342301,3008,EB,1763,A,23.7,,14.5,RB,2002,87,2165,18/07/2008,3,BrF,4497,0,26/09/2013
8,14,3597,8_14,23.0995,16.0985,1.9195,1.8095,0.982695047,979,EAF,5199,OFL,25.6,,15.1,G,2008,87,2161,16/07/2008,3,ABX,4497,1,05/08/2010
6,24,3980,6_24,23.0125,14.116,1.873,1.7415,0.528780313,145,EAF,4917,A,24.7,,14.5,LB,2006,87,2165,18/07/2008,3,SEEN1,4497,0,07/09/2015
3,75,3966,3_75,24.2,15.13066667,1.954,1.849333333,0.359676823,2983,EB,1532,A,24.8,,13.5,RB,1999,87,2161,16/07/2008,4,BrF,4498,0,08/09/2010
2,11,3958,2_11,24.86066667,14.55,1.884,1.683666667,0.843710415,2605,EB,911,A,26.8,,16.8,RB,1994,87,2161,16/07/2008,4,BrM,4498,1,08/09/2010
3,61,3954,3_61,25.53433333,16.12633333,1.867666667,1.685,0.833444497,2864,EB,1740,A,24.5,,15.0,RB,2001,87,2158,13/07/2008,5,BrF,4499,0,24/01/2009
2,15,3955,2_15,24.10633333,14.143,1.876,1.67,0.525162055,2617,EB,1187,A,26.8,,15.5,RB,1996,87,2158,13/07/2008,5,BrM,4499,1,05/09/2010
8,1,3593,8_1,23.5255,15.598,1.9745,1.793,1.207464708,868,EAF,5195,OFL,24.0,,13.1,G,2008,87,2158,13/07/2008,5,H,4499,0,27/02/2015
3,67,3950,3_67,23.42666667,13.26566667,1.932666667,1.807666667,0.662934903,2929,EB,1509,A,26.6,,17.5,RB,1999,87,2158,13/07/2008,7,BrM,4500,1,31/08/2010
3,61,3953,3_61,29.77733333,21.10866667,1.852666667,1.772666667,0.648174712,2863,EB,4939,A,26.0,,16.7,,2006,87,2158,13/07/2008,8,BrM,4501,1,19/08/2010
8,15,3594,8_15,23.746,15.9685,1.951,1.8485,2.213178984,1000,EAF,5196,FL,23.8,,14.1,G,2008,87,2158,13/07/2008,8,OFL,4501,0,31/12/2008
8,20,3594,8_20,23.5635,16.225,1.996,1.807,1.148708382,1107,EAF,5196,FL,23.8,,14.1,G,2008,87,2158,13/07/2008,8,OFL,4501,0,31/12/2008
3,62,3967,3_62,26.662,16.87033333,1.808333333,1.716333333,1.065283222,2874,EB,1826,A,24.7,,15.9,RB,2003,87,2161,16/07/2008,9,BrF,4502,0,23/09/2015
8,39,3668,8_39,23.5435,16.8595,1.9355,1.7985,0.70135847,1492,EAF,5271,CH,25.6,,15.5,G,2008,87,2205,25/08/2008,11,FL,4503,1,25/08/2008
7,30,4243,7_30,22.785,16.0465,1.9295,1.8555,0.477282725,545,EAF,2988,A,25.8,,16.9,RB,2004,87,2381,14/08/2008,14,BrM,4506,1,06/09/2010
3,76,3957,3_76,23.256,12.68366667,1.949333333,1.824666667,1.066977471,2995,EB,1729,A,26.3,,15.5,RB,2001,87,2159,14/07/2008,20,BrM,4509,1,01/03/2015
7,35,3952,7_35,23.1595,16.9295,1.8575,1.8475,0.344332477,647,EAF,5134,SA,24.7,,13.7,LB,2007,87,2158,13/07/2008,20,ABX,4509,0,25/08/2008
8,14,3595,8_14,22.9955,15.612,1.9635,1.8235,1.213333552,978,EAF,5197,FL,25.9,,16.1,G,2008,87,2159,14/07/2008,20,OFL,4509,1,03/09/2010
8,20,3592,8_20,23.187,15.6195,1.9515,1.8265,1.273674701,1106,EAF,5194,SA,23.3,,13.9,LB,2007,87,2158,13/07/2008,22,ABX,4510,0,07/09/2010
3,63,3971,3_63,25.33633333,14.45966667,1.889666667,1.768666667,1.309528487,2888,EB,2966,A,25.4,,15.9,RB,2004,87,2165,18/07/2008,24,BrM,4512,1,14/09/2015
3,72,3979,3_72,23.67066667,13.921,1.945,1.857333333,0.477527897,2962,EB,4890,A,25.1,,16.2,LB,2006,87,2165,18/07/2008,24,ABX,4512,1,27/02/2015
3,64,3964,3_64,24.87533333,13.89266667,1.933,1.809666667,0.779526787,2898,EB,3449,A,24.1,,14.4,,2005,87,2161,16/07/2008,25,BrF,4513,0,12/09/2009
3,66,3962,3_66,24.27166667,14.42466667,1.915,1.808333333,0.508115263,2917,EB,4897,A,26.3,,16.5,RB,2006,87,2161,16/07/2008,25,BrM,4513,1,14/02/2010
3,83,3981,3_83,26.659,19.75533333,1.903666667,1.841333333,0.086671971,3059,EB,5073,A,24.2,,14.0,LB,2006,87,2165,18/07/2008,26,ABX,4514,0,30/12/2008
3,72,3987,3_72,23.21033333,13.15733333,1.916666667,1.820333333,0.576513934,2963,EB,4875,A,23.9,,14.7,,2006,87,2168,22/07/2008,28,ABX,4516,0,19/08/2009
3,66,3983,3_66,23.55,12.29966667,1.907,1.774333333,1.126365501,2918,EB,5147,SA,24.5,,14.2,LB,2007,87,2165,18/07/2008,32,ABX,4518,0,28/08/2010
3,64,3965,3_64,24.86733333,13.91266667,1.875666667,1.797,0.778346729,2899,EB,3462,A,24.7,,14.5,RB,2005,87,2161,16/07/2008,40,BrF,4523,0,09/09/2015
3,79,3963,3_79,23.39733333,13.47366667,1.924333333,1.833,0.529677136,3028,EB,3093,A,26.7,,16.0,RB,2004,87,2161,16/07/2008,40,BrM,4523,1,28/05/2013
8,3,3596,8_3,23.8255,15.904,1.9255,1.832,1.721272744,1288,EAF,5198,FL,24.6,,15.9,G,2008,87,2160,15/07/2008,40,FL,4523,0,30/12/2008
8,12,3660,8_12,23.4015,15.972,1.9765,1.874,1.833684858,931,EAF,5263,OFL,23.7,,13.5,G,2008,87,2199,12/08/2008,43,H,4525,0,30/08/2008
3,81,4239,3_81,22.234,12.04233333,1.959,1.851333333,0.734724004,3044,EB,4904,A,24.7,,15.6,LB,2006,87,2379,13/08/2008,43,AB,4525,0,25/01/2015
6,35,4245,6_35,23.0975,13.8145,1.9545,1.748,0.690364058,358,EAF,5140,SA,24.1,,14.8,LB,2007,87,2381,14/08/2008,43,AB,4525,0,26/08/2009
3,79,4244,3_79,21.89266667,11.26233333,1.881666667,1.773333333,0.760365248,3032,EB,3464,A,24.9,,16.2,RB,2004,87,2381,14/08/2008,45,BrM,4526,1,02/09/2008
3,63,4229,3_63,23.62433333,12.844,1.974666667,1.801666667,1.067924682,2889,EB,1868,A,26.3,,17.8,RB,2003,87,2198,11/08/2008,46,BrM,4527,1,02/09/2015
3,77,4189,3_77,22.39033333,11.88866667,1.954666667,1.852666667,0.9178473,3010,EB,1765,A,24.5,,,RB,2002,87,2372,29/07/2008,47,BrF,4528,0,25/02/2012
3,62,4182,3_62,24.21733333,13.50833333,1.836666667,1.686666667,1.442929901,2878,EB,1752,A,25.4,,16.5,RB,2002,87,2372,29/07/2008,47,BrM,4528,1,30/08/2010
3,78,4187,3_78,22.35233333,12.36033333,1.972,1.811,0.563469975,3020,EB,2985,A,24.5,,14.8,RB,2003,87,2372,29/07/2008,47,H,4528,0,07/09/2010
6,36,4185,6_36,22.671,12.7585,1.9375,1.741,0.973419146,371,EAF,5125,SA,23.3,,14.2,LB,2007,87,2372,29/07/2008,47,ABX,4528,0,30/01/2014
8,39,3634,8_39,23.3115,16.6225,1.882,1.803,0.687689349,1491,EAF,5236,FL,26.0,,15.4,G,2008,87,2183,31/07/2008,47,FL,4528,1,05/09/2009
3,66,4183,3_66,22.369,12.26466667,1.979333333,1.804666667,0.52068931,2921,EB,5169,SA,26.8,,16.8,LB,2007,87,2372,29/07/2008,47,SEEN1,4528,1,24/08/2010
3,73,3635,3_73,22.31466667,11.65033333,1.998,1.846,0.990042011,2972,EB,5237,FL,26.2,,17.1,G,2008,87,2183,31/07/2008,48,OFL,4529,1,10/09/2012
3,67,4199,3_67,22.16433333,11.355,2.042,1.837333333,0.873378475,2933,EB,1553,A,26.0,,17.5,RB,1999,87,2185,01/08/2008,50,BrM,4530,1,23/02/2010
3,72,4192,3_72,22.21566667,11.596,2.05,1.828333333,0.742332118,2966,EB,5144,SA,25.9,,17.1,LB,2007,87,2182,30/07/2008,50,ABX,4530,1,11/06/2013
8,9,3645,8_9,23.096,16.2815,1.986,1.8245,0.809351799,1645,EAF,5247,FL,24.3,,15.0,G,2008,87,2189,05/08/2008,50,OFL,4530,0,02/01/2009
6,12,4238,6_12,23.26366667,14.07966667,1.825666667,1.723333333,0.858666617,21,EAF,1361,A,24.2,,15.2,RB,1998,87,2379,13/08/2008,51,BrF,4531,0,15/03/2010
3,75,4238,3_75,22.48,12.633,1.937333333,1.813,0.538379918,2988,EB,1361,A,24.2,,15.2,RB,1998,87,2379,13/08/2008,51,BrF,4531,0,15/03/2010
3,72,4206,3_72,22.315,11.46966667,1.999,1.843,0.871710361,2967,EB,5155,SA,24.9,,14.9,LB,2007,87,2375,07/08/2008,51,H,4531,0,05/09/2010
3,66,4183,3_66,22.369,12.26466667,1.979333333,1.804666667,0.52068931,2921,EB,5169,SA,26.8,,16.8,LB,2007,87,2372,29/07/2008,53,ABX,4532,1,24/08/2010
3,73,4234,3_73,22.74,12.21933333,1.950666667,1.812,0.938443847,2976,EB,5160,SA,24.2,,14.5,LB,2007,87,2199,12/08/2008,53,SEEN1,4532,0,26/08/2012
8,35,3669,8_35,23.5145,15.5565,1.906,1.774,1.61587858,1405,EAF,5272,CH,23.8,,15.5,,2008,87,2206,28/08/2008,55,FL,4534,0,28/08/2008
3,83,4198,3_83,22.262,11.53166667,1.990333333,1.841333333,0.750521197,3065,EB,5079,A,24.6,,15.5,,2005,87,2185,01/08/2008,62,BrF,4540,0,12/08/2009
3,76,4188,3_76,22.08233333,11.575,1.987666667,1.838666667,0.946290383,3000,EB,1669,A,25.4,,14.5,RB,2001,87,2372,29/07/2008,68,BrF,4544,0,20/01/2015
6,28,4175,6_28,21.959,11.514,1.8945,1.668,0.805547246,220,EAF,1897,A,26.7,,17.9,RB,2003,87,2178,26/07/2008,68,BrM,4544,1,17/02/2010
3,78,4175,3_78,21.98366667,11.03466667,2.003333333,1.838333333,0.963488978,3019,EB,1897,A,26.7,,17.9,RB,2003,87,2178,26/07/2008,68,BrM,4544,1,17/02/2010
3,83,4191,3_83,22.60633333,10.96166667,1.975,1.853,1.358455994,3064,EB,4971,A,25.4,,15.2,LB,2006,87,2182,30/07/2008,68,H,4544,0,24/06/2013
3,84,4184,3_84,23.02,12.667,1.903,1.831666667,0.676546421,3075,EB,5137,SA,25.0,,15.9,LB,2007,87,2372,29/07/2008,68,SEEN1,4544,0,25/08/2008
8,6,3647,8_6,23.098,16.2505,1.964,1.8115,0.711265565,1584,EAF,5249,SA,25.0,,16.7,LB,2007,87,2189,05/08/2008,70,ABX,4546,1,17/07/2015
3,76,4177,3_76,22.25066667,12.34966667,1.996666667,1.808666667,0.66892584,2999,EB,1742,A,25.2,,15.6,RB,2002,87,2178,26/07/2008,71,BrM,4547,1,28/08/2008
7,43,3622,7_43,23.379,16.494,1.944,1.803,0.568993666,787,EAF,5224,FL,23.7,,15.0,G,2008,87,2178,26/07/2008,71,OFL,4547,0,05/09/2013
7,34,3622,7_34,23.4425,16.625,1.938,1.8145,0.545622015,620,EAF,5224,FL,23.7,,15.0,G,2008,87,2178,26/07/2008,71,OFL,4547,0,05/09/2013
7,33,3622,7_33,23.502,17.2005,1.9195,1.8465,0.649028922,599,EAF,5224,FL,23.7,,15.0,G,2008,87,2178,26/07/2008,71,OFL,4547,0,05/09/2013
3,77,4190,3_77,22.47833333,11.972,1.990666667,1.863,0.927046545,3011,EB,1774,A,24.4,,16.3,RB,2002,87,2372,29/07/2008,72,BrM,4548,1,28/08/2008
3,83,4165,3_83,22.798,12.58,1.948,1.853,0.571687443,3063,EB,5077,SA,24.8,,15.9,LB,2007,87,2175,25/07/2008,72,ABX,4548,1,29/07/2015
2,11,3974,2_11,24.8,14.36033333,1.892,1.723333333,0.914006022,2606,EB,1031,A,26.5,,17.8,RB,1996,87,2165,18/07/2008,74,BrM,4549,1,09/03/2010
3,72,3987,3_72,23.21033333,13.15733333,1.916666667,1.820333333,0.576513934,2963,EB,4875,A,23.9,,14.7,,2006,87,2168,22/07/2008,74,SEEN1,4549,0,19/08/2009
8,32,3608,8_32,23.507,15.9565,1.927,1.7945,1.021195511,1344,EAF,5210,FL,25.9,,15.0,G,2008,87,2168,22/07/2008,75,OFL,4550,1,22/07/2008
3,84,4184,3_84,23.02,12.667,1.903,1.831666667,0.676546421,3075,EB,5137,SA,25.0,,15.9,LB,2007,87,2372,29/07/2008,77,ABX,4552,0,25/08/2008
6,28,3997,6_28,23.686,14.557,1.902,1.736,0.475942569,219,EAF,1895,A,24.6,,14.8,RB,2003,87,2170,23/07/2008,81,BrF,4555,0,26/02/2010
3,78,3997,3_78,23.39433333,13.08733333,1.935,1.848666667,0.701381706,3015,EB,1895,A,24.6,,14.8,RB,2003,87,2170,23/07/2008,81,BrF,4555,0,26/02/2010
3,77,3996,3_77,23.78566667,15.69266667,1.945,1.830666667,0.233474341,3009,EB,1754,A,26.7,,17.4,RB,2001,87,2170,23/07/2008,81,BrM,4555,1,25/08/2008
8,5,3610,8_5,23.1005,15.995,1.9645,1.849,1.037433557,1560,EAF,5212,FL,24.2,,15.6,G,2008,87,2170,23/07/2008,81,OFL,4555,0,18/09/2015
6,24,3980,6_24,23.0125,14.116,1.873,1.7415,0.528780313,145,EAF,4917,A,24.7,,14.5,LB,2006,87,2165,18/07/2008,81,SEEN1,4555,0,07/09/2015
3,75,3994,3_75,21.63933333,11.51366667,1.974333333,1.811333333,0.590844124,2984,EB,1491,A,24.3,,15.2,RB,1999,87,2170,23/07/2008,85,BrF,4558,0,23/08/2010
8,6,3611,8_6,23.7025,15.5705,1.9175,1.842,1.637588765,1582,EAF,5213,SA,24.2,,14.5,LB,2007,87,2170,23/07/2008,85,ABX,4558,0,09/03/2010
8,4,4163,8_4,24.313,17.627,1.909,1.846,0.706113857,1520,EAF,4952,A,23.0,,16.0,LB,2006,87,2172,24/07/2008,87,BrF,4560,0,12/08/2008
3,79,4167,3_79,21.734,11.45866667,2.013,1.814666667,0.582268305,3031,EB,3457,A,26.3,,16.9,,2005,87,2175,25/07/2008,90,BrM,4562,1,27/08/2008
8,36,4164,8_36,23.523,17.5625,1.8905,1.802,0.554705357,1430,EAF,3595,SA,23.5,,15.9,LB,2005,87,2172,24/07/2008,90,BrF,4562,0,26/08/2015
8,10,3614,8_10,23.5825,17.2115,1.917,1.7885,0.562947854,894,EAF,5216,SA,23.5,,15.4,LB,2007,87,2172,24/07/2008,90,H,4562,0,13/07/2013
2,11,4162,2_11,24.34033333,14.91933333,1.997666667,1.652333333,0.455021954,2607,EB,1195,A,23.6,,16.1,RB,1996,87,2172,24/07/2008,94,BrF,4564,0,07/09/2010
3,71,4248,3_71,22.561,11.09833333,1.974,1.825666667,1.201101456,2956,EB,4872,A,25.8,,17.8,RB,2006,87,2201,16/08/2008,95,BrM,4565,1,07/09/2015
8,13,3663,8_13,23.4625,16.6345,1.882,1.823,0.868717772,956,EAF,5266,SA,26.8,,16.1,LB,2007,87,2201,16/08/2008,95,ABX,4565,1,02/07/2009
3,85,3665,3_85,24.17466667,13.24033333,1.834333333,1.724,0.696786123,3083,EB,5268,SA,24.2,,13.9,LB,2007,87,2202,18/08/2008,98,ABX,4567,0,07/09/2010
8,36,3623,8_36,23.077,15.8725,1.9015,1.792,1.126766572,1428,EAF,5225,FL,25.0,,12.5,G,2008,87,2178,26/07/2008,98,FL,4567,1,01/08/2008
8,33,3603,8_33,23.424,15.9335,1.936,1.803,1.083951806,1367,EAF,5205,CH,24.3,,14.5,G,2008,87,2165,18/07/2008,99,FL,4568,0,31/07/2008
3,66,4249,3_66,22.46533333,11.851,1.993333333,1.884333333,0.707434627,2922,EB,1394,A,25.8,,16.7,RB,1998,87,2202,18/08/2008,100,BrM,4569,1,01/03/2010
7,39,4252,7_39,22.71,14.932,1.908,1.8405,0.822180287,730,EAF,3606,A,24.2,,15.1,,2005,87,2203,19/08/2008,100,ABX,4569,0,06/08/2013
3,72,4159,3_72,21.917,11.13733333,2.049666667,1.835,0.791941733,2965,EB,4894,A,25.7,,17.8,RB,2006,87,2172,24/07/2008,110,BrM,4574,1,13/08/2008
8,7,3613,8_7,23.0225,15.588,1.965,1.8355,1.085176915,1603,EAF,5215,SA,25.4,,16.1,LB,2007,87,2172,24/07/2008,110,ABX,4574,1,28/02/2009
3,76,3985,3_76,23.56933333,14.60966667,1.920666667,1.812666667,0.413168314,2996,EB,1731,A,25.3,,16.0,RB,2002,87,2168,22/07/2008,112,BrM,4576,1,25/07/2013
3,61,3984,3_61,24.47066667,14.797,1.834,1.703333333,0.885089669,2865,EB,4887,A,26.1,,17.5,,2006,87,2168,22/07/2008,112,H,4576,1,23/08/2010
3,88,3984,3_88,24.44966667,14.17933333,1.813,1.757,0.731455457,3122,EB,4887,A,26.1,,17.5,,2006,87,2168,22/07/2008,112,H,4576,1,23/08/2010
3,73,4234,3_73,22.74,12.21933333,1.950666667,1.812,0.938443847,2976,EB,5160,SA,24.2,,14.5,LB,2007,87,2199,12/08/2008,112,AB,4576,0,26/08/2012
3,85,3662,3_85,23.604,11.82633333,1.884,1.793,1.072762579,3082,EB,5265,FL,24.2,,13.9,G,2008,87,2201,16/08/2008,112,OFL,4576,0,18/02/2010
8,38,3640,8_38,23.3495,15.623,1.929,1.784,1.533223981,1468,EAF,5242,CH,24.3,,16.3,G,2008,87,2186,02/08/2008,118,FL,4579,0,07/09/2012
9,36,3640,9_36,22.8305,16.29,1.932,1.7895,0.517276283,2202,EAF,5242,CH,24.3,,16.3,G,2008,87,2186,02/08/2008,118,FL,4579,0,07/09/2012
9,35,3640,9_35,23.13,16.8125,1.946,1.7835,0.549768822,2181,EAF,5242,CH,24.3,,16.3,G,2008,87,2186,02/08/2008,118,FL,4579,0,07/09/2012
7,32,4161,7_32,22.9605,16.3995,1.9005,1.799,0.399633112,579,EAF,1401,A,24.1,,16.1,RB,1997,87,2172,24/07/2008,125,BrF,4582,0,18/07/2010
3,78,4160,3_78,22.446,11.805,1.942333333,1.817333333,0.831833111,3018,EB,1877,A,26.4,,17.7,RB,2003,87,2172,24/07/2008,125,BrM,4582,1,08/09/2015
8,5,3615,8_5,23.792,16.093,1.924,1.821,1.540824266,1561,EAF,5217,FL,24.7,,16.3,G,2008,87,2172,24/07/2008,125,OFL,4582,0,05/02/2015
8,1,4156,8_1,22.833,15.7095,1.8475,1.8255,0.774361692,874,EAF,5141,SA,24.8,,14.9,LB,2007,87,2172,24/07/2008,125,SEEN1,4582,0,13/01/2009
3,84,4156,3_84,22.38066667,11.83066667,1.976666667,1.831333333,0.739558312,3074,EB,5141,SA,24.8,,14.9,LB,2007,87,2172,24/07/2008,125,SEEN1,4582,0,13/01/2009
