BreedGroupID,BirdID,Status
420,297,BrF
420,1862,BrM
420,329,H
421,1049,BrF
421,776,BrM
421,1422,OFL
2549,774,BrF
2549,1198,BrM
2550,1205,H
2550,1190,BrF
2550,1191,BrM
422,1380,BrF
422,602,BrM
422,3286,OFL
423,1401,H
423,638,BrF
423,1185,BrM
423,1518,OFL
424,919,BrF
424,510,BrM
424,3285,FL
425,1024,BrF
425,676,BrM
425,3284,FL
425,3283,H
426,915,BrF
426,1412,BrM
427,627,ABX
427,663,BrF
427,509,BrM
427,3282,FL
428,845,BrF
428,1276,BrM
429,1429,ABX
429,1382,BrF
429,847,BrM
429,3280,FL
430,1172,BrF
430,1171,BrM
431,938,H
431,677,BrF
431,1168,BrM
431,1533,FL
431,1524,FL
431,3279,OFL
432,1275,BrF
432,3278,BrM
433,1304,BrF
433,668,BrM
433,1497,H
434,639,BrF
434,1028,BrM
435,666,BrF
435,1151,BrM
435,3321,OFL
436,1517,BrF
436,544,BrM
436,1492,OFL
437,563,BrF
437,1430,BrM
438,3320,H
438,1043,BrF
438,1306,BrM
438,3319,FL
439,1177,BrF
439,1395,BrM
440,1272,H
440,1271,BrF
440,1416,BrM
440,3318,FL
440,1507,OFL
441,1155,BrF
441,1154,BrM
442,524,BrF
442,634,BrM
442,1234,H
442,1428,H
443,601,BrF
443,506,BrM
2553,1544,OFL
2554,1545,OFL
2555,1546,OFL
2556,1560,FL
2557,1559,FL
2559,1550,FL
2560,1565,OFL
2561,1555,OFL
2562,1553,FL
2562,1557,FL
2563,1561,FL
2564,1558,FL
2565,1554,OFL
2566,1541,FL
2566,1539,FL
2566,1538,OFL
2567,1556,FL
2567,1552,FL
2568,1549,FL
2569,1551,OFL
2570,1540,FL
2573,1562,FL
2574,1542,FL
2574,1566,FL
2575,1564,FL
2576,1548,FL
2577,1568,FL
2578,1570,FL
3300,295,BrF
3300,2531,BrM
1697,2532,AB
1697,2326,AB
1697,2008,BrF
1697,2764,BrM
1698,1859,BrF
1698,1686,BrM
1699,174,BrF
1699,22,BrM
1700,311,FL
1700,2750,BrF
1700,98,BrM
1701,2480,AB
1701,428,BrF
1701,28,BrM
1702,2482,BrF
1702,2481,BrM
1703,2533,FL
1703,165,AB
1703,185,BrF
1703,29,BrM
1704,2749,BrF
1704,215,BrM
1705,37,BrF
1705,36,BrM
3301,321,AB
3301,320,AB
3301,220,BrM
3301,2125,BrM
1706,308,FL
1706,168,AB
1706,169,BrF
1706,21,BrM
1707,166,FL
1707,294,BrF
1707,2343,BrM
1708,2534,BrF
1708,2733,BrM
3302,300,AB
3302,2014,BrF
3302,2128,BrM
1709,172,AB
1709,237,BrF
1709,293,BrM
1710,2535,FL
1710,186,AB
1710,189,BrF
1710,42,BrM
1711,332,FL
1711,205,AB
1711,165,AB
1711,2240,AB
1711,799,BrF
1711,69,BrM
1712,2536,FL
1712,199,BrF
1712,2763,BrM
1713,794,BrF
1713,2756,BrM
3303,24,BrM
3303,2441,BrF
3303,221,BrM
1714,2490,AB
1714,2079,BrF
1714,2078,BrM
1715,2082,BrF
1715,2081,BrM
1716,176,AB
1716,2138,BrF
1716,2537,BrM
1717,309,FL
1717,192,AB
1717,2084,BrF
1717,304,BrM
1718,2249,BrF
1718,216,BrM
1719,1915,BrF
1719,2538,BrM
1720,252,FL
1720,1914,BrF
1720,77,BrM
1721,323,AB
1721,193,AB
1721,207,BrF
1721,65,BrM
1722,2540,FL
1722,2539,BrF
1722,2485,BrM
1723,200,AB
1723,163,BrF
1723,67,BrM
1724,201,AB
1724,79,BrF
1724,1924,BrM
1725,2447,AB
1725,1927,BrF
1725,176,BrM
3304,2542,FL
3304,330,FL
3304,51,AB
3304,430,BrF
3304,2541,BrM
1726,326,AB
1726,328,AB
1726,325,BrF
1726,327,BrM
1727,2147,BrF
1727,1932,BrM
1728,2545,FL
1728,170,AB
1728,225,AB
1728,2544,AB
1728,171,AB
1728,2543,AB
1728,790,BrF
1729,173,FL
1729,2546,BrM
3305,2497,AB
3305,2152,BrF
3305,2151,BrM
1730,2159,BrF
1730,2158,BrM
1731,1938,BrF
1731,1937,BrM
1732,2161,BrF
1732,2160,BrM
1733,2163,BrF
1733,2162,BrM
1734,2547,AB
1734,2548,BrF
1734,2164,BrM
1735,2165,BrF
1735,2793,BrM
1736,1940,BrF
1736,1939,BrM
1737,168,AB
1737,2737,BrF
1737,1941,BrM
1738,1944,BrF
1738,1943,BrM
1739,1949,BrF
1739,1948,BrM
1740,2111,BrF
1740,73,BrM
1741,2549,BrF
1741,2550,BrM
1742,1954,BrF
1742,1953,BrM
1743,2100,BrF
1743,2099,BrM
1744,2037,BrF
1744,2457,BrM
1745,2503,AB
1745,64,BrF
1745,178,BrM
1746,1961,BrF
1746,1960,BrM
1747,1963,BrF
1747,1962,BrM
1748,2040,BrF
1748,1965,BrM
1749,296,FL
1749,2101,BrF
1749,75,BrM
1750,2506,AB
1750,40,BrF
1750,2459,BrM
1751,34,BrF
1751,2044,BrM
1752,310,FL
1752,217,AB
1752,1860,AB
1752,800,BrF
1752,2551,BrM
1753,307,FL
1753,233,BrF
1753,2045,BrM
1754,2461,AB
1754,297,AB
1754,329,BrF
1754,298,BrM
1755,2552,FL
1755,2047,BrF
1755,2046,BrM
1756,2178,BrF
1756,2177,BrM
1757,2180,BrF
1757,331,BrM
1758,2048,BrF
1758,1968,BrM
1759,2553,FL
1759,2182,BrF
1759,2181,BrM
1760,2319,BrF
1760,2318,BrM
1761,78,BrF
1761,1971,BrM
1762,82,BrF
1762,1973,BrM
1763,2515,BrF
1763,2514,BrM
1764,2422,BrF
1764,2423,BrM
1765,177,FL
1765,1978,BrF
1765,1977,BrM
3306,197,AB
3306,1980,BrF
3306,1979,BrM
1766,2204,BrF
1766,2205,BrM
1767,2206,BrF
1767,1983,BrM
1768,2554,AB
1768,2285,BrF
1768,2284,BrM
1769,2519,AB
1769,2287,BrF
1769,2286,BrM
1770,2113,BrF
1770,1985,BrM
1771,2207,BrF
1771,2208,BrM
1772,2555,AB
1772,2209,BrF
1772,2210,BrM
1773,2556,FL
1773,2192,BrF
1773,2191,BrM
1774,2557,BrF
1774,2521,BrM
1775,2558,AB
1775,2194,BrF
1775,2193,BrM
1776,2841,BrF
1776,2107,BrM
1777,71,BrF
1777,2522,BrM
1778,2196,BrF
1778,2195,BrM
1779,202,AB
1779,2199,BrF
1779,2198,BrM
1780,2409,BrF
1780,2408,BrM
1781,2202,BrF
1781,2201,BrM
3307,2524,BrF
3307,208,BrM
1782,31,BrF
1782,2203,BrM
1783,2559,FL
1783,2058,BrF
1783,2057,BrM
1784,1995,BrF
1784,1994,BrM
1785,1997,BrF
1785,1996,BrM
1786,2000,BrF
1786,1999,BrM
1787,2063,BrF
1787,2311,BrM
1788,213,BrF
1788,2064,BrM
1789,2313,BrF
1789,2312,BrM
1790,2529,AB
1790,2108,BrF
1790,33,BrM
1791,2317,BrF
1791,2316,BrM
1792,2470,BrF
1792,54,BrM
1793,2560,BrM
1818,2832,BrF
1819,2843,BrM
1820,37,AB
1820,44,BrM
1821,200,BrM
1822,174,BrF
1822,2764,BrM
1823,1859,BrF
1823,1686,BrM
1824,428,BrF
1824,28,BrM
1825,192,BrM
1826,172,AB
1826,185,BrF
1826,29,BrM
1827,2749,BrF
1827,215,BrM
1828,328,AB
1829,220,BrM
1830,2561,FL
1830,308,AB
1830,169,BrF
1830,21,BrM
1831,294,BrF
1832,2733,BrM
1833,237,BrF
1833,293,BrM
1834,189,BrF
1834,42,BrM
1835,500,FL
1835,799,BrF
1835,494,BrM
1836,199,BrF
1836,2763,BrM
1837,794,BrF
1837,2756,BrM
1838,221,BrM
1839,176,AB
1839,2138,BrF
1839,2537,BrM
1840,25,BrM
1841,308,BrF
1841,216,BrM
1842,77,BrM
1843,207,BrF
1843,65,BrM
1844,163,BrF
1845,79,BrF
1846,2844,FL
1846,213,BrF
1846,2447,AB
1846,2562,AB
1846,176,BrM
1847,2563,AB
1847,51,AB
1847,430,BrF
1847,2541,BrM
1848,326,AB
1848,325,BrF
1848,327,BrM
1849,2564,FL
1849,171,AB
1849,2544,AB
1849,790,BrF
1849,170,BrM
1850,792,BrF
1851,168,BrF
1852,73,BrM
1853,64,BrF
1853,178,BrM
1854,2565,FL
1854,296,AB
1854,2566,AB
1854,2845,BrF
1854,75,BrM
1855,40,BrF
1855,1862,BrM
1856,34,BrF
1857,217,AB
1857,800,BrF
1858,307,AB
1858,233,BrF
1858,2045,BrM
1859,297,AB
1859,329,BrF
1859,298,BrM
1860,78,BrF
1861,82,BrF
1862,2841,BrF
1863,71,BrF
1864,208,BrM
1865,33,BrM
1866,2317,BrF
1866,2316,BrM
1867,54,BrM
1910,2567,BrF
1910,2568,BrM
3308,2114,BrF
1911,441,AB
1911,440,BrF
1911,44,BrM
1912,2115,BrF
1912,2569,BrM
1913,455,BrF
1913,2116,BrM
1914,2119,BrF
1914,2118,BrM
1915,442,AB
1915,443,BrF
1915,200,BrM
1916,2532,AB
1916,2570,BrF
1916,2571,BrM
1917,2572,AB
1917,2573,AB
1917,1859,BrF
1917,1686,BrM
1918,457,BrF
1918,22,BrM
1919,428,BrF
1919,2574,BrM
1920,2575,BrF
1920,29,BrM
1921,2576,AB
1921,2577,BrF
1921,215,BrM
3309,2578,AB
3309,220,BrM
1922,328,AB
1922,2580,AB
1922,2581,BrF
1922,2125,BrM
1923,169,BrF
1923,21,BrM
1924,294,BrF
1924,2343,BrM
1925,2582,AB
1925,2534,BrF
1925,54,BrM
1926,2584,AB
1926,2014,BrF
1926,2128,BrM
1927,470,AB
1927,471,AB
1927,307,AB
1927,237,BrF
1927,293,BrM
1928,2583,BrF
1928,42,BrM
1929,445,AB
1929,436,AB
1929,451,AB
1929,799,AB
1929,500,BrF
1929,494,BrM
1930,2585,AB
1930,2756,AB
1930,2586,BrF
1930,2587,BrM
1931,794,BrF
1931,2588,BrM
1932,2589,AB
1932,454,BrF
1932,221,BrM
1933,444,AB
1933,464,BrF
1933,25,BrM
1934,308,BrF
1934,216,BrM
1935,447,BrF
1935,448,BrM
1936,459,AB
1936,460,AB
1936,461,AB
1936,462,BrF
1936,465,BrM
1937,449,AB
1937,207,BrF
1937,65,BrM
1938,472,AB
1938,78,BrF
1938,2590,BrM
1939,466,AB
1939,2591,BrF
1939,51,BrM
1940,452,AB
1940,453,AB
1940,430,BrF
1940,2541,BrM
1941,2592,BrF
1941,2593,BrM
1942,458,BrF
1943,2594,AB
1943,456,BrF
1943,2595,BrM
1944,2165,BrF
1944,2596,BrM
3310,478,AB
3310,251,BrF
3310,479,BrF
1945,474,AB
1945,475,AB
1945,168,BrF
1945,473,BrM
1946,2597,BrF
1946,2598,BrM
1947,2599,FL
1947,2600,AB
1947,2601,BrF
1947,2602,BrM
1948,2111,BrF
1948,2603,BrM
1949,2549,BrF
1949,2550,BrM
1950,2604,BrF
1950,2605,BrM
1951,2606,AB
1951,2607,BrF
1951,2608,BrM
1952,2609,BrF
1952,2457,BrM
1953,2503,AB
1953,64,BrF
1953,178,BrM
1954,2610,BrF
1954,2611,BrM
1955,2612,BrF
1955,2613,BrM
1956,2614,BrF
1956,2615,BrM
1957,2616,AB
1957,2845,BrF
1957,75,BrM
1958,2617,AB
1958,40,BrF
1958,1862,BrM
1959,2618,AB
1959,1017,BrF
1959,2619,BrM
1960,450,AB
1960,217,BrF
1960,439,BrM
1961,437,AB
1961,173,AB
1961,2620,AB
1961,446,BrM
1962,2846,AB
1962,297,AB
1962,329,BrF
1962,298,BrM
1963,2621,AB
1963,2622,BrF
1963,2623,BrM
1964,2178,BrF
1964,2177,BrM
1965,2182,BrF
1965,2181,BrM
1966,476,BrF
1966,477,BrM
1967,2624,AB
1967,2625,BrF
1967,2626,BrM
1968,2205,BrM
1969,2627,AB
1969,2628,AB
1969,2113,BrF
1969,208,BrM
1970,2209,BrF
1971,2192,BrF
1971,2191,BrM
1972,2629,BrF
1972,2107,BrM
1973,2629,BrF
1973,2522,BrM
1974,2199,BrF
1974,2198,BrM
1975,2630,AB
1975,2409,BrF
1975,2408,BrM
1976,2631,BrF
1976,2203,BrM
1977,2632,AB
1977,2633,BrF
1977,2634,BrM
1978,2635,AB
1978,2636,BrF
1978,2637,BrM
1979,2638,BrF
1979,2311,BrM
1980,213,AB
1980,467,AB
1980,468,BrF
1980,469,AB
1981,2108,BrF
1981,2639,BrM
1982,2567,BrF
1982,2568,BrM
1983,495,AB
1983,496,AB
1983,440,BrF
1983,44,BrM
1984,596,BrF
1984,497,BrM
1985,595,BrF
1985,499,BrM
1986,2640,FL
1986,443,BrF
1986,200,BrM
1987,2641,BrF
1987,562,BrM
1988,457,BrF
1988,22,BrM
1989,436,AB
1989,172,BrF
3311,594,BrF
3311,29,BrM
1990,504,AB
1990,502,BrF
1990,215,BrM
3312,220,BrM
3312,2642,BrF
1991,2643,AB
1991,169,BrF
1991,21,BrM
1992,606,AB
1992,601,AB
1992,600,BrF
1992,507,BrM
1993,563,FL
1993,599,BrM
1994,503,BrF
1994,470,BrM
1995,2644,AB
1995,444,BrF
1995,293,BrM
1996,498,AB
1996,441,BrF
1996,42,BrM
1997,799,AB
1997,500,BrF
1997,494,BrM
1998,442,AB
1998,199,BrF
1998,1686,BrM
1999,794,BrF
1999,609,BrM
2000,2589,AB
2000,2645,AB
2000,454,BrF
2000,221,BrM
2001,511,BrF
2001,512,BrM
2002,2646,AB
2002,604,BrF
2002,603,BrM
2003,464,BrF
2003,25,BrM
2004,308,BrF
2004,216,BrM
2005,447,BrF
2005,448,BrM
2006,2647,FL
2006,459,AB
2006,462,BrF
2006,465,BrM
2007,449,AB
2007,207,BrF
2007,65,BrM
2008,558,BrF
2008,557,BrM
2009,608,AB
2009,163,BrF
2009,510,BrM
2010,78,BrF
2010,555,BrM
2011,607,AB
2012,560,AB
2012,466,AB
2012,561,BrF
2012,467,BrM
2013,171,BrF
2013,2648,BrM
2014,2847,FL
2014,627,BrF
2014,2649,BrM
2015,521,FL
2015,628,BrF
2015,2650,BrM
2016,630,BrF
2016,2651,BrM
2017,629,AB
2017,523,BrM
2018,522,BrF
2018,2596,BrM
3313,251,BrF
3313,479,BrF
2019,474,AB
2019,168,BrF
2019,632,BrM
2020,639,BrF
2021,529,AB
2021,640,BrF
2021,525,BrM
2022,2652,AB
2022,635,BrF
2022,636,BrM
2023,526,FL
2023,527,FL
2023,528,AB
2023,64,BrF
2023,178,BrM
2024,641,AB
2024,530,BrF
2024,637,BrM
2025,541,BrF
2025,539,BrM
2026,663,BrF
2026,667,BrM
2027,506,AB
2027,505,BrF
2027,75,BrM
2028,2617,AB
2028,40,BrF
2028,1862,BrM
2029,2653,FL
2029,1017,BrF
2029,2619,BrM
2030,2654,FL
2030,597,FL
2030,598,AB
2030,217,BrF
2030,439,BrM
2031,2655,FL
2031,631,FL
2031,297,BrF
2031,298,BrM
2032,531,BrF
2032,642,BrM
2033,508,BrF
2033,602,BrM
2034,638,BrF
2034,633,BrM
2035,679,BrF
2035,477,BrM
2036,551,BrF
2036,676,BrM
2037,549,AB
2037,675,BrF
2037,550,BrM
2038,678,BrF
2038,553,BrM
2039,2656,FL
2039,666,AB
2039,546,AB
2039,543,BrF
2039,540,BrM
2040,548,BrF
2040,674,BrM
2041,677,BrF
2041,673,BrM
2042,665,AB
2042,542,BrF
2042,208,BrM
2044,669,BrM
2047,554,BrF
2047,664,AB
2047,547,BrM
2045,670,AB
2045,671,BrF
2046,552,BrF
2046,2657,BrM
2048,664,AB
2048,544,AB
2048,672,AB
2048,668,BrM
2049,545,BrM
2050,31,BrF
2050,556,BrM
2051,681,BrM
2052,680,BrF
2052,559,BrM
2053,2658,AB
2053,176,AB
2053,468,BrF
2053,605,BrM
2054,524,BrF
2054,634,BrM
2078,859,ABX
2078,2659,ABX
2078,912,BrF
2078,922,BrM
2079,2567,BrF
2079,501,BrM
2080,2660,ABX
2080,926,ABX
2080,925,BrF
2080,928,BrM
2081,496,ABX
2081,504,BrF
2081,44,BrM
2082,596,BrF
2082,497,BrM
2083,595,BrF
2083,495,BrM
2084,939,ABX
2084,913,ABX
2084,443,BrF
2084,200,BrM
2085,867,FL
2085,512,ABX
2085,927,H
2085,823,BrF
2085,562,BrM
2086,915,ABX
2086,930,ABX
2086,458,BrF
2086,499,BrM
2087,914,ABX
2087,1859,BrF
2087,1686,BrM
2088,2662,ABX
2088,457,BrF
2088,22,BrM
2089,911,ABX
2089,840,BrF
2089,597,BrM
2090,172,BrF
2090,1861,BrM
2091,923,ABX
2091,838,ABX
2091,594,BrF
2091,29,BrM
2092,886,FL
2092,839,ABX
2092,2848,ABX
2092,502,BrF
2092,215,BrM
3314,2663,ABX
3314,924,BrF
3314,220,BrM
2093,2664,BrF
2093,2665,BrM
2094,868,FL
2094,169,BrF
2094,21,BrM
2095,2666,BrF
2095,507,BrM
2096,825,BrF
2096,672,BrM
2097,503,BrF
2097,470,BrM
2098,915,ABX
2098,444,BrF
2098,293,BrM
2099,888,FL
2099,498,ABX
2099,839,ABX
2099,441,BrF
2099,42,BrM
2100,837,ABX
2100,799,H
2100,500,BrF
2100,494,BrM
2101,609,H
2101,890,FL
2101,889,FL
2101,442,H
2101,199,BrF
2101,929,BrM
2102,842,ABX
2102,794,BrF
2102,609,BrM
1,2668,H
1,931,ABX
1,841,OFL
1,454,BrF
1,221,BrM
2103,2669,FL
2103,2671,ABX
2103,2670,H
2103,604,BrF
2103,603,BrM
2104,2646,ABX
2104,511,BrF
2104,2672,BrM
2105,2673,ABX
2105,466,BrF
2105,51,BrM
2106,848,ABX
2106,464,BrF
2106,25,BrM
2107,2674,ABX
2107,932,ABX
2107,308,BrF
2107,216,BrM
2108,447,BrF
2108,448,BrM
2109,465,ABX
2109,917,ABX
2109,459,ABX
2109,462,BrF
2109,921,BrM
2110,207,BrF
2110,65,BrM
2111,558,ABX
2111,449,BrF
2111,557,BrM
2112,919,ABX
2112,850,ABX
2112,163,H
2112,608,BrF
2112,510,BrM
2113,78,BrF
2113,555,BrM
2114,607,H
2114,469,BrF
2114,606,BrM
2115,827,H
2115,453,ABX
2115,2844,H
2115,916,ABX
2115,468,BrF
2115,176,BrM
2116,453,ABX
2116,561,BrF
2116,467,BrM
2117,2675,ABX
2117,878,BrF
2117,879,BrM
2,2676,BrF
2,2677,BrM
2118,826,ABX
2118,918,ABX
2118,171,BrF
2118,877,BrM
2119,2847,BrF
2119,436,BrM
2120,2679,ABX
2120,835,BrF
2120,860,BrM
2121,871,FL
2121,521,ABX
2121,628,BrF
2121,2650,BrM
2122,630,BrF
2122,2651,BrM
2123,856,ABX
2123,853,BrF
2123,881,BrM
2124,832,BrF
2124,523,BrM
2125,863,BrF
2125,629,BrM
2126,2680,ABX
2126,522,BrF
2126,830,BrM
3315,2681,ABX
3315,251,BrF
3315,479,BrF
3315,2682,BrM
2127,945,FL
2127,474,H
2127,168,BrF
2127,831,BrM
2128,478,ABX
2128,858,BrF
2128,857,BrM
2129,855,BrF
2129,854,BrM
2130,865,ABX
2130,866,ABX
2130,862,BrF
2130,864,BrM
2131,640,BrF
2131,525,BrM
2132,635,BrF
2132,636,BrM
2133,528,H
2133,64,BrF
2133,178,BrM
2134,667,ABX
2134,641,ABX
2134,530,BrF
2134,637,BrM
2135,670,BrF
2135,849,BrM
2136,541,BrF
2136,539,BrM
2138,506,H
2138,861,FL
2138,2684,H
2138,505,BrF
2138,75,BrM
2139,40,BrF
2139,1862,BrM
2140,2685,ABX
2140,1017,BrF
2140,834,BrM
2141,914,ABX
2141,217,BrF
2141,836,BrM
2142,329,BrF
2142,833,H
2142,297,H
2142,298,BrM
2143,2686,ABX
2143,531,BrF
2143,776,BrM
2144,843,ABX
2144,774,ABX
2144,775,BrF
2144,642,BrM
2145,2687,BrF
2145,331,BrM
2146,2688,ABX
2146,508,BrF
2146,602,BrM
2147,872,BrF
2147,873,BrM
2148,876,H
2148,2689,H
2148,638,BrF
2148,633,BrM
2149,2690,ABX
2149,679,ABX
2149,476,BrF
2149,477,BrM
2150,2691,ABX
2150,551,BrF
2150,676,BrM
2151,675,BrF
2151,550,BrM
2152,2692,ABX
2152,2693,BrF
2152,549,BrM
2153,2694,BrF
2153,851,BrM
2154,2656,ABX
2154,543,BrF
2154,540,BrM
2155,2695,BrF
2155,941,BrM
2156,845,BrF
2156,674,BrM
2157,472,BrF
2157,546,BrM
2158,937,ABX
2158,938,ABX
2158,677,BrF
2158,673,BrM
2159,665,ABX
2159,542,BrF
2159,208,BrM
2160,554,BrF
2160,664,BrM
2161,2696,BrM
2162,844,ABX
2162,671,BrF
2164,547,BrM
2163,666,BrF
2163,2657,BrM
2165,544,ABX
2165,2697,BrF
2165,668,BrM
2166,846,ABX
2166,847,ABX
2166,940,BrF
2166,545,BrM
2167,627,BrF
2167,556,BrM
2168,663,BrF
2168,681,BrM
2169,2698,ABX
2169,680,BrF
2169,559,BrM
2170,2699,BrF
2170,824,BrM
2171,942,BrF
2171,852,BrM
2172,2700,BrM
2173,828,ABX
2173,827,BrF
2173,920,BrM
2174,2701,BrF
2175,524,BrF
2175,634,BrM
2176,2702,BrF
2176,509,BrM
2177,601,BrF
2177,506,BrM
2197,912,BrF
2197,922,BrM
2198,927,BrF
2198,501,BrM
2199,925,BrF
2199,837,BrM
2200,504,BrF
2200,44,BrM
2201,943,ABX
2201,596,BrF
2201,497,BrM
2202,1061,CH
2202,595,BrF
2202,495,BrM
2203,833,BrF
2203,200,BrM
2204,1016,CH
2204,867,H
2204,823,BrF
2204,562,BrM
2205,2849,CH
2205,930,H
2205,458,BrF
2205,499,BrM
2206,1859,BrF
2206,842,BrM
2207,457,BrF
2207,22,BrM
2208,840,BrF
2208,597,BrM
2209,949,ABX
2209,172,BrF
2209,1861,BrM
2210,1021,BrF
2210,1020,BrM
2211,838,BrF
2211,29,BrM
2212,886,ABX
2212,502,BrF
2212,215,BrM
3316,924,BrF
3316,220,BrM
2213,1055,BrF
2213,1039,BrM
2214,868,ABX
2214,169,BrF
2214,21,BrM
2215,2666,BrF
2215,507,BrM
11,825,BrF
11,672,BrM
2216,1045,FL
2216,503,BrF
2216,470,BrM
2217,1048,CH
2218,887,ABX
2218,444,BrF
2218,293,BrM
2219,441,BrF
2219,42,BrM
2220,1049,FL
2220,799,ABX
2220,500,BrF
2220,494,BrM
2221,890,ABX
2221,889,ABX
2221,442,H
2221,199,BrF
2222,609,BrM
2223,2703,ABX
2223,794,BrF
2224,2668,H
2224,1024,ABX
2224,841,ABX
2224,454,BrF
2224,221,BrM
2225,2671,ABX
2225,604,BrF
2225,921,BrM
2226,2704,ABX
2226,455,BrF
2227,2705,ABX
2227,511,BrF
2227,2672,BrM
2228,828,ABX
2228,2673,ABX
2228,466,BrF
2228,51,BrM
12,464,BrF
12,25,BrM
2229,1025,ABX
2229,932,H
2229,308,BrF
2229,216,BrM
2230,447,BrF
2230,448,BrM
2231,1030,FL
2231,459,H
2231,1027,ABX
2231,465,ABX
2231,462,BrF
2231,947,BrM
2232,917,H
2232,207,BrF
2232,65,BrM
2233,449,BrF
2233,557,BrM
2234,1035,ABX
2234,1026,OFL
2234,163,H
2234,608,H
2234,850,BrF
2234,510,BrM
2235,78,BrF
2235,555,BrM
2236,607,ABX
2236,885,ABX
2236,469,BrF
2236,606,BrM
2237,1032,FL
2237,916,ABX
2237,468,ABX
2237,827,BrF
2237,176,BrM
2238,529,BrF
2238,453,BrM
2239,1038,FL
2239,561,BrF
2239,467,BrM
2240,2675,ABX
2240,878,BrF
2240,879,BrM
2241,775,ABX
2241,2676,BrF
2241,2677,BrM
2242,171,BrF
2242,877,BrM
2243,792,BrF
2243,436,BrM
2244,1062,FL
2244,835,BrF
2244,860,BrM
2245,628,BrF
2245,1037,BrM
2246,630,BrF
2246,1041,BrM
2247,853,BrF
2247,865,BrM
2248,832,BrF
2248,523,BrM
2249,450,ABX
2249,2707,ABX
2249,2708,ABX
2249,863,BrF
2249,629,BrM
2250,1019,ABX
2250,522,BrF
2250,1015,BrM
2251,951,ABX
2251,479,BrF
2251,866,BrM
2252,1031,FL
2252,880,H
2252,168,BrF
2252,474,H
2252,831,BrM
2253,2709,BrF
2253,632,BrM
2254,1051,CH
2254,858,BrF
2254,857,BrM
2255,855,BrF
2255,854,BrM
2256,866,ABX
2256,862,BrF
2256,864,BrM
2257,640,BrF
2257,525,BrM
2258,2710,BrF
2258,849,BrM
2259,635,BrF
2259,636,BrM
13,1063,CH
13,528,H
13,64,BrF
13,178,BrM
2260,1056,FL
2260,2711,ABX
2260,530,BrF
2260,641,H
2260,637,BrM
2261,2712,ABX
2261,670,BrF
2262,2713,ABX
2262,2714,BrF
2262,539,BrM
2263,1023,ABX
2263,1022,ABX
2263,505,BrF
2263,75,BrM
2264,40,BrF
2264,1862,BrM
2265,1046,CH
2265,1040,ABX
2265,1017,BrF
2265,1018,BrM
2266,950,H
2266,217,BrF
2266,836,BrM
2267,297,H
2267,329,BrF
2267,298,BrM
2268,2686,ABX
2268,531,BrF
2268,776,BrM
2269,774,BrF
2269,2715,BrM
2270,508,BrF
2270,602,BrM
2271,870,H
2271,872,BrF
2271,873,BrM
2272,638,H
2272,876,ABX
2272,2689,ABX
2272,2716,BrF
2272,633,BrM
2273,2690,ABX
2273,476,ABX
2273,919,BrF
2273,477,BrM
2274,551,BrF
2274,676,BrM
2275,1057,FL
2275,1060,FL
2275,675,BrF
2275,846,BrM
2276,2693,BrF
2276,549,BrM
2277,673,BrM
2278,1052,FL
2278,2717,ABX
2278,869,ABX
2278,2694,BrF
2278,851,BrM
14,1028,ABX
14,543,BrF
14,540,BrM
2279,915,BrF
2279,941,BrM
2280,845,BrF
2280,674,BrM
2281,472,BrF
2281,847,BrM
2282,938,ABX
2282,677,BrF
2282,550,BrM
2283,2718,ABX
2283,665,BrF
2283,208,BrM
2284,844,BrF
2285,2719,BrF
2285,830,BrM
2286,554,BrF
2288,547,BrM
2287,666,BrF
2287,2720,BrM
2289,2721,ABX
2289,2722,BrF
2289,544,BrM
2290,931,BrF
2290,545,BrM
2291,627,BrF
2291,556,BrM
2292,2723,ABX
2292,663,BrF
2292,509,BrM
2293,1043,BrF
2293,559,BrM
2294,2724,ABX
2294,2699,BrF
2294,824,BrM
2295,942,BrF
2295,852,BrM
2296,2725,BrF
2297,2726,BrF
2297,920,BrM
2298,2701,BrF
2298,2727,BrM
2299,884,H
2299,524,BrF
2299,634,BrM
2300,601,BrF
2300,506,BrM
3025,912,BrF
3025,1348,BrM
3025,1366,H
3025,1419,H
3025,1602,CH
3026,501,BrM
3026,927,BrF
3027,925,BrF
3027,1287,BrM
3027,1601,CH
3028,911,BrM
3028,1392,BrF
3029,504,BrF
3029,1187,BrM
3029,3269,FL
3030,3268,FL
3031,1362,BrF
3031,1509,BrM
3032,497,BrM
3033,495,BrM
3033,595,BrF
3033,1585,FL
3134,912,BrF
3134,1348,BrM
3134,1366,H
3134,1614,FL
3135,501,BrM
3135,927,BrF
3135,1684,ABX
3136,925,BrF
3136,1287,BrM
3136,1601,H
3137,911,BrM
3137,1532,BrF
3138,1187,BrM
3139,1603,BrF
3140,1362,BrF
3140,1509,BrM
3141,497,BrM
3142,495,BrM
3142,595,BrF
3142,1585,ABX
3143,1485,BrM
3144,823,BrF
3144,1268,BrM
3144,1620,FL
3145,329,ABX
3145,458,BrF
3145,499,BrM
3146,929,BrM
3146,1589,BrF
3147,1209,BrM
3147,1409,BrF
3148,1152,BrF
3148,1349,BrM
3149,597,BrM
3149,840,BrF
3149,1623,FL
3150,1511,BrF
3150,1499,BrM
3151,1020,BrM
3151,1247,BrF
3151,1604,H
3152,1059,BrF
3152,1515,BrM
3153,1359,BrM
3153,1506,BrF
3154,3238,FL
3154,220,BrM
3154,1493,ABX
