BloodID,TL,BirdID,Ageclass,RightTarsus,LeftTarsus,OccasionDate,OccasionID,LayYear,BodyMass,TerritoryID,FieldPeriodID,Status,BreedGroupID,MaxOfMaxOfSeenDate,SexEstimate
5013,126.9490101,1887,A,25.4,,13/08/2010,3958,2003,15.5,540,109,BrM,5210,05/08/2015,1
5013,126.9490101,1887,A,25.4,,13/08/2010,3958,2003,15.5,540,109,BrM,5217,05/08/2015,1
282,1322.987661,1888,J,25.5,,03/01/2004,1251,2003,15.2,53,31,OFL,2630,15/08/2011,0
283,3055.780394,1889,J,24.2,,04/01/2004,1252,2003,13.2,125,31,OFL,2682,04/01/2004,0
264,18868.48527,1890,J,25.0,,27/12/2003,1245,2003,14.8,105,31,OFL,2672,30/01/2008,1
3816,4983.096787,1890,A,25.2,,20/08/2007,2232,2003,16.0,160,82,BrM,4293,30/01/2008,1
4,9378.198446,1891,OFL,25.0,,24/09/2002,1119,2002,13.5,128,41,OFL,842,01/12/2005,0
2926,2172.800691,1891,A,24.7,,01/12/2005,1770,2002,14.5,128,54,BrF,5788,01/12/2005,0
6,3105.564029,1892,A,24.0,,27/09/2002,1121,2001,15.5,82,41,ABX,3269,30/12/2004,0
6,2862.148318,1892,A,24.0,,27/09/2002,1121,2001,15.5,82,41,ABX,3269,30/12/2004,0
1060,9919.795733,1893,SA,24.8,,16/08/2002,1081,2001,16.0,101,41,ABX,3274,11/12/2005,0
7,14312.791,1894,SA,25.6,,27/09/2002,1121,2002,14.5,33,41,ABX,3255,27/09/2002,1
563,6324.75614,1895,SA,24.5,,28/07/2005,1634,2003,17.2,81,37,BrF,705,26/02/2010,0
563,4081.113313,1895,SA,24.5,,28/07/2005,1634,2003,17.2,81,37,BrF,705,26/02/2010,0
3828,2599.119599,1895,A,24.5,,22/08/2007,2233,2003,18.0,81,82,BrF,4250,26/02/2010,0
3828,8097.726398,1895,A,24.5,,22/08/2007,2233,2003,18.0,81,82,BrF,4250,26/02/2010,0
3828,8381.272357,1895,A,24.5,,22/08/2007,2233,2003,18.0,81,82,BrF,4250,26/02/2010,0
3997,3537.965599,1895,A,24.6,,23/07/2008,2170,2003,14.8,81,87,BrF,4555,26/02/2010,0
3997,3773.171553,1895,A,24.6,,23/07/2008,2170,2003,14.8,81,87,BrF,4555,26/02/2010,0
3349,4072.536266,1897,A,26.7,,24/01/2007,1978,2003,18.2,68,77,BrM,3928,17/02/2010,1
4175,4806.611307,1897,A,26.7,,26/07/2008,2178,2003,17.9,67,87,BrM,4543,17/02/2010,1
4175,7560.729344,1897,A,26.7,,26/07/2008,2178,2003,17.9,67,87,BrM,4543,17/02/2010,1
4339,3139.653247,1897,A,26.9,,29/07/2009,2481,2003,17.3,68,92,BrM,4745,17/02/2010,1
284,4323.28391,2959,A,24.3,,24/05/2004,1263,2002,13.9,54,32,U,2747,07/09/2010,0
600,5479.729023,2959,A,24.8,,07/08/2005,1667,2002,16.5,57,37,BrF,687,07/09/2010,0
441,2964.393133,2960,SA,25.5,,25/12/2004,1506,2003,15.7,63,35,SEEN1,2917,08/08/2015,1
595,5515.34621,2960,A,25.4,,04/08/2005,1664,2003,16.2,2,37,BrM,647,08/08/2015,1
3378,5221.543431,2960,A,25.5,,13/06/2007,2040,2003,15.5,2,77,BrM,3879,08/08/2015,1
4036,2179.556124,2960,A,25.5,,04/01/2009,2277,2003,16.1,2,90,BrM,4062,08/08/2015,1
4752,2130.572901,2960,A,,,22/07/2011,3560,2003,16.6,2,105,BrM,5087,08/08/2015,1
3140,5798.675844,2962,A,24.5,,06/08/2006,1904,2004,16.5,25,75,BrM,3778,17/08/2007,1
654,2041.935828,2963,SA,24.5,,29/08/2005,1714,2003,14.8,86,37,H,709,29/07/2010,0
654,1588.989335,2963,SA,24.5,,29/08/2005,1714,2003,14.8,86,37,H,709,29/07/2010,0
3195,3143.004753,2963,A,24.8,,16/08/2006,1922,2003,15.8,86,75,H,3825,29/07/2010,0
3195,3941.347594,2963,A,24.8,,16/08/2006,1922,2003,15.8,86,75,H,3825,29/07/2010,0
3695,326.6248493,2963,A,25.1,,20/06/2007,2214,2003,15.0,86,82,H,4254,29/07/2010,0
3854,3572.127494,2963,A,24.6,,03/09/2007,2121,2003,14.9,86,82,H,4254,29/07/2010,0
3880,7468.235877,2963,A,24.5,,14/01/2008,2241,2003,16.7,86,85,ABX,4378,29/07/2010,0
4311,1738.960213,2963,A,24.8,,23/07/2009,2454,2003,16.8,86,92,H,4759,29/07/2010,0
289,10479.99483,2964,SA,26.1,,25/05/2004,1266,2003,15.9,75,32,ABX,2765,19/01/2008,1
572,15676.05133,2964,SA,25.8,,29/07/2005,1637,2003,16.9,75,37,ABX,700,19/01/2008,1
2910,4502.864991,2964,A,25.1,,28/11/2005,1764,2003,16.6,75,54,ABX,5785,19/01/2008,1
3160,6527.267789,2964,A,25.7,,09/08/2006,1911,2003,17.3,75,75,BrM,3816,19/01/2008,1
3682,5910.278958,2964,A,26.3,,16/06/2007,2212,2003,17.1,75,82,BrM,4245,19/01/2008,1
3877,8391.103678,2964,A,25.9,,12/01/2008,2239,2003,16.8,75,85,BrM,4369,19/01/2008,1
3152,5164.390843,2966,A,24.9,,08/08/2006,1908,2004,15.3,24,75,BrM,3777,14/09/2015,1
3748,4241.40615,2966,A,25.7,,18/07/2007,2222,2004,16.1,24,82,BrM,4205,14/09/2015,1
3870,6781.462872,2966,A,25.7,,11/01/2008,2132,2004,16.2,40,85,BrM,4342,14/09/2015,1
3971,6578.241201,2966,A,25.4,,18/07/2008,2165,2004,15.9,24,87,BrM,4512,14/09/2015,1
5190,244.5299878,2966,A,27.4,,07/02/2012,4124,2004,16.0,24,112,BrM,5683,14/09/2015,1
5458,430.4692627,2966,A,,,30/01/2013,4535,2004,15.0,24,118,BrM,5653,14/09/2015,1
5778,229.3700013,2966,A,26.2,,14/02/2014,5289,2004,16.3,24,124,BrM,6429,14/09/2015,1
6116,1198.9158,2966,A,26.5,,12/09/2014,9465,2004,15.8,112,125,BrM,6730,14/09/2015,1
303,3165.451184,2968,SA,23.7,,29/05/2004,1273,2003,12.2,55,32,U,2748,20/02/2013,0
303,3179.274935,2968,SA,23.7,,29/05/2004,1273,2003,12.2,55,32,U,2748,20/02/2013,0
3359,1581.338784,2968,SA,23.8,,25/01/2007,1980,2003,13.5,55,77,ABX,3918,20/02/2013,0
4322,3045.924848,2968,A,24.0,,15/07/2009,2447,2003,,55,92,BrF,4736,20/02/2013,0
5197,4638.745673,2968,A,25.3,,08/02/2012,4128,2003,14.5,55,112,BrF,5704,20/02/2013,0
308,6186.093304,2969,OFL,26.8,,29/05/2004,1273,2004,14.0,174,32,OFL,2823,31/05/2004,1
517,22955.36258,2971,A,25.6,,26/07/2005,1629,2004,16.0,251,38,BrF,757,11/07/2007,0
314,3824.219899,2972,A,27.2,,30/05/2004,1278,2003,15.8,59,34,SEEN1,601,30/05/2004,1
314,17262.06102,2972,A,27.2,,30/05/2004,1278,2003,15.8,59,34,SEEN1,601,30/05/2004,1
295,677.9094605,2973,OFL,25.4,,05/06/2004,1293,2004,13.4,159,34,OFL,2871,01/01/2005,1
3117,29185.49315,2974,SA,26.4,,20/07/2006,1871,2004,16.5,178,75,BrM,3873,22/08/2015,1
4626,1723.026817,2974,A,26.9,,28/08/2010,3486,2004,16.8,178,104,BrM,5062,22/08/2015,1
310,15825.15625,2975,OFL,23.5,,08/06/2004,1301,2004,14.6,4,34,OFL,568,20/06/2006,0
569,7509.918508,2976,SA,26.7,,26/07/2005,1628,2003,,173,37,BrM,751,05/08/2010,1
2957,341.1690463,2976,A,26.3,,11/12/2005,1784,2003,16.5,168,54,BrM,6396,05/08/2010,1
2915,4076.42604,2976,A,26.3,,29/11/2005,1767,2003,16.2,173,54,BrM,6398,05/08/2010,1
325,17224.75392,2977,OFL,24.9,,09/06/2004,1304,2004,14.8,92,34,OFL,2853,03/08/2006,0
3193,4342.839043,2978,A,24.6,,16/08/2006,1922,2003,15.1,86,75,BrF,3825,18/07/2013,0
3694,4267.920942,2978,A,24.7,,20/06/2007,2214,2003,15.2,86,82,BrF,4254,18/07/2013,0
3925,3931.680354,2978,A,24.3,,31/01/2008,2247,2003,15.3,86,85,BrF,4378,18/07/2013,0
4590,1560.334151,2978,A,24.5,,23/07/2010,3447,2003,16.2,86,104,BrF,5017,18/07/2013,0
5206,473.2758787,2978,A,26.2,,11/02/2012,4131,2003,15.5,86,112,BrF,5726,18/07/2013,0
326,9150.733937,2979,OFL,26.4,,11/06/2004,1309,2004,14.9,43,34,OFL,592,22/06/2004,1
326,7784.888553,2979,OFL,26.4,,11/06/2004,1309,2004,14.9,43,34,OFL,592,22/06/2004,1
317,3266.520029,2980,OFL,24.6,,11/06/2004,1309,2004,13.9,46,34,OFL,2837,08/01/2008,1
3149,5993.724599,2980,A,24.9,,07/08/2006,1906,2004,15.1,3,75,BrM,3762,08/01/2008,1
3386,5335.346607,2980,A,25.6,,14/06/2007,2043,2004,15.8,3,82,BrM,4190,08/01/2008,1
324,741.6819817,2981,SA,24.8,,21/06/2004,1331,2003,14.9,43,34,SEEN1,592,08/08/2007,0
324,538.6819624,2981,SA,24.8,,21/06/2004,1331,2003,14.9,43,34,SEEN1,592,08/08/2007,0
3323,3955.679973,2982,A,25.6,,15/01/2007,1970,2003,16.0,177,77,BrF,3990,25/07/2007,0
322,4968.475452,2983,A,24.0,,24/06/2004,1339,2003,13.1,99,34,ABX,2857,11/08/2008,0
322,3936.095856,2983,A,24.0,,24/06/2004,1339,2003,13.1,99,34,ABX,2857,11/08/2008,0
594,6668.081193,2984,A,23.8,,04/08/2005,1664,2003,15.9,2,37,BrF,647,04/01/2009,0
3102,8842.910635,2984,A,23.4,,09/07/2006,1849,2003,13.5,2,75,BrF,3761,04/01/2009,0
4037,4457.912557,2984,A,23.2,,04/01/2009,2277,2003,14.5,2,90,TBrF,4062,04/01/2009,0
361,3234.498318,2985,SA,24.2,,04/07/2004,1365,2003,14.1,47,34,ABX,593,07/09/2010,0
3758,6128.740996,2985,A,24.2,,19/07/2007,2223,2003,15.0,47,82,H,4222,07/09/2010,0
4187,2753.790762,2985,A,24.5,,29/07/2008,2372,2003,14.8,47,87,H,4528,07/09/2010,0
4361,4258.074244,2985,A,24.3,,17/08/2009,2516,2003,14.8,47,92,H,4730,07/09/2010,0
363,2304.694831,2986,OFL,24.9,,04/07/2004,1363,2004,14.4,69,34,OFL,2842,26/06/2015,0
4009,32886.8921,2986,A,25.0,,12/01/2009,2259,2004,15.2,82,90,BrF,4123,26/06/2015,0
4678,5274.748039,2986,A,25.3,,01/07/2011,3522,2004,14.7,72,105,SEEN1,5124,26/06/2015,0
5726,1825.441093,2986,A,24.8,,26/09/2013,4869,2004,16.1,41,122,BrF,6167,26/06/2015,0
3904,1976.940169,2988,A,26.2,,21/01/2008,2136,2004,,14,85,BrM,4324,06/09/2010,1
4243,2544.47444,2988,A,25.8,,14/08/2008,2381,2004,16.9,14,87,BrM,4506,06/09/2010,1
4569,4714.35717,2988,A,25.9,,06/07/2010,3409,2004,16.4,14,104,BrM,4969,06/09/2010,1
2909,4322.057161,2989,A,23.9,,28/11/2005,1765,2004,14.4,75,54,BrF,5785,15/06/2012,0
3161,7639.696417,2989,A,24.9,,11/08/2006,1914,2004,14.8,75,75,BrF,3816,15/06/2012,0
4031,2347.856269,2989,A,24.3,,07/01/2009,2276,2004,15.9,75,90,BrF,4117,15/06/2012,0
5315,1901.637209,2989,A,24.7,,15/06/2012,4217,2004,14.4,75,116,TBrF,5324,15/06/2012,0
440,8698.209666,2990,SA,27.7,,23/12/2004,1504,2004,16.0,63,35,ABX,2917,17/08/2010,1
597,5626.31962,2990,A,27.6,,04/08/2005,1664,2004,16.9,63,37,AB,691,17/08/2010,1
3215,4712.71535,2990,A,27.1,,24/08/2006,1934,2004,17.0,48,75,BrM,3795,17/08/2010,1
3833,4054.760707,2990,A,26.7,,23/08/2007,2113,2004,15.7,48,82,BrM,4223,17/08/2010,1
3833,4309.419998,2990,A,26.7,,23/08/2007,2113,2004,15.7,48,82,BrM,4223,17/08/2010,1
3833,1957.484387,2990,A,26.7,,23/08/2007,2113,2004,15.7,48,82,BrM,4223,17/08/2010,1
3893,3253.207322,2990,A,26.7,,18/01/2008,2135,2004,16.5,47,85,BrM,4347,17/08/2010,1
4669,879.4452984,2990,A,27.2,,17/08/2010,3485,2004,,48,104,BrM,4990,17/08/2010,1
3168,3088.145989,2991,A,25.4,,12/08/2006,1916,2003,16.7,179,75,BrM,3874,06/09/2015,1
3168,2130.065451,2991,A,25.4,,12/08/2006,1916,2003,16.7,179,75,BrM,3874,06/09/2015,1
3823,2525.919312,2991,A,25.9,,22/08/2007,2233,2003,17.3,179,82,BrM,4303,06/09/2015,1
4020,1773.859015,2991,A,25.5,,09/01/2009,2272,2003,16.9,179,90,BrM,4173,06/09/2015,1
5872,1620.348991,2991,A,26.6,,23/06/2014,9264,2003,16.1,179,125,BrM,6691,06/09/2015,1
455,5745.812101,3000,SA,26.4,,02/01/2005,1514,2004,15.4,159,35,ABX,2972,13/01/2007,1
454,909.2604505,3001,SA,27.4,,01/01/2005,1513,2004,17.3,159,35,ABX,2972,01/01/2005,1
395,3740.41471,3002,SA,24.1,,28/07/2004,1421,2003,14.8,70,34,ABX,606,15/07/2013,0
3105,3232.358415,3002,A,23.8,,09/07/2006,1850,2003,15.2,135,75,BrF,3855,15/07/2013,0
4254,3572.818969,3002,A,24.2,,19/08/2008,2203,2003,15.4,135,87,BrF,4588,15/07/2013,0
3167,7722.301059,3003,SA,24.0,,12/08/2006,1916,2004,15.1,179,75,BrF,3874,24/08/2007,0
3167,5748.82711,3003,SA,24.0,,12/08/2006,1916,2004,15.1,179,75,BrF,3874,24/08/2007,0
398,1336.129544,3004,OFL,24.3,,04/08/2004,1435,2004,14.4,48,34,ABX,594,30/08/2004,0
398,1010.154027,3004,OFL,24.3,,04/08/2004,1435,2004,14.4,48,34,ABX,594,30/08/2004,0
494,5492.43732,3005,SA,24.4,,15/06/2005,1543,2004,16.0,87,37,BrM,710,12/09/2009,1
614,5376.262319,3005,SA,25.5,,14/08/2005,1683,2004,16.5,123,37,BrM,3006,12/09/2009,1
677,4706.248937,3005,SA,25.5,,07/09/2005,1727,2004,17.0,72,37,BrM,698,12/09/2009,1
2938,5021.969175,3005,A,25.4,,06/12/2005,1777,2004,16.6,123,54,BrM,6382,12/09/2009,1
415,8750.422935,3006,CH,20.7,,17/08/2004,1463,2004,15.4,95,34,CH,615,17/08/2004,0
355,10504.1062,3008,CH,25.3,,29/08/2004,1482,2004,16.3,8,34,CH,570,29/08/2004,1
335,6168.641984,3010,CH,24.0,,28/08/2004,1479,2004,16.7,20,34,CH,577,19/11/2005,0
2847,10172.83792,3010,A,25.1,,19/11/2005,1750,2004,14.9,54,54,BrF,5786,19/11/2005,0
2847,8806.873639,3010,A,25.1,,19/11/2005,1750,2004,14.9,54,54,BrF,5786,19/11/2005,0
427,7850.95327,3012,CH,24.7,,26/08/2004,1476,2004,15.0,23,34,CH,579,18/12/2004,0
431,6821.458761,3014,CH,24.9,,08/09/2004,1489,2004,16.0,33,34,CH,586,08/09/2004,1
430,6767.066515,3015,CH,23.9,,10/09/2004,1490,2004,15.0,24,34,CH,580,10/12/2005,1
2956,6091.293351,3015,A,24.4,,10/12/2005,1783,2004,14.1,168,54,SEEN1,6396,10/12/2005,1
575,13892.62888,3017,SA,24.1,,29/07/2005,1637,2004,14.0,75,37,AB,700,14/07/2007,0
479,14.65643534,3017,SA,24.7,,12/06/2005,1538,2004,14.3,39,37,AB,674,14/07/2007,0
432,7316.077094,3018,CH,24.4,,21/09/2004,1493,2004,15.0,42,34,CH,591,10/12/2005,0
655,5401.735598,3018,SA,25.0,,01/09/2005,1719,2004,14.5,43,37,H,677,10/12/2005,0
655,8731.696856,3018,SA,25.0,,01/09/2005,1719,2004,14.5,43,37,H,677,10/12/2005,0
608,5603.839766,3018,SA,24.6,,11/08/2005,1677,2004,15.0,43,37,H,677,10/12/2005,0
608,9131.226068,3018,SA,24.6,,11/08/2005,1677,2004,15.0,43,37,H,677,10/12/2005,0
2955,5087.034352,3018,A,24.4,,10/12/2005,1783,2004,13.2,8,54,ABX,5789,10/12/2005,0
439,4051.200732,3019,OFL,25.5,,23/12/2004,1504,2004,14.4,63,35,OFL,2917,31/12/2008,1
3769,3788.332485,3019,A,25.3,,22/07/2007,2224,2004,16.3,474,82,BrM,4308,31/12/2008,1
442,1073.950476,3020,FL,25.8,,21/12/2004,1502,2004,15.6,20,35,FL,2887,14/07/2007,1
685,3245.200805,3020,SA,25.6,,09/09/2005,1731,2004,17.0,20,37,AB,660,14/07/2007,1
2804,7285.965225,3020,SA,24.9,,14/11/2005,1742,2004,15.0,110,54,ABX,6377,14/07/2007,1
2804,6827.770968,3020,SA,24.9,,14/11/2005,1742,2004,15.0,110,54,ABX,6377,14/07/2007,1
3143,5942.68386,3020,A,26.7,,08/08/2006,1909,2004,16.8,40,75,BrM,3789,14/07/2007,1
445,19465.90598,3021,FL,24.6,,23/12/2004,1504,2004,15.1,63,35,FL,2917,28/08/2008,1
2850,7453.350663,3021,A,24.6,,20/11/2005,1751,2004,15.0,66,54,ABX,6351,28/08/2008,1
3829,4523.78118,3021,A,24.5,,23/08/2007,2113,2004,16.8,66,82,BrM,4236,28/08/2008,1
452,3552.215239,3022,A,23.8,,26/12/2004,1507,2004,13.9,167,35,BrF,2975,12/02/2014,0
3356,4671.175865,3022,A,23.6,,25/01/2007,1980,2004,15.1,59,77,BrF,3921,12/02/2014,0
4757,4752.43711,3022,A,24.3,,09/08/2011,3567,2004,15.0,59,105,BrF,5188,12/02/2014,0
2809,11227.67402,3024,A,25.4,,14/11/2005,1741,2004,15.0,174,54,ABX,6399,10/01/2007,1
2809,3534.142758,3024,A,25.4,,14/11/2005,1741,2004,15.0,174,54,ABX,6399,10/01/2007,1
435,16835.71041,3085,FL,23.9,,21/12/2004,1502,2004,14.3,3,35,OFL,2875,21/08/2015,0
435,10254.02627,3085,FL,23.9,,21/12/2004,1502,2004,14.3,3,35,OFL,2875,21/08/2015,0
435,16680.01825,3085,FL,23.9,,21/12/2004,1502,2004,14.3,3,35,OFL,2875,21/08/2015,0
606,5646.231006,3085,SA,23.6,,13/08/2005,1682,2004,14.5,3,37,H,648,21/08/2015,0
3138,5228.425291,3085,A,23.5,,07/08/2006,1906,2004,15.0,3,75,H,3762,21/08/2015,0
4314,2623.42045,3085,A,23.9,,13/07/2009,2453,2004,15.3,20,92,BrF,4710,21/08/2015,0
4565,3599.160692,3085,A,23.6,,04/07/2010,3413,2004,15.2,8,104,BrF,4964,21/08/2015,0
4565,1963.055333,3085,A,23.6,,04/07/2010,3413,2004,15.2,8,104,BrF,4964,21/08/2015,0
4884,20.93612196,3085,A,23.4,,17/09/2011,3679,2004,15.1,20,105,BrF,5096,21/08/2015,0
5311,775.6140133,3085,A,23.5,,12/06/2012,4204,2004,14.0,20,116,BrF,5314,21/08/2015,0
438,1331.381158,3086,FL,24.5,,22/12/2004,1503,2004,14.5,36,35,FL,2898,09/08/2015,0
4040,3568.08058,3086,A,24.0,,04/01/2009,2277,2004,16.2,3,90,H,4063,09/08/2015,0
4040,1819.561456,3086,A,24.0,,04/01/2009,2277,2004,16.2,3,90,H,4063,09/08/2015,0
5893,1781.942604,3086,A,24.5,,26/06/2014,9275,2004,15.4,3,125,BrF,6662,09/08/2015,0
459,8834.133245,3087,OFL,25.0,,05/01/2005,1517,2004,14.4,16,35,OFL,2886,18/08/2015,1
596,21661.91741,3087,SA,25.1,,07/08/2005,1667,2004,15.5,57,37,H,687,18/08/2015,1
3811,5426.90325,3087,A,25.3,,15/08/2007,2230,2004,16.1,27,82,BrM,4208,18/08/2015,1
5397,1473.409245,3087,A,25.1,,22/09/2012,4386,2004,16.6,27,116,BrM,5298,18/08/2015,1
458,6596.40868,3088,FL,26.4,,03/01/2005,1515,2004,16.8,134,35,FL,2962,26/11/2005,1
458,4633.2319,3088,FL,26.4,,03/01/2005,1515,2004,16.8,134,35,FL,2962,26/11/2005,1
2896,8414.127245,3088,A,26.7,,26/11/2005,1762,2004,15.5,134,54,ABX,6386,26/11/2005,1
460,3105.015881,3089,FL,26.9,,03/01/2005,1515,2004,17.7,140,35,FL,2967,14/09/2015,1
3188,5196.734574,3089,A,26.8,,16/08/2006,1922,2004,17.8,86,75,BrM,3825,14/09/2015,1
3690,6184.09209,3089,A,26.9,,20/06/2007,2214,2004,17.2,86,82,BrM,4254,14/09/2015,1
3855,2669.751112,3089,A,26.6,,03/09/2007,2121,2004,17.3,86,82,BrM,4254,14/09/2015,1
3855,237180.8476,3089,A,26.6,,03/09/2007,2121,2004,17.3,86,82,BrM,4254,14/09/2015,1
3881,2925.171456,3089,A,26.8,,14/01/2008,2241,2004,18.2,86,85,BrM,4378,14/09/2015,1
3999,6.105489457,3089,A,26.7,,13/01/2009,2260,2004,17.9,86,90,BrM,4126,14/09/2015,1
4592,917.2930249,3089,A,27.1,,23/07/2010,3447,2004,17.8,86,104,BrM,5017,14/09/2015,1
5204,1322.540923,3089,A,27.3,,11/02/2012,4131,2004,18.0,86,112,BrM,5726,14/09/2015,1
444,4754.952367,3090,SA,24.6,,02/01/2005,1514,2004,,105,35,BrF,2948,21/07/2008,0
457,2943.414991,3091,FL,25.0,,31/12/2004,1512,2004,15.4,82,35,FL,2932,10/01/2007,0
2807,3451.066112,3091,SA,24.2,,14/11/2005,1741,2004,13.5,113,54,ABX,6290,10/01/2007,0
2807,7058.249127,3091,SA,24.2,,14/11/2005,1741,2004,13.5,113,54,ABX,6290,10/01/2007,0
456,19190.344,3092,FL,24.5,,31/12/2004,1512,2004,14.5,113,35,FL,2954,14/01/2007,0
451,8818.29346,3093,FL,26.7,,30/12/2004,1511,2004,15.9,76,35,FL,2927,28/05/2013,1
3172,9459.618918,3093,SA,26.8,,12/08/2006,1916,2004,17.3,76,75,BrM,3817,28/05/2013,1
3172,4883.376435,3093,SA,26.8,,12/08/2006,1916,2004,17.3,76,75,BrM,3817,28/05/2013,1
4111,7466.85645,3093,A,26.8,,15/06/2007,2044,2004,17.3,40,82,BrM,4217,28/05/2013,1
3963,2696.064567,3093,A,26.7,,16/07/2008,2161,2004,16.0,40,87,BrM,4523,28/05/2013,1
4035,2128.611351,3093,A,26.6,,04/01/2009,2277,2004,17.5,40,90,BrM,4090,28/05/2013,1
4353,3925.760923,3093,A,27.1,,26/07/2009,2478,2004,17.2,40,92,BrM,4725,28/05/2013,1
4686,10192.07705,3093,A,26.9,,28/06/2011,3527,2004,,3,105,BrM,5088,28/05/2013,1
449,27974.70697,3094,OFL,25.4,,28/12/2004,1509,2004,14.4,128,35,OFL,2961,23/09/2015,0
3229,40.80304303,3094,A,25.4,,30/08/2006,1938,2004,17.1,53,75,BrF,3798,23/09/2015,0
3917,3803.405906,3094,A,24.9,,25/01/2008,2139,2004,16.0,53,85,BrF,4351,23/09/2015,0
5881,2176.637536,3094,A,26.3,,21/06/2014,9268,2004,16.6,53,125,BrF,6753,23/09/2015,0
450,22375.41204,3095,FL,23.0,,26/12/2004,1507,2004,15.4,167,35,FL,2975,26/12/2004,0
476,6067.818572,3444,CH,,,12/01/2005,1521,2004,,40,35,CH,640,07/09/2010,0
3163,5548.544729,3444,SA,24.3,,11/08/2006,1914,2004,15.0,112,75,H,3843,07/09/2010,0
3163,6939.468413,3444,SA,24.3,,11/08/2006,1914,2004,15.0,112,75,H,3843,07/09/2010,0
4305,5757.437764,3444,A,25.0,,02/07/2009,2409,2004,15.9,112,92,BrF,4775,07/09/2010,0
4305,4145.900655,3444,A,25.0,,02/07/2009,2409,2004,15.9,112,92,BrF,4775,07/09/2010,0
465,18997.46003,3445,FL,26.8,,05/06/2005,1525,2005,15.6,8,37,OFL,652,08/01/2008,1
3809,4697.98733,3445,A,26.6,,15/08/2007,2230,2005,16.8,12,82,BrM,4197,08/01/2008,1
3809,5560.824978,3445,A,26.6,,15/08/2007,2230,2005,16.8,12,82,BrM,4197,08/01/2008,1
469,2668.768863,3446,FL,23.6,,07/06/2005,1528,2005,14.4,40,37,FL,675,15/03/2010,0
3094,17135.23204,3446,A,23.6,,02/07/2006,1834,2005,14.0,5,75,BrF,3764,15/03/2010,0
3094,5832.964455,3446,A,23.6,,02/07/2006,1834,2005,14.0,5,75,BrF,3764,15/03/2010,0
3094,7051.871072,3446,A,23.6,,02/07/2006,1834,2005,14.0,5,75,BrF,3764,15/03/2010,0
3110,5264.168249,3446,A,23.8,,16/07/2006,1865,2005,14.0,79,75,BrF,3819,15/03/2010,0
3757,1436.017252,3446,A,23.6,,19/07/2007,2087,2005,14.7,26,82,BrF,4207,15/03/2010,0
3864,5082.738059,3446,A,23.9,,10/01/2008,2238,2005,14.1,26,85,BrF,4332,15/03/2010,0
464,2244.655188,3447,FL,27.1,,10/06/2005,1534,2005,14.5,28,37,H,667,18/07/2006,1
464,3262.603895,3447,FL,27.1,,10/06/2005,1534,2005,14.5,28,37,H,667,18/07/2006,1
626,595.1382063,3447,SA,26.6,,20/08/2005,1698,2005,16.5,28,37,H,667,18/07/2006,1
466,6491.9196,3448,FL,25.9,,07/06/2005,1528,2005,16.2,2,37,ABX,647,17/07/2005,1
472,18956.30879,3449,FL,23.8,,10/06/2005,1533,2005,12.8,25,37,OFL,664,12/09/2009,0
3964,3399.716369,3449,A,24.1,,16/07/2008,2161,2005,14.4,25,87,BrF,4513,12/09/2009,0
4134,5080.533369,3449,A,24.1,,25/02/2009,2318,2005,12.5,25,90,BrF,4080,12/09/2009,0
4279,4520.295028,3449,A,24.1,,20/06/2009,2398,2005,14.0,25,92,BrF,4715,12/09/2009,0
477,3620.472259,3450,FL,24.4,,10/06/2005,1534,2005,13.9,25,37,OFL,664,17/01/2007,0
468,6176.640457,3451,FL,24.2,,12/06/2005,1538,2005,14.0,53,37,OFL,3003,18/09/2015,0
468,2391.441384,3451,FL,24.2,,12/06/2005,1538,2005,14.0,53,37,OFL,3003,18/09/2015,0
4253,3748.113191,3451,A,23.9,,19/08/2008,2203,2005,14.5,138,87,BrF,4590,18/09/2015,0
4326,3037.652431,3451,A,24.6,,12/08/2009,2508,2005,15.0,138,92,BrF,4788,18/09/2015,0
4912,2455.682432,3451,A,24.1,,24/09/2011,3688,2005,14.0,138,105,BrF,5161,18/09/2015,0
5612,1468.327628,3451,A,24.5,,11/07/2013,4727,2005,18.5,177,122,BrF,6199,18/09/2015,0
471,1767.786536,3453,SA,23.8,,12/06/2005,1538,2004,13.9,60,37,BrF,689,22/09/2012,0
2843,7578.787366,3453,A,25.4,,19/11/2005,1750,2004,14.5,60,54,BrF,6347,22/09/2012,0
4053,2268.620618,3453,A,23.9,,20/01/2009,2281,2004,17.0,60,90,BrF,4105,22/09/2012,0
4272,4079.080457,3453,A,24.2,,16/06/2009,2397,2004,14.4,60,92,BrF,4740,22/09/2012,0
5334,849.6940823,3453,A,24.1,,27/06/2012,4224,2004,15.1,60,116,BrF,5355,22/09/2012,0
483,6249.132199,3454,SA,22.6,,14/06/2005,1542,2004,15.5,101,37,BrM,721,18/12/2011,1
485,35292.54043,3455,FL,23.7,,15/06/2005,1543,2005,14.0,93,37,OFL,714,24/06/2007,0
485,13177.87933,3455,FL,23.7,,15/06/2005,1543,2005,14.0,93,37,OFL,714,24/06/2007,0
485,12083.43373,3455,FL,23.7,,15/06/2005,1543,2005,14.0,93,37,OFL,714,24/06/2007,0
486,5026.066552,3456,A,26.3,,13/06/2005,1539,2004,16.5,109,37,H,724,25/08/2015,1
2808,16622.6733,3456,A,26.2,,14/11/2005,1742,2004,15.5,111,54,ABX,6378,25/08/2015,1
