BloodID,TL,BirdID,Ageclass,RightTarsus,LeftTarsus,OccasionDate,OccasionID,LayYear,BodyMass,TerritoryID,FieldPeriodID,Status,BreedGroupID,MaxOfMaxOfSeenDate,SexEstimate
2659,4635.611984,44,A,26.5,26.7,04/07/1998,815,1986,16.4,5,25,BrM,191,16/09/1998,1
2214,630.8428455,51,A,,25.3,21/06/1995,467,1986,15.6,49,19,BrM,2104,01/08/2003,1
2214,555.7066598,51,A,,25.3,21/06/1995,467,1986,15.6,49,19,BrM,2104,01/08/2003,1
2583,10883.56056,51,A,25.9,25.6,24/07/1997,712,1986,15.6,51,22,BrM,43,01/08/2003,1
72,2869.54549,51,A,26.0,,18/06/2003,1135,1986,15.9,51,30,BrM,481,01/08/2003,1
2623,3671.745462,64,A,24.5,24.4,12/02/1998,784,1987,14.1,103,23,BrF,164,12/02/1998,0
2414,7715.181806,65,A,25.9,25.9,26/07/1997,717,1987,18.6,56,22,BrM,48,12/03/1998,1
2422,6960.138241,163,A,24.2,24.2,28/07/1997,722,1987,14.8,59,22,ABX,50,12/09/1998,0
2422,3399.699352,163,A,24.2,24.2,28/07/1997,722,1987,14.8,59,22,ABX,50,12/09/1998,0
1836,4395.595338,165,A,26.9,,01/05/1996,541,1989,17.0,301,49,BrM,3551,22/01/1998,1
2533,2506.99868,172,A,25.0,25.1,05/07/1997,670,1989,15.4,24,22,BrF,2302,14/08/1997,0
2215,5634.864281,176,A,,26.1,21/06/1995,467,1988,16.5,63,19,BrM,2115,12/06/2003,1
2215,1573.443812,176,A,,26.1,21/06/1995,467,1988,16.5,63,19,BrM,2115,12/06/2003,1
2163,1584.757294,176,A,,25.8,27/05/1995,422,1988,15.5,63,19,BrM,2115,12/06/2003,1
1020,3772.652414,176,A,26.0,,26/07/2002,1059,1988,17.5,63,41,BrM,813,12/06/2003,1
2196,2222.318793,199,A,,23.3,11/06/1995,448,1986,14.5,41,19,BrF,2101,03/01/2004,0
2196,1627.061875,199,A,,23.3,11/06/1995,448,1986,14.5,41,19,BrF,2101,03/01/2004,0
1037,3763.202291,199,A,22.9,,02/08/2002,1070,1986,17.0,42,41,BrF,799,03/01/2004,0
2543,4262.090896,208,A,26.0,25.9,13/07/1997,690,1988,16.3,162,22,BrM,109,05/03/1998,1
2194,7764.839059,216,A,,26,10/06/1995,446,1988,17.0,53,19,BrM,2107,02/12/1999,1
2501,8769.74711,216,A,27.0,26.7,06/07/1997,677,1988,17.5,52,22,BrM,44,02/12/1999,1
2289,1514.240031,220,A,,26.7,06/06/1995,439,1988,15.1,26,19,BrM,3314,04/07/2001,1
2652,10968.82857,220,A,26.0,25.9,23/03/1998,807,1988,15.0,26,23,BrM,132,04/07/2001,1
2652,3639.950605,220,A,26.0,25.9,23/03/1998,807,1988,15.0,26,23,BrM,132,04/07/2001,1
2193,9225.615405,221,A,,26.9,09/06/1995,444,1988,16.9,45,19,BrM,1,20/11/2005,1
2412,5122.612161,221,A,28.1,27.8,26/07/1997,716,1988,16.9,45,22,BrM,39,20/11/2005,1
56,5652.338559,221,A,27.8,,10/06/2003,1126,1988,16.0,45,30,BrM,475,20/11/2005,1
2851,6858.582969,221,A,27.9,,20/11/2005,1752,1988,16.0,42,54,BrM,6337,20/11/2005,1
2402,4015.945462,297,A,,23.5,29/06/1996,559,1988,15.2,115,21,H,2267,05/07/2001,0
2526,8879.895189,329,A,24.6,24.1,11/07/1997,685,1988,14.1,115,22,BrF,85,02/12/1999,0
2565,7212.186725,441,A,25.4,25.1,20/07/1997,701,1992,15.6,38,22,BrF,35,08/01/2007,0
403,7829.947921,441,A,25.0,,09/08/2004,1447,1992,15.3,38,34,BrF,588,08/01/2007,0
2190,22480.44337,442,A,,24.1,09/06/1995,444,1992,14.3,41,19,H,2101,03/01/2004,0
2491,5673.98091,449,A,25.6,25.5,06/07/1997,677,,15.4,52,22,BrF,44,06/12/1999,0
699,1068.919068,450,A,23.7,23.4,18/01/1999,887,1992,15.5,84,26,BrF,2444,02/12/1999,0
728,6046.713797,450,A,23.1,22.7,30/04/1999,906,1992,14.5,84,27,BrF,334,02/12/1999,0
117,5410.470711,453,A,26.3,,09/07/2003,1159,1992,,69,30,BrM,496,17/02/2010,1
3217,6106.165923,453,A,26.7,,24/08/2006,1934,1992,16.5,69,75,BrM,3811,17/02/2010,1
4321,506.333404,453,A,26.3,,14/07/2009,2456,1992,16.1,69,92,BrM,4746,17/02/2010,1
1124,3108.581828,454,A,24.2,,12/09/2002,1107,1992,14.5,45,41,BrF,801,01/01/2004,0
2423,8274.754774,455,A,23.9,23.9,29/07/1997,723,1992,15.2,48,22,BrF,41,14/08/1997,0
2407,13852.74649,458,A,25.4,25.3,26/07/1997,715,1992,13.2,14,22,BrF,22,13/08/2005,0
238,5785.925719,458,A,25.1,,15/12/2003,1228,1992,13.4,14,31,BrF,2600,13/08/2005,0
1021,5219.27059,459,A,24.9,,26/07/2002,1059,1992,15.1,55,41,BrF,810,16/01/2007,0
2223,5866.929404,467,A,,26.1,25/06/1995,472,1992,17.1,172,19,BrM,2176,07/12/1999,1
2507,2440.481449,467,A,26.8,26.1,08/07/1997,681,1992,,169,22,BrM,115,07/12/1999,1
2649,17050.92074,467,A,26.7,26.5,19/03/1998,803,1992,15.8,67,23,BrM,146,07/12/1999,1
2649,5925.167257,467,A,26.7,26.5,19/03/1998,803,1992,15.8,67,23,BrM,146,07/12/1999,1
2420,6092.823134,477,A,25.0,25.1,27/07/1997,720,,15.3,126,22,BrM,92,21/02/1998,1
2276,6399.102128,494,A,,25.4,31/05/1995,428,1990,16.2,40,19,BrM,2100,30/06/2001,1
2276,8435.104984,494,A,,25.4,31/05/1995,428,1990,16.2,40,19,BrM,2100,30/06/2001,1
2276,5290.670799,494,A,,25.4,31/05/1995,428,1990,16.2,40,19,BrM,2100,30/06/2001,1
2276,4652.008656,494,A,,25.4,31/05/1995,428,1990,16.2,40,19,BrM,2100,30/06/2001,1
2276,2156.222618,494,A,,25.4,31/05/1995,428,1990,16.2,40,19,BrM,2100,30/06/2001,1
719,4688.776601,494,A,25.2,24.9,15/04/1999,898,1990,14.6,40,27,BrM,324,30/06/2001,1
2285,4542.548694,495,A,,24.9,05/06/1995,437,1993,16.8,9,19,BrM,2083,01/07/2001,1
2285,3906.684588,495,A,,24.9,05/06/1995,437,1993,16.8,9,19,BrM,2083,01/07/2001,1
2285,5395.797993,495,A,,24.9,05/06/1995,437,1993,16.8,9,19,BrM,2083,01/07/2001,1
2285,14792.58269,495,A,,24.9,05/06/1995,437,1993,16.8,9,19,BrM,2083,01/07/2001,1
2285,15590.95141,495,A,,24.9,05/06/1995,437,1993,16.8,9,19,BrM,2083,01/07/2001,1
902,6316.213125,495,A,24.9,24.6,05/08/2000,1022,1993,16.4,9,39,BrM,3033,01/07/2001,1
2291,6492.099987,497,A,,27,07/06/1995,441,1993,16.8,8,19,BrM,2082,31/08/2007,1
2291,5042.591743,497,A,,27,07/06/1995,441,1993,16.8,8,19,BrM,2082,31/08/2007,1
2538,6960.138241,497,A,27.0,27.1,13/07/1997,689,1993,16.9,8,22,BrM,19,31/08/2007,1
401,5682.238058,497,A,26.9,,02/08/2004,1431,1993,17.0,8,34,BrM,570,31/08/2007,1
401,5936.677766,497,A,26.9,,02/08/2004,1431,1993,17.0,8,34,BrM,570,31/08/2007,1
901,6169.065948,497,A,26.4,26.3,05/08/2000,1022,1993,16.2,8,39,BrM,3032,31/08/2007,1
3850,3676.188985,497,A,26.7,,31/08/2007,2237,1993,16.7,8,82,BrM,4194,31/08/2007,1
3850,2882.646555,497,A,26.7,,31/08/2007,2237,1993,16.7,8,82,BrM,4194,31/08/2007,1
2640,6498.160982,498,A,25.6,25.4,06/03/1998,794,1993,15.9,148,23,BrM,178,10/03/1998,1
2409,1726.198826,499,A,25.0,25,26/07/1997,715,1993,16.0,14,22,BrM,22,04/07/2006,1
2522,9624.101415,500,A,24.5,24.7,05/07/1997,672,1991,16.1,40,22,BrF,36,23/06/1998,0
2496,6475.362349,501,A,26.6,26.3,27/12/1997,758,1994,16.9,2,23,BrM,119,18/12/2004,1
141,5270.060766,501,A,,,20/07/2003,1170,1994,,2,30,BrM,445,18/12/2004,1
128,3346.915541,503,A,24.9,,11/07/2003,1162,1993,15.0,33,30,BrF,469,11/01/2008,0
3776,6466.1324,503,A,24.5,,24/07/2007,2225,1993,14.0,33,82,BrF,4212,11/01/2008,0
2718,9530.626492,504,A,23.7,24,23/08/1998,859,1993,15.6,5,25,BrF,191,12/09/1999,0
712,2184.140575,504,A,24.1,24.1,28/01/1999,895,1993,15.5,5,26,BrF,2405,12/09/1999,0
2197,4269.798101,507,A,,25.4,11/06/1995,448,1993,16.1,30,19,BrM,2095,26/08/2008,1
2197,3390.148165,507,A,,25.4,11/06/1995,448,1993,16.1,30,19,BrM,2095,26/08/2008,1
2671,4327.588587,507,A,26.1,26.1,27/07/1998,823,1993,15.5,45,25,BrM,216,26/08/2008,1
217,5052.289946,507,A,25.9,,27/08/2003,1213,1993,17.4,30,30,BrM,467,26/08/2008,1
217,5374.642459,507,A,25.9,,27/08/2003,1213,1993,17.4,30,30,BrM,467,26/08/2008,1
3341,2906.85477,507,A,26.1,,23/01/2007,1976,1993,15.9,30,77,BrM,3900,26/08/2008,1
2222,5891.231273,509,A,,26.1,25/06/1995,472,1993,16.3,172,19,BrM,2176,20/07/2002,1
2222,2696.319133,509,A,,26.1,25/06/1995,472,1993,16.3,172,19,BrM,2176,20/07/2002,1
2618,6982.320947,509,A,25.7,25.9,06/02/1998,780,1993,15.0,164,23,BrM,182,20/07/2002,1
2345,3144.465246,510,A,,25.7,30/06/1996,562,1993,15.8,59,21,BrM,2234,16/01/2007,1
2345,2807.979316,510,A,,25.7,30/06/1996,562,1993,15.8,59,21,BrM,2234,16/01/2007,1
2421,4655.230841,510,A,25.8,25.7,27/07/1997,720,1993,15.5,59,22,BrM,50,16/01/2007,1
2383,3029.870925,522,A,,24.9,29/06/1996,559,1993,18.7,86,21,BrF,2250,02/12/1999,0
2383,4422.458847,522,A,,24.9,29/06/1996,559,1993,18.7,86,21,BrF,2250,02/12/1999,0
2383,2241.29137,522,A,,24.9,29/06/1996,559,1993,18.7,86,21,BrF,2250,02/12/1999,0
2383,1311.552673,522,A,,24.9,29/06/1996,559,1993,18.7,86,21,BrF,2250,02/12/1999,0
2383,15553.0123,522,A,,24.9,29/06/1996,559,1993,18.7,86,21,BrF,2250,02/12/1999,0
2383,2861.9692,522,A,,24.9,29/06/1996,559,1993,18.7,86,21,BrF,2250,02/12/1999,0
2637,10081.06093,522,A,24.2,23.9,03/03/1998,792,1993,13.5,86,23,BrF,155,02/12/1999,0
2239,10857.33164,525,A,,26.1,05/07/1995,484,1993,15.4,99,19,BrM,2131,13/09/1999,1
2239,5776.396121,525,A,,26.1,05/07/1995,484,1993,15.4,99,19,BrM,2131,13/09/1999,1
2584,2913.253064,525,A,26.4,26.4,24/07/1997,710,1993,17.6,116,22,BrM,3317,13/09/1999,1
766,5207.280168,525,A,26.5,26.6,15/08/1999,953,1993,18.1,99,28,BrM,412,13/09/1999,1
2624,6689.117121,528,A,25.0,24.7,12/02/1998,784,1993,14.1,103,23,H,164,24/03/1998,0
2513,1413.318636,530,A,24.5,24.6,09/07/1997,682,1993,14.1,104,22,BrF,78,12/02/1998,0
137,3756.816652,544,A,25.7,,17/07/2003,1169,1993,16.2,159,30,BrM,543,29/08/2004,1
137,3259.485167,544,A,25.7,,17/07/2003,1169,1993,16.2,159,30,BrM,543,29/08/2004,1
263,3920.131853,544,A,26.0,,27/12/2003,1245,1993,15.6,159,31,BrM,2697,29/08/2004,1
2521,10233.75257,550,A,26.7,26.6,11/07/1997,686,1993,17.3,141,22,BrM,102,06/03/1998,1
2666,6216.363315,557,A,25.2,25.1,23/07/1998,819,1993,16.6,55,25,BrM,223,07/09/1999,1
807,4703.494377,557,A,26.1,26.2,07/09/1999,974,1993,16.8,57,28,BrM,387,07/09/1999,1
2454,8292.461531,559,A,26.2,26.6,09/08/1997,737,1993,15.8,165,22,BrM,111,05/07/1998,1
2454,7020.805831,559,A,26.2,26.6,09/08/1997,737,1993,15.8,165,22,BrM,111,05/07/1998,1
2160,2668.790617,563,A,,24,27/05/1995,420,1994,17.9,166,19,SEEN1,2170,20/08/2007,0
2681,8525.26534,563,A,24.2,24.2,05/08/1998,841,1994,15.3,160,25,BrF,274,20/08/2007,0
357,4996.920858,595,A,24.6,,05/07/2004,1367,1993,14.9,9,34,BrF,571,18/12/2004,0
2537,5305.791274,596,A,23.7,23.8,13/07/1997,689,1993,13.9,8,22,BrF,19,27/08/1999,0
2726,3851.952548,602,A,26.5,26.4,29/08/1998,864,1993,17.0,123,25,BrM,263,05/07/2001,1
2199,2893.551852,604,A,,24.3,12/06/1995,450,1993,13.6,47,19,BrF,2103,27/07/1999,0
2673,4112.407683,604,A,24.6,24.5,27/07/1998,823,1993,14.0,45,25,BrF,216,27/07/1999,0
2570,1599.060851,605,A,26.4,26.1,22/07/1997,704,1993,16.0,168,22,BrM,114,30/08/1998,1
2220,4275.149223,606,A,,25.7,28/05/1995,424,1993,16.0,62,19,BrM,2114,05/03/1998,1
2220,3960.060701,606,A,,25.7,28/05/1995,424,1993,16.0,62,19,BrM,2114,05/03/1998,1
2411,5304.83781,606,A,25.5,25.2,26/07/1997,717,1993,16.5,62,22,BrM,52,05/03/1998,1
2411,4801.276363,606,A,25.5,25.2,26/07/1997,717,1993,16.5,62,22,BrM,52,05/03/1998,1
2665,4323.325619,607,A,25.5,25.8,23/07/1998,819,1993,16.5,55,25,BrM,223,03/07/2001,1
2344,5005.817982,608,A,,24.2,30/06/1996,562,1993,16.5,59,21,H,2234,14/02/1998,0
2417,11187.27619,608,A,24.6,,27/07/1997,719,1993,15.5,59,22,ABX,50,14/02/1998,0
2295,5571.647007,609,A,,26.9,08/06/1995,443,1993,16.4,44,19,BrM,2102,20/11/2005,1
2426,6422.186459,609,A,26.4,26.4,05/07/1997,673,1993,14.3,42,22,BrM,37,20/11/2005,1
66,22326.315,609,A,25.9,,15/06/2003,1133,1993,16.0,42,30,BrM,473,20/11/2005,1
1034,803.892743,609,A,25.9,,01/08/2002,1069,1993,16.7,42,41,BrM,799,20/11/2005,1
1034,871.816525,609,A,25.9,,01/08/2002,1069,1993,16.7,42,41,BrM,799,20/11/2005,1
2848,3920.672275,609,A,26.4,,20/11/2005,1752,1993,,42,54,ABX,6337,20/11/2005,1
2244,4348.792784,628,A,,23.4,09/07/1995,487,1993,14.5,76,19,BrF,2121,04/06/2004,0
2244,4664.744697,628,A,,23.4,09/07/1995,487,1993,14.5,76,19,BrF,2121,04/06/2004,0
2361,3151.420319,628,A,,23.8,15/07/1996,575,1993,16.8,76,21,BrF,2245,04/06/2004,0
2361,4071.296728,628,A,,23.8,15/07/1996,575,1993,16.8,76,21,BrF,2245,04/06/2004,0
2442,4305.555252,628,A,23.9,24.4,07/08/1997,732,1993,14.4,76,22,BrF,62,04/06/2004,0
2367,11016.85941,629,A,,26.2,15/07/1996,574,1993,17.7,84,21,BrM,2249,02/12/1999,1
804,7937.782962,629,A,25.9,26,05/09/1999,972,1993,18.2,81,28,BrM,401,02/12/1999,1
729,4357.406854,632,A,24.7,24.7,27/04/1999,903,1993,15.5,90,27,BrM,337,03/08/2000,1
888,4390.693853,632,A,25.3,25.3,03/08/2000,1020,1993,15.1,90,39,BrM,3090,03/08/2000,1
1066,4370.462765,634,A,25.8,,19/08/2002,1084,1993,17.0,171,41,BrM,853,27/12/2004,1
2203,2435.096103,637,A,,26.5,16/06/1995,456,1993,16.2,104,19,BrM,2134,24/12/1997,1
2203,2491.038371,637,A,,26.5,16/06/1995,456,1993,16.2,104,19,BrM,2134,24/12/1997,1
2514,4820.042102,637,A,27.0,26.5,09/07/1997,683,1993,16.7,104,22,BrM,78,24/12/1997,1
2744,2693.798588,638,A,24.7,24.6,09/09/1998,872,1993,14.8,125,25,BrF,264,23/07/2002,0
2139,39772.98819,639,J,,23.2,17/07/1994,345,1994,13.8,95,17,BrF,2020,07/07/2001,0
2680,8283.916793,639,A,22.6,22.5,05/08/1998,841,1994,14.8,155,25,BrF,272,07/07/2001,0
2224,4449.926386,663,A,,24.4,26/06/1995,474,1993,16.0,164,19,BrF,2168,05/12/1999,0
710,5910.453961,668,A,25.2,25.1,26/01/1999,894,1994,16.6,147,26,BrM,2463,29/07/2002,1
2531,6979.634369,677,A,24.6,24.9,12/07/1997,688,1993,15.2,141,22,BrF,102,08/07/2001,0
709,8370.925673,677,A,25.0,24.5,26/01/1999,894,1993,15.4,141,26,BrF,312,08/07/2001,0
2304,10350.58649,774,A,,,17/06/1995,458,1994,,117,19,ABX,2144,04/09/2002,0
1108,5453.145733,774,A,25.1,,04/09/2002,1100,1994,17.0,117,41,BrF,837,04/09/2002,0
2585,3339.014644,776,A,26.7,26.5,24/07/1997,710,1994,17.5,116,22,BrM,3317,21/08/1999,1
2360,8925.439573,792,A,,24.3,15/07/1996,574,1982,16.0,73,21,BrF,2243,15/07/1996,0
1821,5107.429184,816,,,,28/06/1996,556,,14.5,299,49,BrF,3540,23/01/1998,0
1050,8002.78181,823,A,24.5,,12/08/2002,1076,1994,16.0,13,41,BrF,785,01/08/2003,0
2582,9302.932701,828,A,27.2,26.9,23/07/1997,709,1994,16.8,51,22,ABX,43,16/09/1998,1
730,4070.003443,832,A,23.9,23.9,01/05/1999,907,1994,14.5,83,27,BrF,2512,10/12/2005,0
244,4455.823195,832,A,24.2,,19/12/2003,1235,1994,15.3,83,31,BrF,2656,10/12/2005,0
1043,4485.0614,845,A,24.0,,03/08/2002,1073,1994,14.9,137,41,BrF,845,24/06/2007,0
2682,9466.933659,847,A,25.3,25.1,07/08/1998,844,1994,16.6,138,25,BrM,269,07/08/2000,1
2677,10975.75813,847,A,25.2,25.1,04/08/1998,839,1994,16.3,138,25,BrM,269,07/08/2000,1
2677,10.86051535,847,A,25.2,25.1,04/08/1998,839,1994,16.3,138,25,BrM,269,07/08/2000,1
908,2357.416098,847,A,25.0,25,07/08/2000,4583,1994,15.0,138,39,BrM,3118,07/08/2000,1
880,2080.207345,848,A,24.1,23.9,01/08/2000,1018,1994,13.6,100,39,U,3096,01/08/2000,0
2676,7662.532776,849,A,26.4,26.2,03/08/1998,837,1994,,101,25,BrM,253,27/12/2003,1
703,3111.878081,849,A,26.5,26.3,20/01/1999,890,1994,17.4,101,26,BrM,303,27/12/2003,1
703,730.1451717,849,A,26.5,26.3,20/01/1999,890,1994,17.4,101,26,BrM,303,27/12/2003,1
1061,5445.811574,849,A,27.1,,16/08/2002,1081,1994,18.0,101,41,BrM,3274,27/12/2003,1
2418,7110.799418,850,A,23.9,23.5,27/07/1997,719,1994,13.4,59,22,BrF,50,03/08/1997,0
889,14926.56323,858,A,24.8,24.8,03/08/2000,1020,1994,16.4,92,39,BrF,3091,03/08/2000,0
2661,1706.538095,859,A,24.2,24.2,18/07/1998,816,1994,,15,25,BrF,198,19/08/1999,0
260,4171.6073,862,A,24.5,,24/12/2003,1243,1994,16.8,90,31,BrF,2661,11/12/2005,0
2943,1748.618327,862,A,24.5,,06/12/2005,1777,1994,14.0,87,54,BrF,6364,11/12/2005,0
2686,10710.70954,865,A,26.4,26.2,04/08/1998,840,1994,17.6,81,25,BrM,240,07/09/1999,1
2628,6111.824651,868,A,25.8,25.8,17/02/1998,787,1995,16.4,16,23,BrM,127,23/08/1998,1
2703,6483.583174,868,A,25.5,25.3,18/08/1998,853,1995,15.4,30,25,BrM,208,23/08/1998,1
4072,641.2837778,869,A,24.8,,25/01/2009,2289,1995,18.0,69,90,BrF,4112,18/02/2010,0
2597,4715.465096,884,A,26.9,26.9,16/01/1998,769,1995,16.1,89,23,BrM,158,27/03/1998,1
2577,4972.124227,911,A,27.1,26.8,05/07/1997,670,1994,16.2,24,22,SEEN2,2302,08/09/2010,1
2715,3616.039387,911,A,26.4,26.4,23/08/1998,860,1994,16.6,4,25,BrM,190,08/09/2010,1
538,353.3166519,911,A,26.2,,17/07/2005,1604,1994,17.0,4,37,BrM,649,08/09/2010,1
3106,3052.459634,911,A,25.0,,14/07/2006,1861,1994,17.0,4,75,BrM,3763,08/09/2010,1
3841,2739.884004,911,A,26.6,,30/08/2007,2236,1994,16.4,4,82,BrM,4191,08/09/2010,1
3740,2795.250779,911,A,26.4,,17/07/2007,2086,1994,16.6,4,82,BrM,4191,08/09/2010,1
3958,4511.680422,911,A,26.8,,16/07/2008,2161,1994,16.8,4,87,BrM,4498,08/09/2010,1
2470,7955.657028,912,A,24.5,24.1,06/07/1997,676,1994,14.6,1,22,BrF,15,30/07/2008,0
46,3416.383898,912,A,24.4,,07/06/2003,1124,1994,14.9,1,30,BrF,444,30/07/2008,0
372,8727.400565,912,A,24.1,,25/07/2004,1415,1994,15.7,1,34,BrF,566,30/07/2008,0
669,4286.255399,912,A,24.1,,05/09/2005,1724,1994,15.3,1,37,BrF,646,30/07/2008,0
2691,5836.679619,915,A,24.4,24.6,09/08/1998,845,1994,16.6,135,25,BrF,2396,01/01/2004,0
2622,5311.881493,917,A,26.5,26.3,12/02/1998,784,1994,16.6,95,23,BrM,161,05/07/2001,1
2231,8180.655308,921,A,,25.2,28/05/1995,424,1994,14.6,62,19,BrM,2114,15/12/2003,1
2231,4329.70573,921,A,,25.2,28/05/1995,424,1994,14.6,62,19,BrM,2114,15/12/2003,1
2559,5502.137178,921,A,24.6,24.9,16/07/1997,698,1994,16.8,47,22,BrM,40,15/12/2003,1
55,8033.630694,921,A,24.5,,10/06/2003,1126,1994,15.2,47,30,BrM,477,15/12/2003,1
2403,5399.239015,922,A,25.9,25.4,04/07/1997,668,1994,18.0,1,22,BrM,15,11/09/1999,1
2292,11385.41307,927,A,,24.9,08/06/1995,443,1994,15.2,13,19,H,2085,27/12/2003,0
2292,6356.496312,927,A,,24.9,08/06/1995,443,1994,15.2,13,19,H,2085,27/12/2003,0
2292,5337.779588,927,A,,24.9,08/06/1995,443,1994,15.2,13,19,H,2085,27/12/2003,0
2497,8664.616631,927,A,25.3,24.7,27/12/1997,758,1994,15.5,2,23,BrF,119,27/12/2003,0
146,821.5179025,927,A,25.0,,26/07/2003,1175,1994,16.7,2,30,BrF,445,27/12/2003,0
2294,3807.967692,929,A,,27,09/06/1995,445,1994,16.3,41,19,BrM,2101,03/12/2005,1
1035,3762.314514,929,A,27.0,,01/08/2002,1069,1994,17.6,15,41,BrM,787,03/12/2005,1
3807,3088.052799,930,A,24.8,,15/08/2007,2230,1994,15.7,12,82,BrF,4197,19/02/2013,0
2493,9814.638819,932,A,24.0,24.2,06/07/1997,677,1994,14.4,52,22,H,44,04/07/2003,0
2540,10485.49986,941,A,26.5,26,13/07/1997,690,1994,17.3,135,22,BrM,98,23/03/1998,1
2482,10372.06074,942,A,23.6,23.8,21/08/1997,751,1994,14.2,167,22,BrF,113,27/01/1998,0
2364,1737.35441,949,A,,24.6,15/07/1996,575,1995,14.3,76,21,ABX,2245,12/01/2005,0
2373,1626.721961,951,A,,24.4,29/06/1996,559,1995,13.7,87,21,ABX,2251,21/07/2002,0
2373,2180.108614,951,A,,24.4,29/06/1996,559,1995,13.7,87,21,ABX,2251,21/07/2002,0
2576,6498.255949,951,A,,,23/07/1997,708,1995,,88,22,BrF,69,21/07/2002,0
2331,5511.947765,1017,A,,23.7,30/06/1996,562,1992,16.3,110,21,BrF,2265,23/05/2004,0
2547,4497.025717,1017,A,24.2,23.8,14/07/1997,692,1992,14.5,110,22,BrF,83,23/05/2004,0
2547,10923.51107,1017,A,24.2,23.8,14/07/1997,692,1992,14.5,110,22,BrF,83,23/05/2004,0
2332,7710.070838,1018,SA,,26.9,30/06/1996,562,1995,17.0,110,21,BrM,2265,16/08/2007,1
480,5691.524094,1018,A,26.4,,12/06/2005,1537,1995,17.5,110,37,BrM,725,16/08/2007,1
480,2358.428912,1018,A,26.4,,12/06/2005,1537,1995,17.5,110,37,BrM,725,16/08/2007,1
2897,2361.166425,1018,A,25.8,,27/11/2005,1763,1995,17.0,110,54,BrM,6377,16/08/2007,1
3186,8529.178018,1018,A,26.3,,15/08/2006,1921,1995,17.8,110,75,BrM,3841,16/08/2007,1
2333,3617.641808,1019,SA,,25.1,30/06/1996,562,1995,14.4,86,21,ABX,2250,19/01/1999,0
2333,2830.827403,1019,SA,,25.1,30/06/1996,562,1995,14.4,86,21,ABX,2250,19/01/1999,0
2333,15910.4112,1019,SA,,25.1,30/06/1996,562,1995,14.4,86,21,ABX,2250,19/01/1999,0
2333,10668.94394,1019,SA,,25.1,30/06/1996,562,1995,14.4,86,21,ABX,2250,19/01/1999,0
2333,21945.33504,1019,SA,,25.1,30/06/1996,562,1995,14.4,86,21,ABX,2250,19/01/1999,0
2333,12190.69358,1019,SA,,25.1,30/06/1996,562,1995,14.4,86,21,ABX,2250,19/01/1999,0
2517,3958.957255,1019,A,25.2,25.1,10/07/1997,684,1995,15.0,77,22,H,63,19/01/1999,0
700,2127.116906,1019,A,,,19/01/1999,888,1995,15.1,77,26,BrF,297,19/01/1999,0
700,1851.442854,1019,A,,,19/01/1999,888,1995,15.1,77,26,BrF,297,19/01/1999,0
2334,6949.411499,1020,SA,,26.5,30/06/1996,562,1995,16.6,23,21,BrM,2210,11/09/2002,1
2594,4689.809025,1020,A,26.1,26,15/01/1998,767,1995,17.1,23,23,BrM,130,11/09/2002,1
1121,5727.945175,1020,A,26.2,,11/09/2002,1105,1995,17.5,23,41,BrM,791,11/09/2002,1
2336,2241.426447,1022,SA,,23.8,30/06/1996,562,1995,13.8,108,21,ABX,2263,07/12/1999,0
2336,2207.946019,1022,SA,,23.8,30/06/1996,562,1995,13.8,108,21,ABX,2263,07/12/1999,0
3227,2620.367606,1024,A,25.1,,30/08/2006,1938,1995,14.5,127,75,BrF,3851,28/08/2007,0
2348,2389.521724,1028,A,,26.5,30/06/1996,562,1995,16.9,134,21,ABX,14,20/11/1999,1
2348,2393.707871,1028,A,,26.5,30/06/1996,562,1995,16.9,134,21,ABX,14,20/11/1999,1
2645,19855.17471,1028,A,25.8,26,10/03/1998,796,1995,16.1,155,23,BrM,179,20/11/1999,1
2645,13013.43764,1028,A,25.8,26,10/03/1998,796,1995,16.1,155,23,BrM,179,20/11/1999,1
2678,11019.40336,1028,A,26.2,26,04/08/1998,839,1995,17.2,155,25,BrM,272,20/11/1999,1
2653,14001.95021,1029,A,26.8,26.6,22/03/1998,806,1996,16.1,43,23,BrM,2318,31/08/2010,1
658,4258.473684,1029,A,26.4,,01/09/2005,1719,1996,15.7,43,37,BrM,677,31/08/2010,1
585,6437.576054,1029,A,26.7,,29/07/2005,1637,1996,16.5,43,37,BrM,677,31/08/2010,1
4288,10768.29039,1029,A,26.5,,22/06/2009,2394,1996,17.8,43,92,BrM,4727,31/08/2010,1
2484,7127.486936,1030,SA,25.2,25.4,21/08/1997,751,1996,16.6,55,22,ABX,47,21/08/1997,1
2484,6198.435082,1030,SA,25.2,25.4,21/08/1997,751,1996,16.6,55,22,ABX,47,21/08/1997,1
2352,2640.905738,1031,CH,,26.6,02/07/1996,567,1996,17.1,89,21,FL,2252,09/03/2010,1
2352,6871.74946,1031,CH,,26.6,02/07/1996,567,1996,17.1,89,21,FL,2252,09/03/2010,1
2352,53713.99824,1031,CH,,26.6,02/07/1996,567,1996,17.1,89,21,FL,2252,09/03/2010,1
2600,5238.866529,1031,SA,26.4,26.2,18/01/1998,771,1996,16.4,89,23,SEEN1,158,09/03/2010,1
996,4955.89396,1031,A,26.6,,18/07/2002,1051,1996,17.6,74,41,BrM,817,09/03/2010,1
3145,5556.091667,1031,A,26.4,,08/08/2006,1908,1996,17.8,74,75,BrM,3815,09/03/2010,1
