BloodID,TL,BirdID,BTN,Whodunnit,Objective,Plate
4076,4622.071788,4972,3169,EB,,
1047,4624.662529,1683,898,EB,,
2895,4625.097521,1777,1855,EB,,
2659,4635.611984,44,306,EB,,
785,4644.713851,1506,561,EB,,
785,4644.713851,1506,561,EB,,
566,4645.869182,1536,1586,EB,,
121,4655.11388,1539,1120,EB,,
2421,4655.230841,510,115,EB,,
192,4664.370492,1491,1193,EB,,
4115,4670.276795,5121,3220,EB,,
3356,4671.175865,3022,2365,EB,,
373,4671.689028,1193,1384,EB,,
64,4677.002479,1767,1063,EB,,
887,4678.710503,1579,678,EB,,
2928,4679.006023,1827,1888,EB,,
905,4683.493246,1587,696,EB,,
3868,4683.954028,1743,2733,EB,,
4109,4685.639578,4866,3216,EB,,
3334,4687.484753,1808,2343,EB,,
393,4688.276912,1742,1404,EB,,
393,4688.276912,1742,1404,EB,,
719,4688.776601,494,471,EB,,
1127,4689.791176,1390,977,EB,,
2594,4689.809025,1020,213,EB,,
3779,4691.403909,1805,2477,EB,,
2656,4691.698477,1346,303,EB,,
2656,4691.698477,1346,303,EB,,
702,4695.034816,1171,454,EB,,
1057,4696.737263,1577,908,EB,,
3894,4702.694296,4876,2764,EB,,
807,4703.494377,557,585,EB,,
3957,4705.612519,1729,3011,EB,,
394,4710.871185,1570,1405,EB,,
394,4710.871185,1570,1405,EB,,
633,4712.54931,1384,1653,EB,,
3215,4712.71535,2990,2224,EB,,
3215,4712.71535,2990,2224,EB,,
2597,4715.465096,884,216,EB,,
852,4716.159749,1557,635,EB,,
767,4717.619604,1498,540,EB,,
767,4717.619604,1498,540,EB,,
428,4720.387015,1802,1439,EB,,
4275,4746.921424,4854,3250,EB,,
3313,4747.616471,1608,2322,EB,,
2741,4750.448136,1361,388,EB,,
2741,4750.448136,1361,388,EB,,
4047,4755.332563,5147,2958,EB,,
4047,4755.332563,5147,2958,EB,,
61,4768.188202,1666,1060,EB,,
3967,4769.34332,1826,3012,EB,,
3691,4770.588739,3501,2391,EB,,
3662,4773.174023,5265,3112,EB,,
2604,4775.345123,1270,224,EB,,
2746,4781.609328,1400,393,EB,,
3847,4796.196067,3519,2685,EB,,
4214,4797.103739,5173,3102,EB,,
4050,4799.175853,4934,3143,EB,,
833,4805.775068,1538,614,EB,,
4175,4806.611307,1897,3069,EB,,
2514,4820.042102,637,32,EB,,
753,4829.13382,1488,524,EB,,
753,4829.13382,1488,524,EB,,
3928,4832.179797,4890,2806,EB,,
2736,4844.947805,1397,383,EB,,
2736,4844.947805,1397,383,EB,,
172,4845.069952,1800,1172,EB,,
3232,4863.073661,1384,2241,EB,,
3974,4863.458486,1031,3033,EB,,
3095,4864.670484,4855,2104,EB,,
158,4873.605797,1581,1157,EB,,
921,4877.09704,1597,712,EB,,
3774,4877.243015,3517,2464,EB,,
256,4879.07881,1669,1260,EB,,
3863,4888.456196,1187,2726,EB,,
277,4893.096428,1358,1281,EB,,
496,4894.327088,1543,1512,EB,,
3814,4900.467454,4915,2498,EB,,
3814,4900.467454,4915,2498,EB,,
2768,4932.08924,1286,415,EB,,
2892,4934.340934,1429,1852,EB,,
4075,4947.232654,3618,3168,EB,,
873,4952.382652,1032,664,EB,,
2900,4955.442044,1665,1860,EB,,
3151,4955.641592,1419,2160,EB,,
996,4955.89396,1031,847,EB,,
2802,4957.575229,1509,1760,EB,,
322,4968.475452,2983,1326,EB,,
322,4968.475452,2983,1326,EB,,
754,4970.934784,1489,525,EB,,
754,4970.934784,1489,525,EB,,
2577,4972.124227,911,9,EB,,
3157,4981.613915,1766,2166,EB,,
784,4982.720574,1495,560,EB,,
2709,4982.75857,1390,356,EB,,
2709,4982.75857,1390,356,EB,,
3816,4983.096787,1890,2503,EB,,
3983,4983.553427,5147,3026,EB,,
3890,4987.213223,1244,2753,EB,,
775,4992.893987,1513,548,EB,,
124,4993.43478,1786,1123,EB,,
357,4996.920858,595,1368,EB,,
3918,4999.03045,4919,2793,EB,,
862,5004.263352,1566,645,EB,,
1089,5005.491781,1614,939,EB,,
2344,5005.817982,608,23,EB,,
3815,5013.540868,4950,2501,EB,,
878,5019.359287,1186,669,EB,,
4014,5019.513463,5173,3142,EB,,
2938,5021.969175,3005,1898,EB,,
380,5022.474333,1415,1391,EB,,
145,5023.98414,1794,1144,EB,,
486,5026.066552,3456,1500,EB,,
1076,5026.457725,1715,926,EB,,
1076,5026.457725,1715,926,EB,,
299,5029.118081,1608,1303,EB,,
90,5031.315751,1773,1089,EB,,
90,5031.315751,1773,1089,EB,,
866,5033.977712,1569,649,EB,,
1039,5041.496171,1581,890,EB,,
375,5042.340808,1698,1386,EB,,
375,5042.340808,1698,1386,EB,,
639,5043.779744,1499,1659,EB,,
839,5045.110657,1541,621,EB,,
732,5045.932068,1047,484,EB,,
4229,5049.609492,1868,3106,EB,,
4055,5050.557369,4938,3146,EB,,
217,5052.289946,507,1220,EB,,
217,5052.289946,507,1220,EB,,
217,5052.289946,507,1220,EB,,
2772,5056.215452,1415,419,EB,,
3832,5056.994124,3608,2667,EB,,
2700,5058.794705,1385,347,EB,,
2845,5063.767898,1558,1804,EB,,
3099,5067.844462,1762,2108,EB,,
110,5070.18319,1495,1109,EB,,
3754,5077.636192,1765,2434,EB,,
4134,5080.533369,3449,3239,EB,,
3864,5082.738059,3446,2731,EB,,
3126,5084.750716,1536,2135,EB,,
3126,5084.750716,1536,2135,EB,,
2419,5089.926616,1130,113,EB,,
752,5092.281852,1487,523,EB,,
752,5092.281852,1487,523,EB,,
631,5100.431831,1606,1651,EB,,
1003,5105.117925,1580,854,EB,,
1821,5107.429184,816,26,EB,,
160,5107.577873,1745,1159,EB,,
2412,5122.612161,221,107,EB,,
4108,5127.406422,1798,3215,EB,,
895,5137.591074,1527,686,EB,,
270,5137.950821,1401,1274,EB,,
2511,5140.825078,1033,3,EB,,
698,5141.143927,1394,450,EB,,
2697,5142.976813,1390,344,EB,,
2697,5142.976813,1390,344,EB,,
858,5148.228635,1562,641,EB,,
534,5149.12553,1705,1550,EB,,
4315,5156.373219,5160,3286,EB,,
3092,5158.757509,3594,2101,EB,,
3092,5158.757509,3594,2101,EB,,
3152,5164.390843,2966,2161,EB,,
3563,5172.011638,5164,2765,EB,,
3563,5172.011638,5164,2765,EB,,
540,5172.742612,1660,1556,EB,,
611,5187.382001,1043,1631,EB,,
850,5193.572124,1555,633,EB,,
3188,5196.734574,3089,2197,EB,,
3134,5200.876535,1826,2143,EB,,
581,5202.954854,3508,1601,EB,,
766,5207.280168,525,539,EB,,
125,5209.683867,1538,1124,EB,,
125,5209.683867,1538,1124,EB,,
3770,5216.823764,3641,2458,EB,,
3770,5216.823764,3641,2458,EB,,
216,5217.219409,1503,1219,EB,,
1021,5219.27059,459,872,EB,,
927,5221.106257,1602,718,EB,,
3378,5221.543431,2960,2367,EB,,
3138,5228.425291,3085,2147,EB,,
481,5229.385237,1437,1495,EB,,
2852,5235.403915,3618,1811,EB,,
436,5236.670328,1740,1447,EB,,
436,5236.670328,1740,1447,EB,,
2664,5238.793964,1370,311,EB,,
3896,5244.216998,4896,2756,EB,,
2931,5254.385522,1750,1891,EB,,
2443,5261.49184,1061,135,EB,,
2539,5261.49184,1169,55,EB,,
3110,5264.168249,3446,2119,EB,,
58,5266.724854,1711,1057,EB,,
141,5270.060766,501,1140,EB,,
96,5272.004147,1510,1095,EB,,
4289,5298.344103,5321,3244,EB,,
4303,5303.916501,5327,3277,EB,,
2411,5304.83781,606,106,EB,,
2411,5304.83781,606,106,EB,,
2537,5305.791274,596,53,EB,,
3887,5306.177783,3615,2757,EB,,
2913,5311.588687,1851,1873,EB,,
2622,5311.881493,917,242,EB,,
4283,5314.016659,5318,3259,EB,,
4283,5314.016659,5318,3259,EB,,
619,5314.615857,1412,1639,EB,,
109,5315.767929,1782,1108,EB,,
3853,5318.034396,1489,2690,EB,,
2692,5326.269242,1383,339,EB,,
433,5327.466889,1729,1444,EB,,
189,5330.770924,1822,1190,EB,,
3386,5335.346607,2980,2382,EB,,
1117,5344.223394,1396,967,EB,,
1004,5349.830925,1415,855,EB,,
679,5354.12959,1881,1699,EB,,
1017,5354.614863,1590,868,EB,,
254,5366.001619,1550,1258,EB,,
261,5370.717742,1878,1265,EB,,
2695,5374.405923,1274,342,EB,,
4248,5375.107027,4872,3119,EB,,
3790,5375.82695,3596,2478,EB,,
1079,5376.048335,1043,929,EB,,
2764,5380.398244,1406,411,EB,,
2764,5380.398244,1406,411,EB,,
672,5383.221267,1187,1692,EB,,
707,5386.571022,1215,459,EB,,
102,5386.913452,1355,1101,EB,,
3339,5389.597238,1868,2348,EB,,
2660,5390.535099,1347,307,EB,,
4284,5396.866974,5319,3266,EB,,
740,5397.887695,1441,509,EB,,
740,5397.887695,1441,509,EB,,
2403,5399.239015,922,1,EB,,
1002,5399.711588,1666,853,EB,,
1091,5407.558955,1623,941,EB,,
117,5410.470711,453,1116,EB,,
111,5425.344885,1756,1110,EB,,
3811,5426.90325,3087,2496,EB,,
2657,5429.841576,1159,304,EB,,
252,5430.469587,1166,1256,EB,,
925,5445.298675,1600,716,EB,,
1061,5445.811574,849,912,EB,,
3296,5448.875212,3498,2305,EB,,
1108,5453.145733,774,958,EB,,
3838,5463.029709,1543,2675,EB,,
3822,5463.362024,4917,2657,EB,,
600,5479.729023,2959,1620,EB,,
3633,5483.880378,5235,3082,EB,,
861,5495.289044,1565,644,EB,,
745,5500.587308,1504,514,EB,,
2901,5500.674938,1512,1861,EB,,
2559,5502.137178,921,73,EB,,
2331,5511.947765,1017,11,EB,,
595,5515.34621,2960,1615,EB,,
292,5521.84429,1042,1296,EB,,
3163,5548.544729,3444,2172,EB,,
3145,5556.091667,1031,2154,EB,,
993,5559.98471,1222,844,EB,,
3809,5560.824978,3445,2479,EB,,
3809,5560.824978,3445,2479,EB,,
2581,5566.825008,1211,93,EB,,
1139,5570.8422,1751,989,EB,,
2295,5571.647007,609,37,EB,,
2295,5571.647007,609,37,EB,,
3750,5572.052244,1031,2599,EB,,
641,5596.393682,1823,1661,EB,,
597,5626.31962,2990,1617,EB,,
2553,5627.138305,1183,68,EB,,
860,5627.404167,1564,643,EB,,
898,5627.952112,1584,689,EB,,
56,5652.338559,221,1055,EB,,
3230,5654.366828,1523,2239,EB,,
115,5667.995791,1540,1114,EB,,
115,5667.995791,1540,1114,EB,,
115,5667.995791,1540,1114,EB,,
2491,5673.98091,449,19,EB,,
3093,5675.34856,3486,2102,EB,,
178,5680.19772,1802,1178,EB,,
401,5682.238058,497,1412,EB,,
401,5682.238058,497,1412,EB,,
401,5682.238058,497,1412,EB,,
480,5691.524094,1018,1494,EB,,
480,5691.524094,1018,1494,EB,,
3121,5713.98978,1702,2130,EB,,
2415,5716.853173,1163,11,EB,,
3133,5717.038586,4805,2142,EB,,
3133,5717.038586,4805,2142,EB,,
1121,5727.945175,1020,971,EB,,
903,5733.768345,1515,694,EB,,
3666,5736.431158,5269,3124,EB,,
3836,5743.9819,4904,2673,EB,,
4305,5757.437764,3444,3278,EB,,
2704,5762.495377,1231,351,EB,,
2704,5762.495377,1231,351,EB,,
3651,5763.331961,5254,3100,EB,,
446,5768.907663,1356,1457,EB,,
376,5771.699366,1766,1387,EB,,
2239,5776.396121,525,187,EB,,
2239,5776.396121,525,187,EB,,
3211,5779.802495,1742,2220,EB,,
3211,5779.802495,1742,2220,EB,,
351,5783.079889,1782,1362,EB,,
238,5785.925719,458,1242,EB,,
3101,5791.132559,1607,2110,EB,,
3101,5791.132559,1607,2110,EB,,
2766,5797.173684,1411,413,EB,,
2766,5797.173684,1411,413,EB,,
3140,5798.675844,2962,2149,EB,,
844,5815.908999,1553,627,EB,,
191,5827.024769,1823,1192,EB,,
2490,5833.358099,1157,18,EB,,
2691,5836.679619,915,338,EB,,
235,5845.621493,1864,1239,EB,,
2564,5851.456421,1200,78,EB,,
2529,5851.73795,1168,46,EB,,
555,5853.849578,1722,1575,EB,,
555,5853.849578,1722,1575,EB,,
555,5853.849578,1722,1575,EB,,
2561,5863.509833,1178,75,EB,,
2223,5866.929404,467,172,EB,,
2222,5891.231273,509,171,EB,,
2222,5891.231273,509,171,EB,,
3849,5905.021256,1499,2686,EB,,
2606,5906.179613,1272,226,EB,,
2567,5908.504682,1036,80,EB,,
3682,5910.278958,2964,2368,EB,,
710,5910.453961,668,462,EB,,
1122,5912.054215,1247,972,EB,,
2743,5915.816349,1364,390,EB,,
2743,5915.816349,1364,390,EB,,
4290,5922.044772,5322,3246,EB,,
271,5927.596653,1381,1275,EB,,
2568,5932.795916,1184,81,EB,,
3143,5942.68386,3020,2152,EB,,
3143,5942.68386,3020,2152,EB,,
2614,5944.401376,1177,234,EB,,
831,5950.47747,1549,612,EB,,
3329,5968.454585,1494,2338,EB,,
60,5989.333392,1743,1059,EB,,
3169,5990.099868,3606,2178,EB,,
3169,5990.099868,3606,2178,EB,,
3149,5993.724599,2980,2158,EB,,
1018,5994.699845,1670,869,EB,,
2516,6001.71401,1159,34,EB,,
4191,6007.78927,4971,3081,EB,,
3381,6008.562412,1740,2378,EB,,
3882,6027.730578,1872,2746,EB,,
3882,6027.730578,1872,2746,EB,,
3882,6027.730578,1872,2746,EB,,
598,6045.773456,1504,1618,EB,,
728,6046.713797,450,480,EB,,
2436,6056.211031,1040,129,EB,,
928,6063.177542,1603,719,EB,,
4320,6064.781838,4939,3285,EB,,
4316,6065.060779,4863,3287,EB,,
3200,6072.496748,1797,2209,EB,,
1062,6073.90344,1438,913,EB,,
2420,6092.823134,477,114,EB,,
118,6093.985419,1698,1117,EB,,
59,6096.903673,1040,1058,EB,,
2806,6102.611489,1606,1764,EB,,
3217,6106.165923,453,2226,EB,,
2628,6111.824651,868,248,EB,,
381,6121.771567,1743,1392,EB,,
2751,6126.649337,1408,398,EB,,
2751,6126.649337,1408,398,EB,,
3202,6134.809332,1805,2211,EB,,
4274,6140.804701,1868,3249,EB,,
757,6142.734526,1491,529,EB,,
757,6142.734526,1491,529,EB,,
2811,6143.961998,1542,1769,EB,,
2811,6143.961998,1542,1769,EB,,
859,6144.62888,1563,642,EB,,
1141,6153.566004,1553,991,EB,,
2376,6154.592068,1055,53,EB,,
3198,6162.419134,1401,2207,EB,,
2498,6168.816173,1244,204,EB,,
901,6169.065948,497,692,EB,,
3690,6184.09209,3089,2401,EB,,
3690,6184.09209,3089,2401,EB,,
94,6187.16604,1731,1093,EB,,
179,6189.944592,1803,1179,EB,,
3687,6190.468847,1581,2397,EB,,
3687,6190.468847,1581,2397,EB,,
856,6198.225947,1561,639,EB,,
2666,6216.363315,557,313,EB,,
2810,6222.467679,1603,1768,EB,,
3862,6238.017314,1740,2724,EB,,
409,6246.38703,1774,1420,EB,,
2520,6259.869304,1180,38,EB,,
2670,6262.853722,1234,317,EB,,
175,6272.416383,1244,1175,EB,,
122,6290.06167,1682,1121,EB,,
4106,6307.241348,5133,3213,EB,,
2598,6319.714486,1274,218,EB,,
407,6331.888199,1165,1418,EB,,
106,6333.778235,1609,1105,EB,,
3782,6341.353868,3505,2465,EB,,
2844,6349.727823,1504,1803,EB,,
2844,6349.727823,1504,1803,EB,,
2853,6365.61782,1543,1812,EB,,
1112,6373.525198,1740,962,EB,,
3196,6376.908401,1593,2205,EB,,
2554,6380.447145,1189,69,EB,,
3873,6394.169245,4881,2737,EB,,
2276,6399.102128,494,22,EB,,
2276,6399.102128,494,22,EB,,
3115,6406.278583,1581,2124,EB,,
3888,6408.096761,5077,2752,EB,,
419,6418.204259,1559,1430,EB,,
2426,6422.186459,609,12,EB,,
3130,6422.266627,3497,2139,EB,,
585,6437.576054,1029,1605,EB,,
3899,6469.229069,1742,2759,EB,,
1009,6474.504046,1506,860,EB,,
2496,6475.362349,501,202,EB,,
2703,6483.583174,868,350,EB,,
3895,6486.489871,4878,2761,EB,,
2763,6488.430785,1404,410,EB,,
3385,6489.473118,1031,2375,EB,,
2291,6492.099987,497,33,EB,,
2291,6492.099987,497,33,EB,,
2640,6498.160982,498,260,EB,,
2576,6498.255949,951,89,EB,,
682,6519.103489,1765,1702,EB,,
2721,6519.415337,1396,368,EB,,
2721,6519.415337,1396,368,EB,,
3160,6527.267789,2964,2169,EB,,
3763,6542.566017,3515,2450,EB,,
3763,6542.566017,3515,2450,EB,,
1069,6550.960825,1435,920,EB,,
1069,6550.960825,1435,920,EB,,
2571,6569.335861,1194,84,EB,,
3971,6578.241201,2966,3032,EB,,
186,6584.161395,1699,1187,EB,,
3091,6593.43821,1187,2100,EB,,
2605,6595.522715,1271,225,EB,,
2518,6595.915388,1172,36,EB,,
1058,6600.880748,1188,909,EB,,
3223,6619.658853,1616,2232,EB,,
3223,6619.658853,1616,2232,EB,,
3672,6626.304293,1415,2385,EB,,
3783,6644.956651,1244,2469,EB,,
1129,6667.196143,1552,979,EB,,
594,6668.081193,2984,1614,EB,,
904,6668.778385,1166,695,EB,,
3865,6675.908139,4887,2732,EB,,
3865,6675.908139,4887,2732,EB,,
3207,6676.308322,3573,2216,EB,,
3207,6676.308322,3573,2216,EB,,
2702,6677.41298,1386,349,EB,,
2624,6689.117121,528,244,EB,,
3759,6699.396194,1384,2438,EB,,
3759,6699.396194,1384,2438,EB,,
4319,6707.893153,5335,3292,EB,,
3817,6713.418222,5116,2504,EB,,
3817,6713.418222,5116,2504,EB,,
2560,6725.578619,1188,74,EB,,
1105,6769.192368,1218,955,EB,,
2610,6779.569111,1051,230,EB,,
3870,6781.462872,2966,2734,EB,,
769,6784.19466,1508,542,EB,,
3874,6787.899404,4912,2738,EB,,
3978,6797.638596,3456,3025,EB,,
843,6799.280521,1552,626,EB,,
119,6800.850558,1570,1118,EB,,
3780,6802.103021,4892,2466,EB,,
2475,6802.826353,1242,164,EB,,
2689,6807.132417,1357,336,EB,,
475,6820.802268,1040,1488,EB,,
68,6834.255005,1553,1067,EB,,
3778,6838.234945,4894,2468,EB,,
2851,6858.582969,221,1810,EB,,
2558,6864.028605,1186,72,EB,,
3891,6876.039943,1752,2766,EB,,
411,6886.16637,1541,1422,EB,,
849,6895.080019,1543,632,EB,,
187,6921.336302,1821,1188,EB,,
3915,6927.643841,1868,2792,EB,,
2334,6949.411499,1020,14,EB,,
2893,6949.677687,3460,1853,EB,,
2422,6960.138241,163,116,EB,,
2422,6960.138241,163,116,EB,,
2538,6960.138241,497,54,EB,,
922,6970.957544,1598,713,EB,,
2531,6979.634369,677,48,EB,,
2618,6982.320947,509,238,EB,,
2618,6982.320947,509,238,EB,,
156,6992.391712,1429,1155,EB,,
3810,7022.762315,3490,2497,EB,,
349,7024.900775,1244,1360,EB,,
686,7043.030695,1729,1708,EB,,
1085,7043.395239,1722,935,EB,,
735,7062.961613,1437,503,EB,,
3956,7093.098554,1750,3000,EB,,
3659,7106.666754,5262,3105,EB,,
2418,7110.799418,850,112,EB,,
2524,7122.992936,1047,41,EB,,
2484,7127.486936,1030,172,EB,,
2484,7127.486936,1030,172,EB,,
2548,7127.486936,1177,63,EB,,
841,7144.37779,1542,623,EB,,
4045,7177.568852,1740,2961,EB,,
4045,7177.568852,1740,2961,EB,,
2575,7191.97329,1195,88,EB,,
4182,7206.179744,1752,3078,EB,,
3187,7209.956474,1196,2196,EB,,
2565,7212.186725,441,79,EB,,
2556,7220.546928,1198,70,EB,,
1114,7242.247852,1485,964,EB,,
2534,7262.554689,1173,50,EB,,
2804,7285.965225,3020,1762,EB,,
2804,7285.965225,3020,1762,EB,,
2904,7307.134343,1580,1864,EB,,
1074,7314.2269,1684,924,EB,,
924,7341.045538,1599,715,EB,,
1014,7381.840933,1188,865,EB,,
2759,7383.673002,1411,406,EB,,
2759,7383.673002,1411,406,EB,,
1860,7407.929601,1068,8,EB,,
1860,7407.929601,1068,8,EB,,
4082,7415.102863,1752,3175,EB,,
3146,7443.322277,1848,2155,EB,,
2850,7453.350663,3021,1809,EB,,
2579,7453.882136,1041,91,EB,,
4111,7466.85645,3093,2380,EB,,
4111,7466.85645,3093,2380,EB,,
3880,7468.235877,2963,2745,EB,,
2667,7470.679544,1203,314,EB,,
3097,7472.253071,4854,2106,EB,,
2591,7476.574641,1221,210,EB,,
2905,7517.437937,3511,1865,EB,,
3394,7518.397343,4876,2384,EB,,
3203,7533.914419,1774,2212,EB,,
3191,7560.675365,1356,2200,EB,,
2843,7578.787366,3453,1802,EB,,
2658,7646.45912,1158,305,EB,,
2658,7646.45912,1158,305,EB,,
2676,7662.532776,849,323,EB,,
2414,7715.181806,65,109,EB,,
3167,7722.301059,3003,2176,EB,,
3167,7722.301059,3003,2176,EB,,
2194,7764.839059,216,146,EB,,
3189,7773.140915,4886,2198,EB,,
3189,7773.140915,4886,2198,EB,,
403,7829.947921,441,1414,EB,,
3753,7842.146275,1503,2444,EB,,
2890,7855.252595,1869,1850,EB,,
4291,7882.253856,5269,3269,EB,,
588,7888.269298,1276,1608,EB,,
804,7937.782962,629,581,EB,,
2470,7955.657028,912,16,EB,,
2849,7988.407705,1699,1808,EB,,
1050,8002.78181,823,901,EB,,
2714,8016.274088,1365,361,EB,,
2714,8016.274088,1365,361,EB,,
2654,8017.14931,1345,301,EB,,
3204,8017.511628,1199,2213,EB,,
4127,8052.364801,5260,3229,EB,,
4056,8052.829714,5262,3151,EB,,
2842,8058.906881,1821,1801,EB,,
2481,8088.013582,1156,17,EB,,
1097,8090.675798,1566,947,EB,,
3293,8096.700546,3489,2302,EB,,
3872,8116.910136,1852,2739,EB,,
997,8135.687644,1511,848,EB,,
1042,8164.430024,1276,893,EB,,
2231,8180.655308,921,18,EB,,
2231,8180.655308,921,18,EB,,
211,8198.443847,1213,1214,EB,,
3875,8207.182809,1664,2742,EB,,
4280,8209.49354,5267,3262,EB,,
2535,8210.218408,1174,51,EB,,
3118,8231.187752,4866,2127,EB,,
2371,8253.767451,1043,48,EB,,
2413,8263.587322,1203,108,EB,,
2423,8274.754774,455,117,EB,,
2680,8283.916793,639,327,EB,,
2454,8292.461531,559,145,EB,,
2454,8292.461531,559,145,EB,,
2546,8292.461531,1182,61,EB,,
799,8336.31678,1530,576,EB,,
799,8336.31678,1530,576,EB,,
709,8370.925673,677,461,EB,,
1118,8371.699905,1510,968,EB,,
990,8377.178693,1187,841,EB,,
990,8377.178693,1187,841,EB,,
3877,8391.103678,2964,2740,EB,,
2896,8414.127245,3088,1856,EB,,
2713,8489.517156,1361,360,EB,,
2713,8489.517156,1361,360,EB,,
1019,8524.7417,1042,870,EB,,
2681,8525.26534,563,328,EB,,
3186,8529.178018,1018,2195,EB,,
3388,8544.006517,1710,2390,EB,,
2675,8550.96251,1380,322,EB,,
875,8557.591672,1385,666,EB,,
797,8568.319012,1520,574,EB,,
797,8568.319012,1520,574,EB,,
3848,8588.085924,1762,2688,EB,,
3119,8614.591097,4867,2128,EB,,
2688,8620.598712,1130,335,EB,,
2497,8664.616631,927,203,EB,,
2805,8697.212947,1665,1763,EB,,
2805,8697.212947,1665,1763,EB,,
2805,8697.212947,1665,1763,EB,,
3162,8716.394792,1790,2171,EB,,
3162,8716.394792,1790,2171,EB,,
372,8727.400565,912,1383,EB,,
2724,8864.715559,1360,371,EB,,
350,8867.023138,1742,1361,EB,,
2526,8879.895189,329,43,EB,,
2891,8907.484561,1759,1851,EB,,
2891,8907.484561,1759,1851,EB,,
2891,8907.484561,1759,1851,EB,,
2891,8907.484561,1759,1851,EB,,
788,8910.726754,1502,565,EB,,
788,8910.726754,1502,565,EB,,
2360,8925.439573,792,38,EB,,
2747,8949.137113,1185,394,EB,,
1103,8966.797997,1542,953,EB,,
2621,9040.224975,1170,241,EB,,
2580,9067.257598,1197,92,EB,,
3830,9072.120203,1193,2664,EB,,
2687,9200.683019,1356,334,EB,,
2193,9225.615405,221,145,EB,,
2627,9241.140085,1278,247,EB,,
2578,9277.966273,1196,90,EB,,
2582,9302.932701,828,94,EB,,
795,9318.141394,1032,572,EB,,
2684,9384.630094,1153,331,EB,,
2672,9423.997011,1213,319,EB,,
3172,9459.618918,3093,2181,EB,,
3172,9459.618918,3093,2181,EB,,
2682,9466.933659,847,329,EB,,
3135,9501.117655,1499,2144,EB,,
2718,9530.626492,504,365,EB,,
3775,9559.017505,3615,2445,EB,,
3775,9559.017505,3615,2445,EB,,
890,9563.406532,1063,681,EB,,
2369,9578.634951,1041,46,EB,,
999,9587.648098,1510,850,EB,,
1130,9592.900801,1698,980,EB,,
1130,9592.900801,1698,980,EB,,
2522,9624.101415,500,4,EB,,
2527,9913.747492,1179,44,EB,,
1001,10014.13552,1040,852,EB,,
2626,10017.86595,1045,246,EB,,
2626,10017.86595,1045,246,EB,,
2637,10081.06093,522,257,EB,,
637,10126.05383,1611,1657,EB,,
637,10126.05383,1611,1657,EB,,
637,10126.05383,1611,1657,EB,,
2847,10172.83792,3010,1806,EB,,
2847,10172.83792,3010,1806,EB,,
2521,10233.75257,550,39,EB,,
2482,10372.06074,942,170,EB,,
2663,10405.765,1369,310,EB,,
3878,10428.87294,4888,2744,EB,,
2450,10485.49986,1235,141,EB,,
2450,10485.49986,1235,141,EB,,
2450,10485.49986,1235,141,EB,,
2540,10485.49986,941,56,EB,,
2593,10516.67599,1247,212,EB,,
782,10617.26069,1517,556,EB,,
1075,10682.51447,1570,925,EB,,
3159,10687.83166,1743,2168,EB,,
3159,10687.83166,1743,2168,EB,,
3159,10687.83166,1743,2168,EB,,
2686,10710.70954,865,333,EB,,
4288,10768.29039,1029,3261,EB,,
816,10802.44671,1526,594,EB,,
3221,10826.69114,1827,2230,EB,,
2483,10923.51107,1032,171,EB,,
2652,10968.82857,220,272,EB,,
2652,10968.82857,220,272,EB,,
2677,10975.75813,847,324,EB,,
2677,10975.75813,847,324,EB,,
2552,11012.56594,1192,67,EB,,
2367,11016.85941,629,44,EB,,
2678,11019.40336,1028,325,EB,,
2417,11187.27619,608,111,EB,,
2809,11227.67402,3024,1767,EB,,
2809,11227.67402,3024,1767,EB,,
2532,11295.57861,1049,49,EB,,
1011,11342.85234,1359,862,EB,,
1011,11342.85234,1359,862,EB,,
2587,11347.34651,1218,99,EB,,
3144,11383.20863,1510,2153,EB,,
2292,11385.41307,927,34,EB,,
2292,11385.41307,927,34,EB,,
2586,11454.58876,1217,98,EB,,
2586,11454.58876,1217,98,EB,,
2742,11549.1732,1366,389,EB,,
2742,11549.1732,1366,389,EB,,
3664,11735.68921,5267,3120,EB,,
2954,11738.29999,1271,1914,EB,,
2685,11924.04431,1355,332,EB,,
814,11963.18521,1524,592,EB,,
2653,14001.95021,1029,273,EB,,
2551,14004.97576,1191,66,EB,,
2551,14004.97576,1191,66,EB,,
3179,14175.29099,1580,2188,EB,,
3179,14175.29099,1580,2188,EB,,
889,14926.56323,858,680,EB,,
882,15878.93359,1370,673,EB,,
2808,16622.6733,3456,1766,EB,,
2649,17050.92074,467,269,EB,,
2649,17050.92074,467,269,EB,,
2646,17621.09645,1303,266,EB,,
2646,17621.09645,1303,266,EB,,
809,19624.11704,1528,587,EB,,
809,19624.11704,1528,587,EB,,
2645,19855.17471,1028,265,EB,,
2645,19855.17471,1028,265,EB,,
815,20064.77626,1525,593,EB,,
806,21885.52482,1535,583,EB,,
3785,115868.9295,1533,2476,EB,,
3785,115868.9295,1533,2476,EB,,
2441,10599.41096,,133,EAF,6,30
2619,7453.016464,,239,EAF,6,30
2655,3738.26384,,302,EAF,6,30
2668,12666.15956,,315,EAF,6,30
2672,4867.995003,,319,EAF,6,29
2694,6966.520745,,341,EAF,6,29
2697,7608.491802,,344,EAF,6,13
2699,4328.290337,,346,EAF,6,10
2700,5014.739616,,347,EAF,6,10
2701,5983.033113,,348,EAF,6,10
2708,7011.012838,,355,EAF,6,10
2708,5824.446987,,355,EAF,6,15
2713,8416.009684,,360,EAF,6,12
2714,11930.04933,,361,EAF,6,13
