BloodID,TL,Whodunnit,PlateID,BirdID,Objective,Ageclass,RightTarsus,LeftTarsus,BodyMass,EyeColour,LayYear,FieldPeriodID,OccasionID,OccasionDate,TerritoryID,Status,BreedGroupID,SexEstimate,MaxOfMaxOfSeenDate
3699,14301.64134,EAF,40,1742,7,A,25.1,,15.6,RB,2002,82,2052,21/06/2007,71,BrM,4241,1,28/08/2008
3472,3006.503875,EAF,37,5075,7,SA,23.5,,14.1,LB,2006,82,2088,20/07/2007,71,SEEN1,4241,0,18/08/2015
3474,3758.658802,EB,9,5077,3,J,24.7,,14.5,G,2007,82,2090,25/07/2007,72,OFL,4243,1,29/07/2015
3780,6802.103021,EB,9,4892,3,SA,25.7,,16.1,RB,2006,82,2091,26/07/2007,72,ABX,4243,1,28/09/2013
3780,6232.748215,EAF,35,4892,6,SA,25.7,,16.1,RB,2006,82,2091,26/07/2007,72,ABX,4243,1,28/09/2013
3779,4691.403909,EB,10,1805,3,A,24.2,,14.0,RB,2003,82,2091,26/07/2007,72,BrF,4243,0,28/08/2010
3779,4296.988359,EAF,23,1805,6,A,24.2,,14.0,RB,2003,82,2091,26/07/2007,72,BrF,4243,0,28/08/2010
3782,6341.353868,EB,9,3505,3,A,23.6,,14.0,RB,2005,82,2091,26/07/2007,72,H,4243,0,05/09/2009
3784,3475.982254,EB,10,4871,3,A,24.5,,16.0,RB,2006,82,2091,26/07/2007,72,ABX,4243,0,05/09/2010
3784,4186.292559,EB,9,4871,3,A,24.5,,16.0,RB,2006,82,2091,26/07/2007,72,ABX,4243,0,05/09/2010
3752,1383.540986,EB,14,1664,3,A,23.5,,14.1,RB,2002,82,2087,19/07/2007,74,BrF,4244,0,24/01/2009
3385,6489.473118,EB,10,1031,2,A,27.0,,17.9,RB,1996,82,2043,14/06/2007,74,BrM,4244,1,09/03/2010
3750,5572.052244,EB,10,1031,2,A,26.3,,17.9,RB,1996,82,2222,18/07/2007,74,BrM,4244,1,09/03/2010
3813,4464.918948,EB,9,4912,3,SA,23.6,,15.1,LB,2006,82,2231,18/08/2007,75,SEEN1,4245,0,25/08/2008
3813,3664.277587,EB,12,4912,3,SA,23.6,,15.1,LB,2006,82,2231,18/08/2007,75,SEEN1,4245,0,25/08/2008
3682,5910.278958,EB,63,2964,3,A,26.3,,17.1,RB,2003,82,2212,16/06/2007,75,BrM,4245,1,19/01/2008
3821,4122.581854,EB,14,4881,3,A,25.9,,16.9,RB,2005,82,2233,22/08/2007,76,BrM,4246,1,09/01/2009
3824,4374.814219,EB,14,1852,3,A,24.6,,16.1,RB,2003,82,2233,22/08/2007,76,BrF,4246,0,04/08/2014
3824,6618.469961,EB,9,1852,3,A,24.6,,16.1,RB,2003,82,2233,22/08/2007,76,BrF,4246,0,04/08/2014
3683,1638.990085,EB,6,1852,3,A,24.6,,15.5,RB,2003,82,2212,16/06/2007,76,BrF,4246,0,04/08/2014
3388,8544.006517,EB,6,1710,3,A,26.0,,16.9,RB,2002,82,2044,15/06/2007,77,BrM,4247,1,31/08/2015
3751,8665.431422,EAF,35,4888,6,SA,25.3,,17.5,,2006,82,2087,19/07/2007,77,AB,4247,1,25/07/2011
3751,2410.989044,EAF,20,4888,7,SA,25.3,,17.5,,2006,82,2087,19/07/2007,77,AB,4247,1,25/07/2011
3534,7641.22621,EAF,45,5137,7,CH,24.6,,15.6,G,2007,82,2120,02/09/2007,77,FL,4247,0,25/08/2008
3827,3446.193225,EB,34,1707,4,A,24.3,,17.1,RB,2001,82,2233,22/08/2007,77,BrF,4247,0,31/08/2015
3405,1567.255398,EAF,25,5008,8,J,24.4,,15.5,G,2007,82,2052,21/06/2007,80,ABX,4249,1,10/01/2009
3405,757.8092562,EAF,27,5008,8,J,24.4,,15.5,G,2007,82,2052,21/06/2007,80,ABX,4249,1,10/01/2009
3828,8381.272357,EAF,19,1895,6,A,24.5,,18.0,RB,2003,82,2233,22/08/2007,81,BrF,4250,0,26/02/2010
3828,2599.119599,EB,14,1895,3,A,24.5,,18.0,RB,2003,82,2233,22/08/2007,81,BrF,4250,0,26/02/2010
3828,8097.726398,EAF,11,1895,6,A,24.5,,18.0,RB,2003,82,2233,22/08/2007,81,BrF,4250,0,26/02/2010
3825,4776.347821,EB,9,1754,3,A,26.1,,17.7,RB,2001,82,2233,22/08/2007,81,BrM,4250,1,25/08/2008
3825,4194.358557,EB,15,1754,3,A,26.1,,17.7,RB,2001,82,2233,22/08/2007,81,BrM,4250,1,25/08/2008
3542,12778.92556,EAF,24,5146,7,CH,19.3,,13.2,G,2007,82,2125,07/09/2007,83,FL,4252,1,14/01/2008
3542,7402.013844,EAF,26,5146,6,CH,19.3,,13.2,G,2007,82,2125,07/09/2007,83,FL,4252,1,14/01/2008
3815,5013.540868,EB,82,4950,3,A,23.0,,15.1,RB,2006,82,2231,18/08/2007,85,ABX,4253,0,12/08/2008
3546,8560.798278,EAF,25,5150,7,CH,15.1,,10.3,G,2007,82,2127,09/09/2007,85,CH,4253,0,09/09/2007
3546,9567.491109,EAF,26,5150,6,CH,15.1,,10.3,G,2007,82,2127,09/09/2007,85,CH,4253,0,09/09/2007
3546,4892.525701,EAF,26,5150,7,CH,15.1,,10.3,G,2007,82,2127,09/09/2007,85,CH,4253,0,09/09/2007
3695,326.6248493,EAF,32,2963,7,A,25.1,,15.0,,2003,82,2214,20/06/2007,86,H,4254,0,29/07/2010
3854,3572.127494,EB,78,2963,3,A,24.6,,14.9,RB,2003,82,2121,03/09/2007,86,H,4254,0,29/07/2010
3533,10008.35939,EAF,26,5136,6,CH,22.9,,14.3,G,2007,82,2118,01/09/2007,86,FL,4254,0,11/09/2007
3533,2638.762636,EAF,24,5136,7,CH,22.9,,14.3,G,2007,82,2118,01/09/2007,86,FL,4254,0,11/09/2007
3532,6673.523005,EAF,20,5135,7,CH,21.4,,12.0,G,2007,82,2119,01/09/2007,86,CH,4254,0,11/09/2007
3532,6470.395746,EAF,35,5135,6,CH,21.4,,12.0,G,2007,82,2119,01/09/2007,86,CH,4254,0,11/09/2007
3477,2919.198178,EB,11,5080,3,J,24.7,,14.3,G,2007,82,2092,27/07/2007,86,SEEN1,4254,0,17/02/2010
3814,4013.062353,EB,9,4915,3,SA,25.6,,17.0,LB,2006,82,2231,18/08/2007,86,ABX,4254,1,30/08/2007
3814,4900.467454,EB,12,4915,3,SA,25.6,,17.0,LB,2006,82,2231,18/08/2007,86,ABX,4254,1,30/08/2007
3855,237180.8476,EB,91,3089,3,A,26.6,,17.3,RB,2004,82,2121,03/09/2007,86,BrM,4254,1,14/09/2015
3855,2669.751112,EB,64,3089,3,A,26.6,,17.3,RB,2004,82,2121,03/09/2007,86,BrM,4254,1,14/09/2015
3690,6184.09209,EB,63,3089,3,A,26.9,,17.2,RB,2004,82,2214,20/06/2007,86,BrM,4254,1,14/09/2015
3694,4267.920942,EB,63,2978,3,A,24.7,,15.2,RB,2003,82,2214,20/06/2007,86,BrF,4254,0,18/07/2013
3813,4464.918948,EB,9,4912,3,SA,23.6,,15.1,LB,2006,82,2231,18/08/2007,86,ABX,4254,0,25/08/2008
3813,3664.277587,EB,12,4912,3,SA,23.6,,15.1,LB,2006,82,2231,18/08/2007,86,ABX,4254,0,25/08/2008
3696,11328.48067,EAF,36,4886,7,SA,25.6,,16.0,LB,2006,82,2214,20/06/2007,86,ABX,4254,1,28/08/2007
3530,7989.127935,EAF,1,5133,8,SA,25.6,,16.9,LB,2006,82,2118,01/09/2007,93,SEEN1,4259,1,13/02/2009
3477,2919.198178,EB,11,5080,3,J,24.7,,14.3,G,2007,82,2092,27/07/2007,93,ABX,4259,0,17/02/2010
3787,5998.31337,EAF,35,4884,6,SA,26.6,,15.9,LB,2006,82,2092,27/07/2007,93,ABX,4259,1,02/08/2007
3787,4362.786659,EB,10,4884,3,SA,26.6,,15.9,LB,2006,82,2092,27/07/2007,93,ABX,4259,1,02/08/2007
3553,9191.812979,EAF,26,5157,6,CH,23.6,,14.2,G,2007,82,2129,16/09/2007,95,CH,4261,0,16/09/2007
3789,2845.207031,EB,11,4872,3,A,24.5,,16.3,RB,2006,82,2226,29/07/2007,95,BrM,4261,1,07/09/2015
3688,20333.51211,EAF,38,4872,7,SA,25.8,,16.5,LB,2006,82,2213,19/06/2007,95,BrM,4261,1,07/09/2015
3852,4016.662086,EB,71,4872,3,A,25.7,,16.2,RB,2006,82,2118,01/09/2007,95,BrM,4261,1,07/09/2015
3851,7358.038643,EAF,30,1170,7,A,24.9,,17.0,RB,1997,82,2118,01/09/2007,95,BrF,4261,0,05/08/2008
3812,3439.242432,EAF,37,4948,8,SA,26.0,,16.3,LB,2006,82,2110,16/08/2007,96,BrM,4262,1,09/02/2014
3515,1933.059045,EAF,35,5118,8,SA,25.0,,16.1,LB,2006,82,2110,16/08/2007,96,SEEN1,4262,1,25/06/2015
3515,2235.204122,EAF,26,5118,8,SA,25.0,,16.1,LB,2006,82,2110,16/08/2007,96,SEEN1,4262,1,25/06/2015
3547,10889.25812,EAF,30,5151,7,CH,22.5,,14.1,G,2007,82,2127,09/09/2007,98,CH,4263,1,09/09/2007
3547,4833.093666,EAF,26,5151,6,CH,22.5,,14.1,G,2007,82,2127,09/09/2007,98,CH,4263,1,09/09/2007
3548,10983.37199,EAF,26,5152,6,CH,19.6,,11.0,G,2007,82,2127,09/09/2007,98,CH,4263,0,09/09/2007
3548,10990.27453,EAF,29,5152,7,CH,19.6,,11.0,G,2007,82,2127,09/09/2007,98,CH,4263,0,09/09/2007
3786,3801.187903,EB,82,4954,3,A,26.2,,16.0,RB,2006,82,2092,27/07/2007,99,ABX,4264,1,13/09/2015
3785,115868.9295,EB,10,1533,3,A,26.1,,16.5,RB,1999,82,2092,27/07/2007,99,BrM,4264,1,22/01/2015
3785,3110.99484,EB,67,1533,3,A,26.1,,16.5,RB,1999,82,2092,27/07/2007,99,BrM,4264,1,22/01/2015
3788,2696.457076,EB,10,3580,3,A,24.2,,14.9,RB,2005,82,2092,27/07/2007,99,BrF,4264,0,14/08/2008
3788,3110.68699,EAF,23,3580,6,A,24.2,,14.9,RB,2005,82,2092,27/07/2007,99,BrF,4264,0,14/08/2008
3527,2490.912407,EAF,24,5130,7,CH,24.3,,16.5,G,2007,82,2117,31/08/2007,105,FL,4267,0,10/09/2007
3527,5901.156914,EAF,25,5130,6,CH,24.3,,16.5,G,2007,82,2117,31/08/2007,105,FL,4267,0,10/09/2007
3516,6.636164408,EAF,11,5119,6,CH,23.6,,16.0,G,2007,82,2111,18/08/2007,109,FL,4269,0,02/07/2011
3516,9611.683871,EAF,19,5119,6,CH,23.6,,16.0,G,2007,82,2111,18/08/2007,109,FL,4269,0,02/07/2011
3691,4770.588739,EB,34,3501,4,A,24.1,,14.9,RB,2005,82,2214,20/06/2007,113,BrF,4273,0,25/07/2008
3689,3545.587601,EB,87,3486,3,A,26.2,,16.8,RB,2005,82,2213,19/06/2007,116,BrM,4274,1,15/09/2015
3689,3317.778467,EB,6,3486,3,A,26.2,,16.8,RB,2005,82,2213,19/06/2007,116,BrM,4274,1,15/09/2015
3529,2751.181101,EAF,10,5132,8,SA,23.7,,15.8,LB,2006,82,2118,01/09/2007,118,ABX,4275,0,07/09/2015
3853,5318.034396,EB,75,1489,3,A,25.2,,16.3,RB,1999,82,2118,01/09/2007,118,BrM,4275,1,22/02/2015
3518,12879.46047,EAF,24,5121,7,CH,23.1,,17.0,G,2007,82,2113,23/08/2007,118,FL,4275,1,08/09/2010
3518,7371.785176,EAF,25,5121,6,CH,23.1,,17.0,G,2007,82,2113,23/08/2007,118,FL,4275,1,08/09/2010
3552,5919.639157,EAF,30,5156,7,CH,21.2,,13.4,G,2007,82,2128,15/09/2007,125,CH,4278,0,15/09/2007
3552,7578.580523,EAF,26,5156,6,CH,21.2,,13.4,G,2007,82,2128,15/09/2007,125,CH,4278,0,15/09/2007
3790,5375.82695,EB,10,3596,3,A,24.0,,15.5,LB,2005,82,2227,30/07/2007,125,ABX,4278,0,08/09/2015
3790,6587.23969,EAF,23,3596,6,A,24.0,,15.5,LB,2005,82,2227,30/07/2007,125,ABX,4278,0,08/09/2015
3770,5216.823764,EB,89,3641,3,A,24.5,,15.5,RB,2005,82,2224,22/07/2007,126,ABX,4279,0,22/02/2009
3804,1610.937169,EB,11,1886,3,A,24.9,,15.4,RB,2002,82,2108,12/08/2007,134,BrM,4283,1,16/02/2010
3804,3681.365584,EB,88,1886,3,A,24.9,,15.4,RB,2002,82,2108,12/08/2007,134,BrM,4283,1,16/02/2010
3687,6190.468847,EB,89,1581,3,A,26.4,,17.3,RB,2000,82,2048,18/06/2007,135,BrM,4284,1,05/02/2009
3390,7313.238551,EAF,29,5000,7,SA,26.0,,15.9,LB,2006,82,2048,18/06/2007,135,H,4284,1,21/01/2015
3514,5339.364294,EAF,11,5117,6,CH,23.7,,17.1,G,2007,82,2109,13/08/2007,135,FL,4284,0,07/02/2009
3514,6001.151114,EAF,19,5117,6,CH,23.7,,17.1,G,2007,82,2109,13/08/2007,135,FL,4284,0,07/02/2009
3513,4058.128809,EB,11,5116,3,SA,26.1,,16.2,LB,2006,82,2108,12/08/2007,137,ABX,4285,1,18/04/2013
3817,6482.096007,EB,88,5116,3,SA,26.3,,16.6,LB,2006,82,2232,20/08/2007,137,ABX,4285,1,18/04/2013
3817,6713.418222,EB,12,5116,3,SA,26.3,,16.6,LB,2006,82,2232,20/08/2007,137,ABX,4285,1,18/04/2013
3817,7021.685901,EAF,38,5116,7,SA,26.3,,16.6,LB,2006,82,2232,20/08/2007,137,ABX,4285,1,18/04/2013
3544,13856.1277,EAF,24,5148,7,CH,22.1,,14.1,G,2007,82,2126,08/09/2007,139,FL,4287,1,21/09/2007
3544,6568.970186,EAF,26,5148,6,CH,22.1,,14.1,G,2007,82,2126,08/09/2007,139,FL,4287,1,21/09/2007
3549,5638.749137,EAF,26,5153,7,CH,23.2,,14.5,G,2007,82,2127,09/09/2007,144,FL,4289,1,09/09/2007
3549,8805.224848,EAF,25,5153,7,CH,23.2,,14.5,G,2007,82,2127,09/09/2007,144,FL,4289,1,09/09/2007
3549,7679.545775,EAF,26,5153,6,CH,23.2,,14.5,G,2007,82,2127,09/09/2007,144,FL,4289,1,09/09/2007
3686,3980.600567,EB,34,3507,4,A,24.0,,14.8,RB,2004,82,2048,18/06/2007,144,BrF,4289,0,09/02/2013
3550,5320.464545,EAF,27,5154,7,CH,22.9,,13.5,G,2007,82,2127,09/09/2007,144,FL,4289,0,09/09/2007
3550,5823.388921,EAF,26,5154,6,CH,22.9,,13.5,G,2007,82,2127,09/09/2007,144,FL,4289,0,09/09/2007
3526,4660.508231,EAF,25,5129,6,CH,23.1,,16.7,G,2007,82,2117,31/08/2007,154,FL,4290,1,13/09/2007
3526,4258.906359,EAF,24,5129,7,CH,23.1,,16.7,G,2007,82,2117,31/08/2007,154,FL,4290,1,13/09/2007
3525,5841.156182,EAF,24,5128,7,CH,22.1,,14.1,G,2007,82,2117,31/08/2007,154,FL,4290,0,09/09/2015
3525,5776.102556,EAF,25,5128,6,CH,22.1,,14.1,G,2007,82,2117,31/08/2007,154,FL,4290,0,09/09/2015
3472,3006.503875,EAF,37,5075,7,SA,23.5,,14.1,LB,2006,82,2088,20/07/2007,155,SEEN2,4291,0,18/08/2015
3816,4983.096787,EB,35,1890,4,A,25.2,,16.0,RB,2003,82,2232,20/08/2007,160,BrM,4293,1,30/01/2008
3519,8375.980477,EAF,19,5122,6,CH,23.0,,14.0,G,2007,82,2113,23/08/2007,165,FL,4294,0,23/08/2007
3519,8310.404602,EAF,11,5122,6,CH,23.0,,14.0,G,2007,82,2113,23/08/2007,165,FL,4294,0,23/08/2007
3774,5987.692453,EAF,28,3517,6,A,24.0,,14.4,RB,2005,82,2225,24/07/2007,168,BrF,4296,0,29/08/2012
3774,4877.243015,EB,9,3517,3,A,24.0,,14.4,RB,2005,82,2225,24/07/2007,168,BrF,4296,0,29/08/2012
3772,3104.515056,EB,88,4910,3,SA,23.4,,13.7,LB,2006,82,2225,24/07/2007,168,ABX,4296,0,16/08/2009
3476,3656.511379,EB,10,5079,3,A,24.7,,15.8,RB,2005,82,2091,26/07/2007,173,AB,4299,0,12/08/2009
3784,3475.982254,EB,10,4871,3,A,24.5,,16.0,RB,2006,82,2091,26/07/2007,173,SEEN1,4299,0,05/09/2010
3784,4186.292559,EB,9,4871,3,A,24.5,,16.0,RB,2006,82,2091,26/07/2007,173,SEEN1,4299,0,05/09/2010
3777,3475.451895,EB,82,4918,3,SA,26.2,,15.6,LB,2006,82,2225,24/07/2007,174,ABX,4300,1,28/08/2007
3777,2953.32626,EB,89,4918,3,SA,26.2,,15.6,LB,2006,82,2225,24/07/2007,174,ABX,4300,1,28/08/2007
4112,3913.650412,EB,87,4879,3,SA,25.8,,16.2,LB,2006,82,2212,16/06/2007,179,ABX,4303,1,16/06/2007
4112,3654.464195,EB,6,4879,3,SA,25.8,,16.2,LB,2006,82,2212,16/06/2007,179,ABX,4303,1,16/06/2007
3826,1342.425867,EAF,30,4949,8,SA,24.0,,16.5,LB,2006,82,2233,22/08/2007,179,BrF,4303,0,02/09/2008
3826,1368.323667,EAF,26,4949,8,SA,24.0,,16.5,LB,2006,82,2233,22/08/2007,179,BrF,4303,0,02/09/2008
3823,2525.919312,EB,14,2991,3,A,25.9,,17.3,RB,2003,82,2233,22/08/2007,179,BrM,4303,1,06/09/2015
3809,4697.98733,EB,9,3445,3,A,26.6,,16.8,RB,2005,82,2230,15/08/2007,172,BrM,4304,1,08/01/2008
3809,5560.824978,EB,10,3445,3,A,26.6,,16.8,RB,2005,82,2230,15/08/2007,172,BrM,4304,1,08/01/2008
3517,6136.478727,EAF,24,5120,7,CH,25.7,,15.2,G,2007,82,2112,21/08/2007,407,FL,4306,0,21/08/2007
3517,4408.049814,EAF,25,5120,6,CH,25.7,,15.2,G,2007,82,2112,21/08/2007,407,FL,4306,0,21/08/2007
3769,3788.332485,EAF,9,3019,8,A,25.3,,16.3,RB,2004,82,2224,22/07/2007,474,BrM,4308,1,31/12/2008
3771,4350.684955,EB,9,4883,3,SA,24.2,,14.5,RB,2006,82,2225,24/07/2007,-3,FLOAT,4309,0,04/09/2013
3771,5234.805575,EAF,28,4883,6,SA,24.2,,14.5,RB,2006,82,2225,24/07/2007,-3,FLOAT,4309,0,04/09/2013
3806,3512.266248,EB,81,4870,3,A,24.3,,14.4,RB,2006,82,2230,15/08/2007,-3,FLOAT,4310,0,16/01/2008
3742,2114.977616,EB,13,4870,3,SA,24.0,,13.9,LB,2006,82,2086,17/07/2007,-3,FLOAT,4310,0,16/01/2008
3773,3915.042601,EB,9,4870,3,A,23.7,,14.7,RB,2006,82,2225,24/07/2007,-3,FLOAT,4310,0,16/01/2008
3819,4597.064343,EB,9,3572,3,A,25.5,,16.8,RB,2005,82,2112,21/08/2007,-3,FLOAT,4311,1,25/08/2008
3909,3317.890214,EB,77,1804,3,A,26.0,,16.3,RB,2003,85,2244,22/01/2008,4,ABX,4315,1,28/08/2008
3862,6238.017314,EB,61,1740,3,A,25.5,,15.1,RB,2001,85,2131,09/01/2008,5,BrF,4316,0,24/01/2009
3863,4888.456196,EB,11,1187,2,A,27.1,,15.9,RB,1996,85,2131,09/01/2008,5,BrM,4316,1,05/09/2010
3912,3164.937242,EB,61,4939,3,A,25.7,,16.2,,2006,85,2244,22/01/2008,8,BrM,4319,1,19/08/2010
3912,3672.044448,EB,91,4939,3,A,25.7,,16.2,,2006,85,2244,22/01/2008,8,BrM,4319,1,19/08/2010
3861,3341.890783,EB,62,1826,3,A,24.4,,15.8,RB,2003,85,2131,09/01/2008,9,BrF,4320,0,23/09/2015
3908,4069.31434,EB,67,1499,3,A,25.3,,16.1,RB,1999,85,2244,22/01/2008,9,BrM,4320,1,19/02/2013
3859,3224.749927,EB,81,4902,3,A,26.5,,16.9,LB,2006,85,2131,09/01/2008,11,BrM,4321,1,08/06/2013
3901,2242.18471,EB,71,3519,3,A,26.5,,16.5,RB,2005,85,2243,20/01/2008,12,BrM,4322,1,31/08/2010
3903,4216.630866,EAF,7,4964,8,SA,24.2,,15.4,LB,2006,85,2136,21/01/2008,13,BrF,4323,0,01/09/2010
3906,1840.44913,EB,76,1607,3,A,25.0,,17.2,RB,2001,85,2136,21/01/2008,13,BrM,4323,1,26/02/2015
3565,4255.525871,EAF,12,5166,8,SA,23.3,,14.8,LB,2007,85,2136,21/01/2008,12,ABX,4322,0,19/08/2008
3911,1910.068008,EAF,33,4910,7,A,24.2,,13.7,LB,2006,85,2244,22/01/2008,4,SEEN1,4315,0,16/08/2009
3911,2642.822461,EAF,43,4910,7,A,24.2,,13.7,LB,2006,85,2244,22/01/2008,4,SEEN1,4315,0,16/08/2009
3911,1571.31542,EAF,34,4910,7,A,24.2,,13.7,LB,2006,85,2244,22/01/2008,4,SEEN1,4315,0,16/08/2009
3902,3549.486479,EB,79,3500,3,A,24.2,,15.2,,2005,85,2136,21/01/2008,14,BrF,4324,0,21/08/2009
3904,1976.940169,EAF,40,2988,7,A,26.2,,,RB,2004,85,2136,21/01/2008,14,BrM,4324,1,06/09/2010
3567,4201.688674,EB,73,5168,3,J,24.1,,13.1,G,2007,85,2136,21/01/2008,14,OFL,4324,0,07/09/2010
3566,3163.912635,EB,91,5167,3,J,26.7,,15.7,G,2007,85,2136,21/01/2008,14,OFL,4324,1,25/02/2012
3905,3750.883241,EB,62,1762,3,A,26.4,,17.2,RB,2002,85,2136,21/01/2008,15,BrM,4325,1,15/09/2015
3564,9454.111233,EAF,9,5165,8,J,24.2,,15.2,G,2007,85,2136,21/01/2008,15,OFL,4325,1,01/08/2009
3913,2104.170677,EB,83,5099,3,SA,26.0,,16.3,LB,2006,85,2138,24/01/2008,16,ABX,4326,1,16/09/2009
3900,4621.407677,EB,65,3612,3,A,26.1,,15.5,RB,2005,85,2243,20/01/2008,16,BrM,4326,1,17/02/2010
3558,11948.0267,EAF,4,5159,8,J,26.2,,14.9,G,2007,85,2131,09/01/2008,22,OFL,4328,1,11/09/2009
3870,6781.462872,EB,63,2966,3,A,25.7,,16.2,RB,2004,85,2132,11/01/2008,24,BrM,4330,1,14/09/2015
3928,4832.179797,EB,72,4890,3,A,25.1,,16.2,LB,2006,85,2142,01/02/2008,24,ABX,4330,1,27/02/2015
3910,4427.732112,EB,65,4897,3,A,26.3,,16.1,LB,2006,85,2244,22/01/2008,25,BrM,4331,1,14/02/2010
3864,5082.738059,EB,64,3446,3,A,23.9,,14.1,RB,2005,85,2238,10/01/2008,26,BrF,4332,0,15/03/2010
3866,2941.817093,EB,84,5139,3,J,23.4,,12.2,G,2007,85,2238,10/01/2008,26,OFL,4332,0,21/01/2008
3889,1892.403742,EB,20,4875,3,A,24.4,,13.7,LB,2006,85,2242,17/01/2008,28,ABX,4334,0,19/08/2009
3887,5306.177783,EB,20,3615,3,A,26.6,,16.5,RB,2005,85,2242,17/01/2008,33,BrM,4337,1,28/08/2009
3929,4234.825876,EB,69,1787,3,A,25.2,,15.2,RB,2002,85,2248,02/02/2008,36,BrM,4339,1,02/02/2008
3562,3092.746813,EAF,11,5163,8,SA,24.3,,15.0,LB,2007,85,2134,16/01/2008,36,ABX,4339,0,16/02/2013
3871,3004.328309,EAF,16,4941,8,SA,24.8,,13.5,LB,2006,85,2132,11/01/2008,39,ABX,4341,0,22/08/2014
3894,4702.694296,EB,36,4876,4,A,24.2,,13.0,RB,2006,85,2135,18/01/2008,39,ABX,4341,0,03/02/2008
3927,3273.647747,EB,77,1766,3,A,,,15.2,RB,2003,85,2142,01/02/2008,39,ABX,4341,1,26/08/2008
3927,3411.86813,EB,91,1766,3,A,,,15.2,RB,2003,85,2142,01/02/2008,39,ABX,4341,1,26/08/2008
3869,4174.814959,EB,35,1766,4,A,25.4,,14.8,RB,2003,85,2132,11/01/2008,39,ABX,4341,1,26/08/2008
3868,4683.954028,EB,35,1743,4,A,25.0,,15.9,RB,2002,85,2132,11/01/2008,39,BrM,4341,1,02/01/2009
3867,3053.644452,EB,35,1415,4,A,24.2,,14.0,RB,1998,85,2132,11/01/2008,39,BrF,4341,0,25/01/2013
3876,3581.98721,EB,64,3462,3,A,24.5,,16.0,RB,2005,85,2239,12/01/2008,40,BrF,4342,0,09/09/2015
3916,3195.651869,EB,11,1384,2,A,23.4,,14.8,RB,1998,85,2139,25/01/2008,46,BrF,4346,0,10/08/2009
3915,6927.643841,EB,62,1868,3,A,26.3,,17.2,,2003,85,2139,25/01/2008,46,BrM,4346,1,02/09/2015
3898,3637.222453,EB,66,5074,3,J,24.0,,13.5,G,2007,85,2135,18/01/2008,47,ABX,4347,0,18/07/2008
3907,4134.083203,EB,91,5074,3,SA,24.1,,13.5,LB,2007,85,2136,21/01/2008,47,ABX,4347,0,18/07/2008
3907,2104.256777,EB,66,5074,3,SA,24.1,,13.5,LB,2007,85,2136,21/01/2008,47,ABX,4347,0,18/07/2008
3891,6876.039943,EB,62,1752,3,A,25.2,,15.9,RB,2002,85,2135,18/01/2008,47,BrM,4347,1,30/08/2010
3893,3253.207322,EB,72,2990,3,A,26.7,,16.5,RB,2004,85,2135,18/01/2008,48,BrM,4348,1,17/08/2010
3896,5244.216998,EB,20,4896,3,A,24.4,,15.0,LB,2006,85,2135,18/01/2008,48,BrF,4348,0,09/09/2015
3897,12991.57741,EAF,5,4961,8,SA,24.4,,14.4,LB,2006,85,2135,18/01/2008,51,ABX,4350,0,27/08/2010
3914,2062.25653,EB,76,1739,3,A,25.3,,16.1,RB,2002,85,2139,25/01/2008,53,BrM,4351,1,27/07/2008
3917,3803.405906,EB,79,3094,3,A,24.9,,16.0,,2004,85,2139,25/01/2008,53,BrF,4351,0,23/09/2015
3569,5287.425857,EAF,7,5170,8,J,25.8,,16.2,G,2007,85,2139,25/01/2008,53,OFL,4351,1,02/02/2013
3568,2284.243599,EB,66,5169,3,J,26.3,,14.9,G,2007,85,2138,24/01/2008,53,OFL,4351,1,24/08/2010
3919,2768.728087,EB,75,1539,3,A,25.4,,15.9,RB,1999,85,2245,27/01/2008,62,BrM,4359,1,01/08/2008
3920,4046.670827,EB,84,5123,3,J,24.2,,14.1,G,2007,85,2245,27/01/2008,63,ABX,4360,0,07/09/2012
3563,5172.011638,EB,73,5164,3,J,24.0,,14.0,G,2007,85,2135,18/01/2008,68,OFL,4363,0,13/09/2012
3563,5924.007998,EB,91,5164,3,J,24.0,,14.0,G,2007,85,2135,18/01/2008,68,OFL,4363,0,13/09/2012
3886,1231.591674,EB,35,3604,4,A,24.2,,14.9,,2005,85,2242,17/01/2008,70,ABX,4365,0,01/02/2012
3899,6469.229069,EB,20,1742,3,A,25.6,,15.2,RB,2002,85,2135,18/01/2008,71,BrM,4366,1,28/08/2008
3890,4987.213223,EB,11,1244,2,A,22.9,,14.9,RB,1997,85,2242,17/01/2008,71,ABX,4366,0,17/07/2008
3895,6486.489871,EB,20,4878,3,A,24.1,,13.9,LB,2006,85,2135,18/01/2008,71,BrF,4366,0,30/08/2008
3885,4317.168254,EB,72,4894,3,A,25.5,,16.9,LB,2006,85,2242,17/01/2008,71,ABX,4366,1,13/08/2008
3888,6408.096761,EB,20,5077,3,SA,24.5,,,LB,2007,85,2242,17/01/2008,72,ABX,4367,1,29/07/2015
3892,3691.113804,EB,77,1805,3,A,24.7,,14.1,RB,2003,85,2135,18/01/2008,72,BrF,4367,0,28/08/2010
3875,8207.182809,EB,19,1664,3,A,23.5,,14.0,RB,2002,85,2239,12/01/2008,74,BrF,4368,0,24/01/2009
3877,8391.103678,EB,19,2964,3,A,25.9,,16.8,RB,2003,85,2239,12/01/2008,75,BrM,4369,1,19/01/2008
3872,8116.910136,EB,19,1852,3,A,24.4,,15.8,RB,2003,85,2239,12/01/2008,76,BrF,4370,0,04/08/2014
