BirdID,BloodID,Status,TerritoryID,PeriodEnd
595,357,BrF,9,13/08/2000
595,2189,BrF,9,13/08/2000
1585,899,FL,9,13/08/2000
912,46,BrF,1,26/07/2001
912,669,BrF,1,26/07/2001
912,2470,BrF,1,26/07/2001
912,372,BrF,1,26/07/2001
1366,2742,H,1,26/07/2001
1614,3741,FL,1,26/07/2001
1614,1089,FL,1,26/07/2001
501,2496,BrM,2,26/07/2001
501,141,BrM,2,26/07/2001
927,2292,BrF,2,26/07/2001
927,146,BrF,2,26/07/2001
927,2497,BrF,2,26/07/2001
1684,1074,ABX,2,26/07/2001
1684,52,ABX,2,26/07/2001
1287,48,BrM,3,26/07/2001
1601,926,ABX,3,26/07/2001
911,3740,BrM,4,26/07/2001
911,2577,BrM,4,26/07/2001
911,3106,BrM,4,26/07/2001
911,2715,BrM,4,26/07/2001
911,3841,BrM,4,26/07/2001
911,3958,BrM,4,26/07/2001
1532,1012,BrF,4,26/07/2001
1532,313,BrF,4,26/07/2001
1532,3739,BrF,4,26/07/2001
1532,3739,BrF,4,26/07/2001
1532,801,BrF,4,26/07/2001
1532,3966,BrF,4,26/07/2001
1187,713,BrM,5,26/07/2001
1187,3371,BrM,5,26/07/2001
1187,990,BrM,5,26/07/2001
1187,4041,BrM,5,26/07/2001
1187,672,BrM,5,26/07/2001
1187,3955,BrM,5,26/07/2001
1187,3863,BrM,5,26/07/2001
1187,3744,BrM,5,26/07/2001
1187,3091,BrM,5,26/07/2001
1603,928,BrF,6,26/07/2001
1603,2810,BrF,6,26/07/2001
1603,1023,BrF,6,26/07/2001
1509,3950,BrM,7,26/07/2001
1509,4278,BrM,7,26/07/2001
1509,79,BrM,7,26/07/2001
1509,770,BrM,7,26/07/2001
1509,267,BrM,7,26/07/2001
1509,2802,BrM,7,26/07/2001
497,2291,BrM,8,26/07/2001
497,2538,BrM,8,26/07/2001
497,401,BrM,8,26/07/2001
497,3850,BrM,8,26/07/2001
497,901,BrM,8,26/07/2001
495,2285,BrM,9,26/07/2001
495,902,BrM,9,26/07/2001
495,2285,BrM,9,26/07/2001
595,357,BrF,9,26/07/2001
595,2189,BrF,9,26/07/2001
1585,899,ABX,9,26/07/2001
1485,744,BrM,12,26/07/2001
1485,1114,BrM,12,26/07/2001
823,1050,BrF,13,26/07/2001
823,857,BrF,13,26/07/2001
1268,2602,BrM,13,26/07/2001
329,2526,ABX,14,26/07/2001
458,238,BrF,14,26/07/2001
929,1035,BrM,15,26/07/2001
1589,3096,BrF,15,26/07/2001
1589,907,BrF,15,26/07/2001
1589,2935,BrF,15,26/07/2001
1209,1029,BrM,16,26/07/2001
1409,1030,BrF,16,26/07/2001
1409,240,BrF,16,26/07/2001
1409,2752,BrF,16,26/07/2001
1623,1091,FL,20,26/07/2001
1623,2813,FL,20,26/07/2001
1511,997,BrF,22,26/07/2001
1511,772,BrF,22,26/07/2001
1499,3135,BrM,22,26/07/2001
1499,995,BrM,22,26/07/2001
1499,3908,BrM,22,26/07/2001
1499,639,BrM,22,26/07/2001
1499,3849,BrM,22,26/07/2001
1020,1121,BrM,23,26/07/2001
1020,2594,BrM,23,26/07/2001
1020,2334,BrM,23,26/07/2001
1247,2593,BrF,23,26/07/2001
1247,1122,BrF,23,26/07/2001
1604,929,ABX,23,26/07/2001
1604,929,ABX,23,26/07/2001
1059,2382,BrF,24,26/07/2001
1059,1006,BrF,24,26/07/2001
1515,903,BrM,24,26/07/2001
1359,1011,BrM,25,26/07/2001
1359,4441,BrM,25,26/07/2001
1359,521,BrM,25,26/07/2001
1359,2701,BrM,25,26/07/2001
1359,521,BrM,25,26/07/2001
1359,521,BrM,25,26/07/2001
1506,89,BrF,25,26/07/2001
1506,406,BrF,25,26/07/2001
1506,785,BrF,25,26/07/2001
1506,1009,BrF,25,26/07/2001
220,2289,BrM,26,26/07/2001
220,2652,BrM,26,26/07/2001
1493,759,ABX,26,26/07/2001
1346,2656,BrF,27,26/07/2001
1346,670,BrF,27,26/07/2001
1501,397,BrF,28,26/07/2001
1501,233,BrF,28,26/07/2001
1501,627,BrF,28,26/07/2001
1501,531,BrF,28,26/07/2001
1501,4080,BrF,28,26/07/2001
1606,231,U,28,26/07/2001
1606,931,U,28,26/07/2001
1606,2806,U,28,26/07/2001
1606,631,U,28,26/07/2001
507,217,BrM,30,26/07/2001
507,2671,BrM,30,26/07/2001
507,3341,BrM,30,26/07/2001
507,2197,BrM,30,26/07/2001
1221,2591,ABX,30,26/07/2001
1503,868,BrF,30,26/07/2001
1503,3753,BrF,30,26/07/2001
1503,216,BrF,30,26/07/2001
1286,2616,BrM,32,26/07/2001
1286,2768,BrM,32,26/07/2001
503,3776,BrF,33,26/07/2001
503,128,BrF,33,26/07/2001
1214,127,BrM,33,26/07/2001
1536,3126,BrF,34,26/07/2001
1536,566,BrF,34,26/07/2001
1166,2504,BrM,35,26/07/2001
1166,2504,BrM,35,26/07/2001
1166,252,BrM,35,26/07/2001
1166,904,BrM,35,26/07/2001
1218,2587,BrF,37,26/07/2001
1218,1105,BrF,37,26/07/2001
1542,1103,ABX,37,26/07/2001
1542,4135,ABX,37,26/07/2001
1542,841,ABX,37,26/07/2001
1542,2811,ABX,37,26/07/2001
441,403,BrF,38,26/07/2001
441,2565,BrF,38,26/07/2001
1165,917,BrM,38,26/07/2001
1165,917,BrM,38,26/07/2001
1165,407,BrM,38,26/07/2001
1594,915,ABX,38,26/07/2001
1415,1004,BrF,39,26/07/2001
1415,4030,BrF,39,26/07/2001
1415,380,BrF,39,26/07/2001
1415,2772,BrF,39,26/07/2001
1415,3867,BrF,39,26/07/2001
1415,3158,BrF,39,26/07/2001
1415,3672,BrF,39,26/07/2001
1564,860,BrM,39,26/07/2001
494,719,BrM,40,26/07/2001
494,2276,BrM,40,26/07/2001
494,2276,BrM,40,26/07/2001
494,2276,BrM,40,26/07/2001
1222,993,BrF,40,26/07/2001
1222,51,BrF,40,26/07/2001
1605,437,ABX,40,26/07/2001
1605,3283,ABX,40,26/07/2001
1605,4821,ABX,40,26/07/2001
1605,4090,ABX,40,26/07/2001
1605,930,ABX,40,26/07/2001
1607,3101,FL,40,26/07/2001
1607,3906,FL,40,26/07/2001
1607,994,FL,40,26/07/2001
1607,4650,FL,40,26/07/2001
1607,3834,FL,40,26/07/2001
199,2196,BrF,42,26/07/2001
199,1037,BrF,42,26/07/2001
442,2190,ABX,42,26/07/2001
609,2426,BrM,42,26/07/2001
609,2295,BrM,42,26/07/2001
609,2848,BrM,42,26/07/2001
609,66,BrM,42,26/07/2001
1543,67,ABX,42,26/07/2001
1543,3838,ABX,42,26/07/2001
1543,849,ABX,42,26/07/2001
1543,4081,ABX,42,26/07/2001
1543,2853,ABX,42,26/07/2001
1543,496,ABX,42,26/07/2001
1555,850,ABX,42,26/07/2001
1029,585,BrM,43,26/07/2001
1029,4288,BrM,43,26/07/2001
1029,2653,BrM,43,26/07/2001
1029,658,BrM,43,26/07/2001
1573,871,BrF,43,26/07/2001
221,2412,BrM,45,26/07/2001
221,2851,BrM,45,26/07/2001
221,56,BrM,45,26/07/2001
221,2193,BrM,45,26/07/2001
454,1124,BrF,45,26/07/2001
1390,2697,ABX,45,26/07/2001
1390,1127,ABX,45,26/07/2001
1390,2709,ABX,45,26/07/2001
1390,2709,ABX,45,26/07/2001
1404,2763,ABX,45,26/07/2001
921,2559,BrM,47,26/07/2001
921,55,BrM,47,26/07/2001
921,2231,BrM,47,26/07/2001
1383,2692,BrF,47,26/07/2001
1213,2463,BrM,48,26/07/2001
1213,2672,BrM,48,26/07/2001
1213,211,BrM,48,26/07/2001
1573,871,SEEN1,48,26/07/2001
1386,2702,BrF,49,26/07/2001
1388,2699,ABX,49,26/07/2001
1557,852,BrM,49,26/07/2001
1502,788,BrF,50,26/07/2001
1553,4331,BrM,50,26/07/2001
1553,684,BrM,50,26/07/2001
1553,4199,BrM,50,26/07/2001
1553,4331,BrM,50,26/07/2001
1553,1141,BrM,50,26/07/2001
1553,3831,BrM,50,26/07/2001
1553,844,BrM,50,26/07/2001
1553,68,BrM,50,26/07/2001
51,2214,BrM,51,26/07/2001
51,72,BrM,51,26/07/2001
1361,4238,BrF,51,26/07/2001
1361,378,BrF,51,26/07/2001
1361,3858,BrF,51,26/07/2001
1361,2741,BrF,51,26/07/2001
1361,2713,BrF,51,26/07/2001
1370,2664,BrM,52,26/07/2001
1370,882,BrM,52,26/07/2001
1384,3916,BrF,52,26/07/2001
1384,3232,BrF,52,26/07/2001
1384,883,BrF,52,26/07/2001
1384,633,BrF,52,26/07/2001
1384,3759,BrF,52,26/07/2001
1616,272,ABX,52,26/07/2001
1616,417,ABX,52,26/07/2001
1616,3223,ABX,52,26/07/2001
216,2194,BrM,53,26/07/2001
308,846,BrF,53,26/07/2001
932,847,ABX,53,26/07/2001
932,2493,ABX,53,26/07/2001
1504,2844,BrM,54,26/07/2001
1504,745,BrM,54,26/07/2001
1504,1128,BrM,54,26/07/2001
1504,885,BrM,54,26/07/2001
1504,69,BrM,54,26/07/2001
1504,556,BrM,54,26/07/2001
1504,598,BrM,54,26/07/2001
1552,884,BrF,54,26/07/2001
1552,843,BrF,54,26/07/2001
1552,1129,BrF,54,26/07/2001
1552,884,BrF,54,26/07/2001
459,1021,BrF,55,26/07/2001
459,827,BrF,55,26/07/2001
1441,739,BrM,55,26/07/2001
1441,740,BrM,55,26/07/2001
949,2364,BrF,57,26/07/2001
1540,838,BrM,57,26/07/2001
1540,115,BrM,57,26/07/2001
1032,795,BrM,60,26/07/2001
1032,2353,BrM,60,26/07/2001
1032,873,BrM,60,26/07/2001
1032,2483,BrM,60,26/07/2001
1369,2663,BrF,60,26/07/2001
1572,870,ABX,60,26/07/2001
607,2665,BrM,61,26/07/2001
1563,859,BrF,61,26/07/2001
1538,833,BrF,62,26/07/2001
1538,125,BrF,62,26/07/2001
1539,121,BrM,62,26/07/2001
1539,3919,BrM,62,26/07/2001
176,2215,BrM,63,26/07/2001
176,2163,BrM,63,26/07/2001
176,1020,BrM,63,26/07/2001
1042,2408,BrF,63,26/07/2001
1042,1019,BrF,63,26/07/2001
1042,4797,BrF,63,26/07/2001
1042,292,BrF,63,26/07/2001
1305,3362,BrF,67,26/07/2001
1595,916,BrM,67,26/07/2001
1156,2481,BrM,68,26/07/2001
1200,2564,BrF,68,26/07/2001
1200,683,BrF,68,26/07/2001
1193,373,BrF,69,26/07/2001
1193,3830,BrF,69,26/07/2001
1193,2549,BrF,69,26/07/2001
1495,530,ABX,69,26/07/2001
1495,784,ABX,69,26/07/2001
1495,110,ABX,69,26/07/2001
1188,318,BrM,71,26/07/2001
1188,1144,BrM,71,26/07/2001
1188,1058,BrM,71,26/07/2001
1188,1014,BrM,71,26/07/2001
1188,5003,BrM,71,26/07/2001
1188,112,BrM,71,26/07/2001
1188,112,BrM,71,26/07/2001
1188,112,BrM,71,26/07/2001
1188,2560,BrM,71,26/07/2001
1244,1013,BrF,71,26/07/2001
1244,3783,BrF,71,26/07/2001
1244,175,BrF,71,26/07/2001
1244,2498,BrF,71,26/07/2001
1244,349,BrF,71,26/07/2001
1244,3890,BrF,71,26/07/2001
1244,1142,BrF,71,26/07/2001
1184,2568,BrM,72,26/07/2001
1186,789,BrF,72,26/07/2001
1186,878,BrF,72,26/07/2001
1186,2558,BrF,72,26/07/2001
1031,3145,BrM,74,26/07/2001
1031,2600,BrM,74,26/07/2001
1031,3750,BrM,74,26/07/2001
1031,996,BrM,74,26/07/2001
1031,2352,BrM,74,26/07/2001
1031,3385,BrM,74,26/07/2001
1031,3974,BrM,74,26/07/2001
1031,4027,BrM,74,26/07/2001
1559,3116,BrF,75,26/07/2001
1559,3369,BrF,75,26/07/2001
1559,419,BrF,75,26/07/2001
1591,912,BrM,75,26/07/2001
1591,276,BrM,75,26/07/2001
628,2244,BrF,76,26/07/2001
628,2361,BrF,76,26/07/2001
628,2442,BrF,76,26/07/2001
1358,277,BrM,76,26/07/2001
1158,2515,BrF,77,26/07/2001
1158,1072,BrF,77,26/07/2001
1158,2658,BrF,77,26/07/2001
1355,102,BrF,79,26/07/2001
1355,2685,BrF,79,26/07/2001
1357,2689,BrM,79,26/07/2001
1173,2534,BrF,80,26/07/2001
1435,1069,ABX,80,26/07/2001
1435,734,ABX,80,26/07/2001
1566,862,BrM,80,26/07/2001
1566,3176,BrM,80,26/07/2001
1566,1097,BrM,80,26/07/2001
865,2686,BrM,81,26/07/2001
1508,1146,BrF,81,26/07/2001
1508,769,BrF,81,26/07/2001
1356,2687,BrM,82,26/07/2001
1356,3191,BrM,82,26/07/2001
1356,4008,BrM,82,26/07/2001
1356,446,BrM,82,26/07/2001
832,730,BrF,83,26/07/2001
832,244,BrF,83,26/07/2001
1491,3994,BrF,85,26/07/2001
1491,757,BrF,85,26/07/2001
1491,192,BrF,85,26/07/2001
1491,3307,BrF,85,26/07/2001
1615,940,BrM,85,26/07/2001
522,2383,BrF,86,26/07/2001
522,2383,BrF,86,26/07/2001
522,2383,BrF,86,26/07/2001
522,2383,BrF,86,26/07/2001
522,2637,BrF,86,26/07/2001
1360,2724,BrM,86,26/07/2001
1437,481,BrF,87,26/07/2001
1437,735,BrF,87,26/07/2001
951,2576,BrF,88,26/07/2001
951,2373,BrF,88,26/07/2001
1196,896,BrM,88,26/07/2001
1196,2578,BrM,88,26/07/2001
1196,896,BrM,88,26/07/2001
1196,4000,BrM,88,26/07/2001
1196,896,BrM,88,26/07/2001
1196,3187,BrM,88,26/07/2001
1583,894,SEEN1,88,26/07/2001
1045,726,BrM,89,26/07/2001
1045,2626,BrM,89,26/07/2001
1045,2388,BrM,89,26/07/2001
862,260,BrF,90,26/07/2001
1489,3853,BrM,90,26/07/2001
1489,754,BrM,90,26/07/2001
1488,753,BrM,91,26/07/2001
1575,876,BrF,91,26/07/2001
858,889,BrF,92,26/07/2001
1195,2575,BrF,94,26/07/2001
1195,152,BrF,94,26/07/2001
1195,4162,BrF,94,26/07/2001
917,2622,BrM,95,26/07/2001
1170,3851,BrF,95,26/07/2001
1170,2621,BrF,95,26/07/2001
1438,737,U,98,26/07/2001
1438,4692,U,98,26/07/2001
1438,1062,U,98,26/07/2001
1533,190,BrM,99,26/07/2001
1533,3785,BrM,99,26/07/2001
1533,1025,BrM,99,26/07/2001
1533,4117,BrM,99,26/07/2001
1394,132,BrM,100,26/07/2001
1394,2720,BrM,100,26/07/2001
1394,698,BrM,100,26/07/2001
1394,4098,BrM,100,26/07/2001
1394,4249,BrM,100,26/07/2001
849,1061,BrM,101,26/07/2001
849,2676,BrM,101,26/07/2001
849,703,BrM,101,26/07/2001
1527,895,ABX,101,26/07/2001
1381,271,BrM,105,26/07/2001
1199,173,BrM,108,26/07/2001
1199,2911,BrM,108,26/07/2001
1199,3204,BrM,108,26/07/2001
1586,900,BrF,108,26/07/2001
1040,475,BrM,109,26/07/2001
1040,1001,BrM,109,26/07/2001
1040,59,BrM,109,26/07/2001
1040,2436,BrM,109,26/07/2001
1592,913,BrF,109,26/07/2001
1017,2547,BrF,110,26/07/2001
1017,2331,BrF,110,26/07/2001
1018,3186,BrM,110,26/07/2001
1018,480,BrM,110,26/07/2001
1018,2897,BrM,110,26/07/2001
1018,2332,BrM,110,26/07/2001
1512,2901,BrM,111,26/07/2001
1512,897,BrM,111,26/07/2001
1512,774,BrM,111,26/07/2001
1550,254,BrF,111,26/07/2001
1550,835,BrF,111,26/07/2001
1396,2735,BrM,112,26/07/2001
1396,1005,BrM,112,26/07/2001
1396,2721,BrM,112,26/07/2001
1396,98,BrM,112,26/07/2001
1396,1117,BrM,112,26/07/2001
1510,3144,BrF,112,26/07/2001
1510,96,BrF,112,26/07/2001
1510,771,BrF,112,26/07/2001
1510,3975,BrF,112,26/07/2001
1510,999,BrF,112,26/07/2001
1510,1118,BrF,112,26/07/2001
297,2402,BrF,115,26/07/2001
1049,2532,BrF,116,26/07/2001
1049,2392,BrF,116,26/07/2001
1049,2392,BrF,116,26/07/2001
1049,134,BrF,116,26/07/2001
1608,299,BrM,116,26/07/2001
1608,3313,BrM,116,26/07/2001
1608,933,BrM,116,26/07/2001
774,1108,BrF,117,26/07/2001
1598,922,ABX,117,26/07/2001
1598,188,ABX,117,26/07/2001
1191,2551,BrM,118,26/07/2001
1380,2675,BrF,123,26/07/2001
1401,270,ABX,125,26/07/2001
1401,3198,ABX,125,26/07/2001
1401,4161,ABX,125,26/07/2001
1551,837,BrM,125,26/07/2001
510,2345,BrM,126,26/07/2001
510,2421,BrM,126,26/07/2001
1387,2712,BrF,128,26/07/2001
1387,2712,BrF,128,26/07/2001
1427,727,BrM,128,26/07/2001
1427,4456,BrM,128,26/07/2001
915,2691,BrF,129,26/07/2001
1412,619,BrM,129,26/07/2001
1412,4213,BrM,129,26/07/2001
1412,4003,BrM,129,26/07/2001
1412,2947,BrM,129,26/07/2001
509,2618,BrM,130,26/07/2001
509,2222,BrM,130,26/07/2001
1513,775,ABX,130,26/07/2001
1429,642,H,134,26/07/2001
1429,156,H,134,26/07/2001
1429,2892,H,134,26/07/2001
1524,814,BrM,135,26/07/2001
1588,906,BrF,135,26/07/2001
845,1043,BrF,137,26/07/2001
1276,588,BrM,137,26/07/2001
1276,1042,BrM,137,26/07/2001
1171,4107,BrM,139,26/07/2001
1171,702,BrM,139,26/07/2001
1172,2518,BrF,139,26/07/2001
1494,448,BrM,140,26/07/2001
1494,4624,BrM,140,26/07/2001
1494,4100,BrM,140,26/07/2001
1494,3329,BrM,140,26/07/2001
1617,4099,BrF,140,26/07/2001
1617,943,BrF,140,26/07/2001
1617,461,BrF,140,26/07/2001
1617,3328,BrF,140,26/07/2001
677,2300,BrF,141,26/07/2001
677,2531,BrF,141,26/07/2001
677,709,BrF,141,26/07/2001
1168,2529,BrM,141,26/07/2001
1275,144,BrF,144,26/07/2001
1587,157,BrM,144,26/07/2001
1587,576,BrM,144,26/07/2001
1587,905,BrM,144,26/07/2001
668,710,BrM,147,26/07/2001
1436,1026,U,147,26/07/2001
1436,1026,U,147,26/07/2001
1619,1010,CH,147,26/07/2001
639,2680,BrF,155,26/07/2001
1425,1027,BrM,157,26/07/2001
1612,174,BrF,157,26/07/2001
544,263,BrM,159,26/07/2001
544,137,BrM,159,26/07/2001
1517,782,BrF,159,26/07/2001
563,2681,BrF,160,26/07/2001
1043,1079,BrF,165,26/07/2001
1043,2950,BrF,165,26/07/2001
1043,2455,BrF,165,26/07/2001
1043,2371,BrF,165,26/07/2001
1043,611,BrF,165,26/07/2001
1043,4209,BrF,165,26/07/2001
1569,866,BrM,165,26/07/2001
1569,1077,BrM,165,26/07/2001
1177,2548,BrF,166,26/07/2001
1177,2614,BrF,166,26/07/2001
1609,106,FL,166,26/07/2001
1593,3196,BrM,168,26/07/2001
1593,914,BrM,168,26/07/2001
1155,399,BrF,169,26/07/2001
1155,2973,BrF,169,26/07/2001
1570,1075,BrM,169,26/07/2001
1570,119,BrM,169,26/07/2001
1570,867,BrM,169,26/07/2001
1570,394,BrM,169,26/07/2001
634,1066,BrM,171,26/07/2001
1600,925,ABX,171,26/07/2001
1524,814,U,95,02/10/2002
1878,261,ABX,90,02/10/2002
1717,1080,BrF,92,02/10/2002
1717,3199,BrF,92,02/10/2002
1196,896,BrM,88,02/10/2002
1196,2578,BrM,88,02/10/2002
1196,896,BrM,88,02/10/2002
1196,4000,BrM,88,02/10/2002
1196,896,BrM,88,02/10/2002
1196,3187,BrM,88,02/10/2002
1438,737,BrF,98,02/10/2002
1438,4692,BrF,98,02/10/2002
1438,1062,BrF,98,02/10/2002
1708,4095,ABX,98,02/10/2002
1708,1063,ABX,98,02/10/2002
1708,4532,ABX,98,02/10/2002
1708,4250,ABX,98,02/10/2002
1708,4335,ABX,98,02/10/2002
1170,3851,BrF,95,02/10/2002
1170,2621,BrF,95,02/10/2002
1683,1047,BrM,91,02/10/2002
1722,482,BrM,90,02/10/2002
1722,555,BrM,90,02/10/2002
1722,1085,BrM,90,02/10/2002
951,2576,BrF,88,02/10/2002
951,2373,BrF,88,02/10/2002
1533,190,BrM,99,02/10/2002
1533,3785,BrM,99,02/10/2002
1533,1025,BrM,99,02/10/2002
1533,4117,BrM,99,02/10/2002
1199,173,BrM,108,02/10/2002
1199,2911,BrM,108,02/10/2002
1199,3204,BrM,108,02/10/2002
1583,894,U,89,02/10/2002
862,260,BrF,90,02/10/2002
1512,2901,BrM,111,02/10/2002
1512,897,BrM,111,02/10/2002
1512,774,BrM,111,02/10/2002
1017,2547,BrF,110,02/10/2002
1017,2331,BrF,110,02/10/2002
1664,3156,ABX,74,02/10/2002
1664,3752,ABX,74,02/10/2002
1664,3875,ABX,74,02/10/2002
1018,3186,BrM,110,02/10/2002
1018,480,BrM,110,02/10/2002
1018,2897,BrM,110,02/10/2002
1018,2332,BrM,110,02/10/2002
1580,4333,BrF,109,02/10/2002
1580,3179,BrF,109,02/10/2002
1580,1003,BrF,109,02/10/2002
1580,891,BrF,109,02/10/2002
1580,2904,BrF,109,02/10/2002
1040,475,BrM,109,02/10/2002
1040,1001,BrM,109,02/10/2002
1040,59,BrM,109,02/10/2002
1040,2436,BrM,109,02/10/2002
1381,271,BrM,105,02/10/2002
1612,174,BrF,108,02/10/2002
1713,1071,CH,99,02/10/2002
1893,1060,ABX,101,02/10/2002
849,1061,BrM,101,02/10/2002
849,2676,BrM,101,02/10/2002
849,703,BrM,101,02/10/2002
1394,132,BrM,100,02/10/2002
1394,2720,BrM,100,02/10/2002
1394,698,BrM,100,02/10/2002
1394,4098,BrM,100,02/10/2002
1394,4249,BrM,100,02/10/2002
1672,2940,BrF,99,02/10/2002
1672,1024,BrF,99,02/10/2002
1672,3325,BrF,99,02/10/2002
1576,877,BrF,111,02/10/2002
628,2244,BrF,76,02/10/2002
628,2361,BrF,76,02/10/2002
628,2442,BrF,76,02/10/2002
1591,912,BrM,75,02/10/2002
1591,276,BrM,75,02/10/2002
1559,3116,BrF,75,02/10/2002
1559,3369,BrF,75,02/10/2002
1559,419,BrF,75,02/10/2002
1663,992,ABX,74,02/10/2002
1186,789,BrF,72,02/10/2002
1186,878,BrF,72,02/10/2002
1186,2558,BrF,72,02/10/2002
1031,3145,BrM,74,02/10/2002
1031,2600,BrM,74,02/10/2002
1031,3750,BrM,74,02/10/2002
1031,996,BrM,74,02/10/2002
1031,2352,BrM,74,02/10/2002
1031,3385,BrM,74,02/10/2002
1031,3974,BrM,74,02/10/2002
1031,4027,BrM,74,02/10/2002
1682,1046,FLOAT,-3,02/10/2002
1682,122,FLOAT,-3,02/10/2002
1682,4208,FLOAT,-3,02/10/2002
1682,2952,FLOAT,-3,02/10/2002
1711,1067,ABX,77,02/10/2002
1711,58,ABX,77,02/10/2002
1669,4330,SEEN1,71,02/10/2002
1669,4330,SEEN1,71,02/10/2002
1669,3347,SEEN1,71,02/10/2002
1669,256,SEEN1,71,02/10/2002
1669,4188,SEEN1,71,02/10/2002
1669,1016,SEEN1,71,02/10/2002
1188,318,BrM,71,02/10/2002
1188,1144,BrM,71,02/10/2002
1188,1058,BrM,71,02/10/2002
1188,1014,BrM,71,02/10/2002
1188,5003,BrM,71,02/10/2002
1188,112,BrM,71,02/10/2002
1188,112,BrM,71,02/10/2002
1188,112,BrM,71,02/10/2002
1188,2560,BrM,71,02/10/2002
1753,1143,AB,71,02/10/2002
1753,4084,AB,71,02/10/2002
1753,57,AB,71,02/10/2002
1753,3098,AB,71,02/10/2002
1753,4084,AB,71,02/10/2002
1244,1013,BrF,71,02/10/2002
1244,3783,BrF,71,02/10/2002
1244,175,BrF,71,02/10/2002
1244,2498,BrF,71,02/10/2002
1244,349,BrF,71,02/10/2002
1244,3890,BrF,71,02/10/2002
1244,1142,BrF,71,02/10/2002
1742,393,FL,112,02/10/2002
1742,4177,FL,112,02/10/2002
1742,3899,FL,112,02/10/2002
1742,2986,FL,112,02/10/2002
1742,1116,FL,112,02/10/2002
1742,3211,FL,112,02/10/2002
1742,350,FL,112,02/10/2002
1742,3699,FL,112,02/10/2002
1595,916,SEEN1,69,02/10/2002
1221,2591,BrM,72,02/10/2002
1754,3825,BrM,81,02/10/2002
1754,1145,BrM,81,02/10/2002
1754,3996,BrM,81,02/10/2002
1437,481,BrF,87,02/10/2002
1437,735,BrF,87,02/10/2002
1360,2724,BrM,86,02/10/2002
1491,3994,BrF,85,02/10/2002
1491,757,BrF,85,02/10/2002
1491,192,BrF,85,02/10/2002
1491,3307,BrF,85,02/10/2002
1604,929,U,83,02/10/2002
1604,929,U,83,02/10/2002
1356,2687,BrM,82,02/10/2002
1356,3191,BrM,82,02/10/2002
1356,4008,BrM,82,02/10/2002
1356,446,BrM,82,02/10/2002
1623,1091,U,81,02/10/2002
1623,2813,U,81,02/10/2002
1358,277,BrM,76,02/10/2002
1508,1146,BrF,81,02/10/2002
1508,769,BrF,81,02/10/2002
1731,1098,FL,80,02/10/2002
1731,364,FL,80,02/10/2002
1731,3985,FL,80,02/10/2002
1731,94,FL,80,02/10/2002
1731,1098,FL,80,02/10/2002
1731,4022,FL,80,02/10/2002
1731,4022,FL,80,02/10/2002
1731,484,FL,80,02/10/2002
1731,1098,FL,80,02/10/2002
1566,862,BrM,80,02/10/2002
1566,3176,BrM,80,02/10/2002
1566,1097,BrM,80,02/10/2002
1355,102,BrF,79,02/10/2002
1355,2685,BrF,79,02/10/2002
1158,2515,BrF,77,02/10/2002
1158,1072,BrF,77,02/10/2002
1158,2658,BrF,77,02/10/2002
1435,1069,BrM,77,02/10/2002
1435,734,BrM,77,02/10/2002
1712,1068,ABX,77,02/10/2002
639,2680,BrF,155,02/10/2002
1715,1076,H,165,02/10/2002
563,2681,BrF,160,02/10/2002
544,263,BrM,159,02/10/2002
544,137,BrM,159,02/10/2002
668,710,SEEN1,157,02/10/2002
1425,1027,BrM,157,02/10/2002
1043,1079,BrF,165,02/10/2002
1043,2950,BrF,165,02/10/2002
1043,2455,BrF,165,02/10/2002
1043,2371,BrF,165,02/10/2002
1043,611,BrF,165,02/10/2002
1043,4209,BrF,165,02/10/2002
1492,758,SEEN1,165,02/10/2002
1436,1026,BrF,147,02/10/2002
1436,1026,BrF,147,02/10/2002
668,710,BrM,147,02/10/2002
1275,144,BrF,144,02/10/2002
1724,1087,U,11,02/10/2002
1587,157,BrM,144,02/10/2002
1587,576,BrM,144,02/10/2002
1587,905,BrM,144,02/10/2002
1617,4099,BrF,140,02/10/2002
1617,943,BrF,140,02/10/2002
1617,461,BrF,140,02/10/2002
1617,3328,BrF,140,02/10/2002
1728,136,U,155,02/10/2002
1193,373,BrF,69,02/10/2002
1193,3830,BrF,69,02/10/2002
1193,2549,BrF,69,02/10/2002
1209,1029,BrM,16,02/10/2002
522,2383,BrF,173,02/10/2002
522,2383,BrF,173,02/10/2002
522,2383,BrF,173,02/10/2002
522,2383,BrF,173,02/10/2002
522,2637,BrF,173,02/10/2002
1759,2891,U,171,02/10/2002
634,1066,BrM,171,02/10/2002
1600,925,ABX,171,02/10/2002
1716,2917,FL,165,02/10/2002
1716,1078,FL,165,02/10/2002
1716,1078,FL,165,02/10/2002
1716,558,FL,165,02/10/2002
1570,1075,BrM,169,02/10/2002
1570,119,BrM,169,02/10/2002
1570,867,BrM,169,02/10/2002
1570,394,BrM,169,02/10/2002
1597,279,BrF,138,02/10/2002
1597,921,BrF,138,02/10/2002
1155,399,BrF,169,02/10/2002
1155,2973,BrF,169,02/10/2002
1272,2606,BrF,168,02/10/2002
1593,3196,BrM,168,02/10/2002
1593,914,BrM,168,02/10/2002
1271,2605,ABX,168,02/10/2002
1271,2954,ABX,168,02/10/2002
1609,106,ABX,166,02/10/2002
1603,928,BrF,166,02/10/2002
1603,2810,BrF,166,02/10/2002
1603,1023,BrF,166,02/10/2002
1569,866,BrM,165,02/10/2002
