BirdID,NestID,ChickNr,HatchDate,FledgeDate,FateChick,DateCollection,Remarks
4424,1197,1,18/08/2004,,F,,dissappeared 16/11/04
4425,1199,1,,26-Oct-04,F,,
4427,1201,1,03/09/2004,,D,,"chick dead in nest after heavy rain, not collected"
4428,1202,1,,18-Aug-04,F,,
4432,1219,1,,,F,,
4436,1225,1,,,F,,
4678,1076,1,09/06/2005,10-Jul-05,F,,
4779,1229,1,14/06/1989,,U,,
4780,1230,1,18/10/1989,,F,,
4781,1231,1,14/06/1989,,F,,
4782,1234,1,27/09/1989,,F,,
4783,1235,1,27/09/1989,,U,,
4784,1236,1,29/11/1989,,F,,
4785,1237,,31/07/1991,,F,,
4786,1238,1,20/12/1989,,F,,
4787,1239,1,06/12/1989,,F,,
4788,1240,1,,,F,,
4789,1241,1,21/03/1990,,F,,
4790,1242,1,30/05/1990,,F,,
4791,1243,1,07/03/1990,,F,,
4792,1243,2,07/03/1990,,F,,
4793,1245,1,25/07/1990,,F,,
4794,1246,1,03/01/1990,,F,,
4795,1247,1,31/07/1991,,F,,ringed with WGY-
4796,1247,2,31/07/1991,,F,,ringed with VLY-
4797,1248,1,14/08/1991,,F,,ringed with LVY-
4798,1249,1,21/08/1991,,F,,ringed with GWY-
4799,1249,2,21/08/1991,,F,,ringed with VVY-
4800,1011,1,,,F,,
4861,1500,1,,,F,,
4875,1439,1,31/07/2006,,F,,CA. 14 DAYS OLD WHEN RUNG
4877,1440,1,,,F,,CA. 14 DAYS OLD WHEN RUNG
4879,1425,1,,,F,,CA. 9/10 DAYS OLD WHEN RUNG
4880,1485,1,,,F,,CA. 10 DAYS OLD WHEN RUNG
4882,1436,1,,,F,,CA. 11 DAYS OLD WHEN RUNG
4883,1520,1,,,F,,"CA. 10 DAYS OLD WHEN RUNG, 2 CHICKS IN NEST"
4884,1520,2,,,F,,"CA. 10 DAYS OLD WHEN RUNG, 2 CHICKS IN NEST"
4885,1429,1,,,F,,CA. 14 DAYS OLD WHEN RUNG
4887,1543,1,,,F,,CA. 14 DAYS OLD WHEN RUNG
4888,1508,1,,,F,,CA. 8/10 DAYS OLD WHEN RUNG
4889,1454,1,,,F,,CA. 12 DAYS OLD WHEN RUNG
4890,1433,1,,,F,,CA. 8 DAYS OLD WHEN RUNG
4891,1503,1,,,F,,CA. 12 DAYS OLD WHEN RUNG
4892,1496,1,,,F,,CA. 10 DAYS OLD WHEN RUNG
4893,1569,1,,,F,,CA. 10 DAYS OLD WHEN RUNG
4894,1498,1,,,F,,CA. 10 DAYS OLD WHEN RUNG
4895,1430,1,,,F,,"CA. 12 DAYS OLD WHEN RUNG, 2 CHICKS IN NEST"
4896,1514,1,,,F,,CA. 14 DAYS OLD WHEN RUNG
4897,1430,2,,,F,,"CA. 12 DAYS OLD WHEN RUNG, 2 CHICKS IN NEST"
4898,1491,1,,,F,,CA. 14 DAYS OLD WHEN RUNG
4899,1493,1,,,F,,CA. 13 DAYS OLD WHEN RUNG
4900,1481,1,,,F,,CA. 15 DAYS OLD WHEN RUNG
4902,1435,1,,,F,,"Ca. 14 days old when rung, 2 chicks in nest"
4903,1435,2,,,F,,"Ca. 11 days old when rung, 2 chicks in nest"
4904,1458,1,,,F,,Ca. 13 days old when rung
4905,1470,1,,,F,,Ca. 12 days old when rung
4906,1462,1,,,F,,Ca. 14 days old when rung
4907,1574,1,,,F,,Ca. 14 days old when rung
4908,1527,1,,,F,,Ca. 14 days old when rung
4910,1417,2,,,F,,"Ca. 15 days old when rung, 2 chicks in nest"
4911,1417,1,,,F,,"Ca. 14 days old when rung, 2 chicks in nest"
4912,1513,1,,,F,,"Ca. 12 days old when rung, 3 chicks in nest"
4913,1513,2,,,F,,"Ca. 12 days old when rung, 3 chicks in nest"
4914,1540,1,,,F,,"Ca. 14 days old when rung, 2 chicks in nest"
4915,1513,3,,,F,,"Ca. 14 days old when rung, 3 chicks in nest"
4916,1540,2,,,F,,"Ca. 15 days old when rung, 2 chicks in nest"
4917,1518,1,,,F,,Ca. 14 days old when rung
4918,1424,1,,,F,,Ca. 14 days old when rung
4919,1414,1,,,F,,Ca. 14 days old when rung
4933,1477,1,,,F,,"Ca. 15 days old when rung, 2 chicks in nest"
4934,1477,2,,,F,,"Ca. 14 days old when rung, 2 chicks in nest"
4935,1531,1,,,F,,Ca. 15 days old when rung
4936,1480,1,,,F,,"Ca. 15 days old, 2 chicks, RUNG BY MAUD/LUCY"
4937,1480,2,,,F,,"Ca. 15 days old, 2 chicks, RUNG BY MAUD/LUCY"
4975,1228,1,14/06/1989,,F,,
4976,1228,2,14/06/1989,,F,,
4977,1228,3,14/06/1989,,F,,marked as bird X-EW but same bird ringed in T99
4979,1232,2,,,F,,
4980,1235,2,27/09/1989,,F,,
4981,1322,1,29/11/1989,,F,,
4982,1323,1,20/12/1989,,F,,
4983,1324,1,06/12/1989,,F,,
4984,1334,2,30/08/1989,,F,,
4985,1376,1,14/08/1991,,F,,marked as LVY- (unknown bird)
4986,1378,1,21/08/1991,,F,,marked as vvy- (unknown bird)
4987,1378,2,21/08/1991,,F,,marked as GWY- (unkown bird)
4989,1575,2,14/06/2006,22-Jun-06,F,,
4990,1575,1,14/06/2006,22-Jun-06,F,,
4992,1512,,,,U,,
4993,1561,,,,U,,
5281,,,,,F,,
5294,1633,,,,U,,"chcik present on 16/02/2009, roughly 1 day old"
6056,638,1,,,F,,
948,2210,,,,F,,
6074,3069,,,,F,,
6191,3123,,23/07/2014,,F,,
5156,1785,1,,,U,15-Sep-07,
5151,1766,1,,,U,,
5152,1766,2,,,U,,
5154,1801,1,,,U,,
5153,1801,2,,,U,,
5148,1799,1,,,F,,
5117,1795,1,,,F,,
5121,1781,1,,,F,,
5119,1773,1,,,F,,
5130,1771,1,,,F,,
5157,1763,1,,,U,,
5135,1760,1,,,U,,
5136,1760,2,,,F,,
5150,1759,1,,,U,,
5146,1758,1,,,F,,
5137,1751,1,,,F,,
5149,1730,1,,,F,,
5144,1723,1,,,F,,
5131,1722,1,,,F,,
5125,1721,1,,,F,,
5126,1721,,,,U,,UNCLEAR IF ONLY 1 CHICK FLEDGED
5140,1718,1,,,F,,
5141,1717,1,,,F,,
5147,1710,1,,,F,,
5139,1706,1,,,F,,
5142,1705,1,,,F,,
5134,1699,1,,,F,,
5127,1688,1,,,F,,
5138,1683,1,,,F,,
5128,1802,,,,F,,
5129,1802,2,,,F,,
5561,2354,,,13-Aug-10,U,,
1032,3401,,,,F,,
5740,3655,2,,,F,,
