BirdID,LayYear,SexEstimate,MinOfAgeclass,MinOfOccasionID,MinOfOccasionDate
3016,2004,0,CH,1491,14/09/2004
3017,2004,0,CH,1494,23/09/2004
3023,2004,0,FL,1500,19/12/2004
3090,2004,0,SA,1514,02/01/2005
3091,2004,0,FL,1512,31/12/2004
3092,2004,0,FL,1512,31/12/2004
3095,2004,0,FL,1507,26/12/2004
3096,2004,0,CH,1495,30/09/2004
3448,2005,1,FL,1528,07/06/2005
3450,2005,0,FL,1534,10/06/2005
3452,2005,1,FL,1537,12/06/2005
3454,2004,1,SA,1542,14/06/2005
3455,2005,0,FL,1543,15/06/2005
3459,2005,1,FL,1547,17/06/2005
3460,2005,1,FL,1548,17/06/2005
3461,2005,0,FL,1543,15/06/2005
3465,2005,0,J,1555,21/06/2005
3466,2005,0,J,1554,21/06/2005
3467,2004,0,SA,1557,22/06/2005
3468,2005,1,J,1567,27/06/2005
3471,2004,1,SA,1561,24/06/2005
3472,2005,0,J,1558,23/06/2005
3473,2004,1,SA,1560,24/06/2005
3474,2004,0,SA,1562,25/06/2005
3478,2004,0,SA,1570,28/06/2005
3479,2005,1,J,1578,02/07/2005
3480,2004,1,SA,1574,30/06/2005
3481,2005,0,J,1575,01/07/2005
3482,2005,1,J,1575,01/07/2005
3483,2005,0,J,1580,03/07/2005
3484,2004,1,SA,1581,04/07/2005
3488,2005,0,OFL,1599,14/07/2005
3492,2005,1,OFL,1604,17/07/2005
3499,2005,0,FL,1627,26/07/2005
3502,2005,0,OFL,1631,27/07/2005
3503,2005,0,FL,1627,26/07/2005
3504,2005,1,CH,1627,26/07/2005
3506,2005,0,OFL,1637,29/07/2005
3509,2005,0,J,1643,30/07/2005
3510,2005,0,OFL,1660,03/08/2005
3511,2005,1,OFL,1649,01/08/2005
3512,2005,0,CH,1657,02/08/2005
3513,2005,0,OFL,1663,04/08/2005
3514,2005,0,FL,1667,07/08/2005
3516,2005,0,OFL,1688,16/08/2005
3521,2005,1,CH,1691,17/08/2005
3527,2005,1,CH,1645,30/07/2005
3529,2005,1,CH,1662,03/08/2005
3549,2004,1,SA,1678,12/08/2005
3562,2004,1,SA,1678,12/08/2005
3564,2005,1,OFL,1696,19/08/2005
3565,2005,1,CH,1704,25/08/2005
3566,2005,0,CH,1704,25/08/2005
3568,2005,0,CH,1703,25/08/2005
3570,2005,1,CH,1703,25/08/2005
3571,2005,0,CH,1704,25/08/2005
3573,2005,1,CH,1703,25/08/2005
3575,2005,1,CH,1698,20/08/2005
3577,2005,1,CH,1708,26/08/2005
3578,2005,1,CH,1707,26/08/2005
3579,2005,0,CH,1707,26/08/2005
3581,2005,0,CH,1710,27/08/2005
3582,2004,1,SA,1706,26/08/2005
3591,2005,0,CH,1715,30/08/2005
3592,2005,0,CH,1714,29/08/2005
3593,2005,1,CH,1721,03/09/2005
3597,2005,0,CH,1721,03/09/2005
3598,2005,0,CH,1723,04/09/2005
3599,2005,1,CH,1726,06/09/2005
3600,2005,1,CH,1733,11/09/2005
3601,2005,1,CH,1734,11/09/2005
3602,2005,1,CH,1732,10/09/2005
3603,2005,0,CH,1732,10/09/2005
3605,2005,0,CH,1732,10/09/2005
3607,2005,1,CH,1730,09/09/2005
3609,2005,0,CH,1684,14/08/2005
3610,2005,0,CH,1689,16/08/2005
3611,2005,0,CH,1735,17/09/2005
3613,2005,0,CH,1735,17/09/2005
3614,2005,1,CH,1737,30/09/2005
3617,2005,1,FL,1749,19/11/2005
3632,,0,J,1753,21/11/2005
3633,,1,SA,1755,22/11/2005
3638,2005,1,FL,1754,22/11/2005
3646,2005,0,FL,1764,28/11/2005
3647,2005,1,FL,1764,28/11/2005
3648,2005,0,FL,1766,29/11/2005
3649,2005,0,FL,1767,29/11/2005
3650,2005,0,FL,1766,29/11/2005
3651,2005,1,FL,1769,30/11/2005
3652,2005,0,FL,1768,30/11/2005
3653,2005,0,FL,1769,30/11/2005
3662,2005,0,FL,1748,17/11/2005
3666,2005,1,FL,1746,16/11/2005
3670,2005,1,FL,1745,16/11/2005
3672,2005,1,FL,1745,16/11/2005
3675,2005,1,FL,1746,16/11/2005
3680,2005,1,FL,1745,16/11/2005
3681,2005,0,FL,1746,16/11/2005
3682,2005,1,FL,1745,16/11/2005
3683,2005,1,FL,1745,16/11/2005
3684,2005,1,FL,1744,15/11/2005
3688,2005,0,FL,1774,04/12/2005
3689,2005,1,FL,1774,04/12/2005
3690,2005,1,FL,1775,04/12/2005
3691,2005,0,OFL,1776,05/12/2005
3692,2005,0,OFL,1776,05/12/2005
3697,2005,1,FL,1771,02/12/2005
3700,2005,0,SA,1780,08/12/2005
3701,2005,0,FL,1781,09/12/2005
3702,2005,1,FL,1784,11/12/2005
3710,1994,,J,1785,01/01/2006
3745,1997,1,CH,749,18/08/1997
3766,1997,0,CH,749,18/08/1997
3794,1997,0,CH,5073,17/08/1997
3844,1998,0,CH,5114,30/08/1998
3863,1998,0,CH,5196,24/02/1998
3871,1998,1,CH,5164,10/08/1998
3907,1998,,CH,865,30/08/1998
3946,1998,0,CH,871,08/09/1998
3964,1999,1,CH,966,29/08/1999
3967,1999,0,CH,952,14/08/1999
3976,1999,1,CH,6720,19/08/1999
3986,1999,0,CH,5475,28/07/1999
3994,1999,,CH,945,04/08/1999
4017,1999,0,CH,5469,19/07/1999
4031,1999,,CH,5474,27/07/1999
4057,1999,0,CH,962,25/08/1999
4086,1999,1,CH,5456,04/09/1999
4194,2003,0,CH,1217,30/08/2003
4235,2003,1,CH,9828,05/08/2003
4256,1995,0,CH,510,02/08/1995
4801,1990,,CH,1793,25/08/1990
4802,2005,1,J,1821,15/03/2006
4804,2006,0,SA,1825,20/03/2006
4807,2006,1,J,1795,15/06/2006
4809,2005,0,SA,1990,16/06/2006
4810,2006,0,FL,1990,16/06/2006
4813,2005,1,SA,1992,17/06/2006
4814,2006,1,J,1798,17/06/2006
4816,2006,1,J,1798,17/06/2006
4817,2006,1,FL,1993,18/06/2006
4819,2005,1,SA,1800,18/06/2006
4821,2006,0,FL,1995,19/06/2006
4824,2005,1,SA,1997,20/06/2006
4825,2006,0,J,2000,21/06/2006
4827,2006,0,J,1999,21/06/2006
4830,2006,0,J,2004,23/06/2006
4833,2005,0,SA,2006,25/06/2006
4834,2005,1,SA,2008,26/06/2006
4836,2006,0,J,1803,26/06/2006
4838,2005,1,SA,2009,27/06/2006
4839,2006,1,J,1805,27/06/2006
4840,2005,0,SA,2011,28/06/2006
4841,2005,1,SA,1807,28/06/2006
4844,2005,0,SA,1806,28/06/2006
4845,2005,0,SA,2013,29/06/2006
4846,2006,0,J,2014,29/06/2006
4848,2006,1,FL,2016,30/06/2006
4849,2005,1,SA,1809,30/06/2006
4851,2006,1,J,1809,30/06/2006
4853,2006,0,J,2017,01/07/2006
4855,2006,0,FL,1835,02/07/2006
4856,2005,1,SA,2021,03/07/2006
4857,2006,1,J,2022,04/07/2006
4858,2005,0,SA,2025,05/07/2006
4859,2005,0,SA,2024,05/07/2006
4862,2005,0,SA,1866,17/07/2006
4864,2006,1,J,2026,17/07/2006
4867,2006,0,J,1871,20/07/2006
4868,2006,0,J,1872,20/07/2006
4873,2005,1,SA,1902,06/08/2006
4874,2006,0,OFL,1906,07/08/2006
4877,2006,0,CH,1916,12/08/2006
4879,2006,1,CH,1916,12/08/2006
4880,2006,0,CH,1916,12/08/2006
4882,2006,0,CH,1915,12/08/2006
4884,2006,1,CH,1921,15/08/2006
4886,2006,1,J,1922,16/08/2006
4889,2006,1,CH,1925,19/08/2006
4891,2006,0,CH,1929,20/08/2006
4893,2006,0,CH,1931,23/08/2006
4895,2006,1,CH,1933,24/08/2006
4898,2006,0,CH,1937,29/08/2006
4899,2006,0,CH,2775,29/08/2006
4900,2006,1,CH,1937,29/08/2006
4901,2006,0,FL,1938,30/08/2006
4903,2006,1,CH,1940,01/09/2006
4905,2006,0,CH,1942,02/09/2006
4906,2006,1,CH,1943,02/09/2006
4907,2006,0,CH,1945,03/09/2006
4908,2006,0,CH,1944,03/09/2006
4911,2006,1,CH,1946,12/09/2006
4913,2006,1,CH,1947,12/09/2006
4914,2006,1,CH,1947,12/09/2006
4915,2006,1,CH,1947,12/09/2006
4916,2006,0,CH,1947,12/09/2006
4918,2006,1,CH,1948,13/09/2006
4920,2006,0,FL,1813,14/09/2006
4925,2006,1,FL,1816,16/09/2006
4931,2005,1,SA,1819,18/09/2006
4932,2005,1,SA,1820,18/09/2006
4937,2006,1,CH,1953,26/09/2006
4940,2006,1,J,1958,08/01/2007
4942,2006,0,OFL,1959,09/01/2007
4943,2006,1,J,1960,09/01/2007
4944,2006,1,J,1961,10/01/2007
4945,2006,1,J,1961,10/01/2007
4946,2006,1,J,1962,10/01/2007
4948,2006,1,J,1963,11/01/2007
4949,2006,0,SA,1964,11/01/2007
4951,2006,1,J,1965,12/01/2007
4953,2006,1,J,1967,13/01/2007
4955,2006,1,J,1967,13/01/2007
4959,2006,1,SA,1969,14/01/2007
4960,2006,0,J,1971,16/01/2007
4962,2006,1,J,1972,17/01/2007
4963,2006,1,J,1972,17/01/2007
4966,2006,1,J,1975,22/01/2007
4968,2006,0,FL,1976,23/01/2007
4969,2006,0,FL,1978,24/01/2007
4974,2006,0,FL,1979,25/01/2007
5001,2006,1,SA,2046,16/06/2007
5002,2006,1,SA,2047,17/06/2007
5003,2007,0,J,2047,17/06/2007
5004,2007,0,J,2049,19/06/2007
5007,2006,1,SA,2051,20/06/2007
5008,2007,1,J,2052,21/06/2007
5013,2006,0,SA,2054,24/06/2007
5014,2007,0,FL,2055,24/06/2007
5020,2007,1,J,2057,25/06/2007
5025,2006,1,SA,2060,28/06/2007
5026,2007,0,J,2060,28/06/2007
5029,2007,0,J,2061,29/06/2007
5036,2006,0,SA,2064,29/06/2007
5037,2006,1,SA,2065,30/06/2007
5038,2006,0,SA,2065,30/06/2007
5039,2006,1,SA,2066,01/07/2007
5041,2006,1,SA,2067,01/07/2007
5042,2006,0,SA,2068,02/07/2007
5043,2007,1,J,2069,02/07/2007
5044,2007,1,J,2070,03/07/2007
5045,2007,0,J,2071,03/07/2007
5048,2006,0,SA,2073,04/07/2007
5049,2006,0,SA,2074,04/07/2007
5052,2006,0,SA,2075,04/07/2007
5053,2007,0,J,2074,04/07/2007
5054,2006,1,SA,2075,04/07/2007
5056,2006,1,SA,2076,05/07/2007
5065,2006,,SA,2081,09/07/2007
5068,2006,1,SA,2082,10/07/2007
5069,2006,0,SA,2084,10/07/2007
5074,2007,0,J,2088,20/07/2007
5076,2007,1,J,2089,21/07/2007
5077,2007,1,J,2090,25/07/2007
5078,2006,1,SA,2090,25/07/2007
5080,2007,0,J,2092,27/07/2007
5089,2007,0,J,2096,03/08/2007
5095,2006,0,SA,2098,04/08/2007
5097,2007,0,J,2099,04/08/2007
5098,2007,1,J,2098,04/08/2007
5099,2006,1,SA,2100,04/08/2007
5106,2007,0,J,2102,06/08/2007
5107,2007,0,J,2103,07/08/2007
5108,2007,1,J,2104,07/08/2007
5110,2007,0,J,2103,07/08/2007
5113,2006,1,SA,2105,08/08/2007
5115,2007,1,J,4178,10/08/2007
5117,2007,0,CH,2109,13/08/2007
5120,2007,0,CH,2112,21/08/2007
5122,2007,0,CH,2113,23/08/2007
5124,2007,0,J,2114,24/08/2007
5126,2007,1,CH,2116,27/08/2007
5127,2007,0,CH,2115,27/08/2007
5129,2007,1,CH,2117,31/08/2007
5130,2007,0,CH,2117,31/08/2007
5131,2007,1,CH,2117,31/08/2007
5134,2007,0,CH,2119,01/09/2007
5135,2007,0,CH,2119,01/09/2007
5136,2007,0,CH,2118,01/09/2007
5137,2007,0,CH,2120,02/09/2007
5138,2007,0,CH,2121,03/09/2007
5139,2007,0,CH,2122,05/09/2007
5140,2007,0,CH,2122,05/09/2007
5141,2007,0,CH,2122,05/09/2007
5142,2007,0,CH,2122,05/09/2007
5143,2007,,CH,2123,06/09/2007
5146,2007,1,CH,2125,07/09/2007
5148,2007,1,CH,2126,08/09/2007
5149,2007,1,CH,2127,09/09/2007
5150,2007,0,CH,2127,09/09/2007
5151,2007,1,CH,2127,09/09/2007
5152,2007,0,CH,2127,09/09/2007
5153,2007,1,CH,2127,09/09/2007
5154,2007,0,CH,2127,09/09/2007
5156,2007,0,CH,2128,15/09/2007
5157,2007,0,CH,2129,16/09/2007
5159,2007,1,J,2131,09/01/2008
5161,2007,1,J,2133,15/01/2008
5165,2007,1,J,2136,21/01/2008
5166,2007,0,SA,2136,21/01/2008
5171,2007,0,J,2139,25/01/2008
5172,2007,1,SA,2140,26/01/2008
5174,2007,0,SA,2142,01/02/2008
5175,2008,0,CH,2143,21/02/2008
5176,2008,0,J,2144,01/07/2008
5177,2008,1,J,2145,03/07/2008
5178,2007,0,SA,2145,03/07/2008
5179,2008,1,J,2145,03/07/2008
5180,2008,0,J,2146,04/07/2008
5181,2007,0,SA,2147,05/07/2008
5182,2008,0,J,2148,06/07/2008
5183,2008,0,J,2149,07/07/2008
5184,2007,0,SA,2150,07/07/2008
5185,2008,0,J,2151,09/07/2008
5186,2008,1,J,2152,10/07/2008
5187,2007,0,SA,2153,10/07/2008
5188,2007,1,SA,2154,11/07/2008
5190,2007,0,SA,2156,12/07/2008
5191,2007,1,SA,2157,12/07/2008
5192,2008,1,FL,2157,12/07/2008
5193,2007,0,SA,2156,12/07/2008
5194,2007,0,SA,2158,13/07/2008
5196,2008,0,FL,2158,13/07/2008
5198,2008,0,FL,2160,15/07/2008
5199,2008,1,OFL,2161,16/07/2008
5200,2008,1,J,2162,17/07/2008
5203,2008,1,CH,2164,18/07/2008
5205,2008,0,CH,2165,18/07/2008
5206,2008,1,J,2166,22/07/2008
5207,2008,0,J,2167,22/07/2008
5209,2008,1,FL,2168,22/07/2008
5210,2008,1,FL,2168,22/07/2008
5214,2008,1,J,2171,24/07/2008
5215,2007,1,SA,2172,24/07/2008
5216,2007,0,SA,2172,24/07/2008
5218,2008,0,J,2173,25/07/2008
5219,2007,0,SA,2174,25/07/2008
5222,2008,0,J,2177,26/07/2008
5223,2008,1,CH,2176,26/07/2008
5225,2008,1,FL,2178,26/07/2008
5227,2008,0,CH,2179,28/07/2008
5228,2008,1,CH,2179,28/07/2008
5229,2008,0,CH,2179,28/07/2008
5230,2008,0,CH,2179,28/07/2008
5231,2008,1,CH,2179,28/07/2008
5232,2007,0,SA,2180,29/07/2008
5233,2007,0,SA,2181,29/07/2008
5236,2008,1,FL,2183,31/07/2008
5239,2008,1,OFL,2184,01/08/2008
5241,2008,0,CH,2185,01/08/2008
5243,2007,0,SA,2187,05/08/2008
5245,2008,0,J,2188,05/08/2008
5246,2007,0,SA,2188,05/08/2008
5247,2008,0,FL,2189,05/08/2008
5248,2007,1,SA,2189,05/08/2008
5251,2007,0,SA,2190,06/08/2008
5252,2007,0,SA,2191,07/08/2008
5255,2008,1,J,2194,09/08/2008
5256,2007,0,SA,2195,09/08/2008
5257,2008,1,OFL,2196,11/08/2008
5258,2008,0,CH,2197,11/08/2008
5259,2008,0,CH,2197,11/08/2008
5260,2008,1,OFL,2198,11/08/2008
5261,2008,1,FL,2198,11/08/2008
5263,2008,0,OFL,2199,12/08/2008
5264,2008,0,OFL,2200,13/08/2008
5265,2008,0,FL,2201,16/08/2008
5266,2007,1,SA,2201,16/08/2008
5270,2008,1,CH,2204,24/08/2008
5271,2008,1,CH,2205,25/08/2008
5272,2008,0,CH,2206,28/08/2008
5273,2008,1,CH,2207,03/09/2008
5274,2008,0,FL,2217,31/07/2008
5276,2008,1,J,2267,14/01/2009
5277,2008,0,J,2268,17/01/2009
5278,2008,0,FL,2286,23/01/2009
5279,2008,0,J,2289,25/01/2009
5280,2008,1,FL,2294,29/01/2009
5281,2009,1,CH,2295,02/02/2009
5282,2008,0,OFL,2299,04/02/2009
5286,2009,1,CH,2307,13/02/2009
5287,2009,0,CH,2332,15/02/2009
5288,2009,0,CH,2309,16/02/2009
5289,2009,0,CH,2313,20/02/2009
5293,2008,0,J,2316,21/02/2009
5294,2009,1,CH,2317,24/02/2009
5295,2009,1,CH,2343,23/01/2009
5296,2009,0,CH,2344,28/01/2009
5297,2009,0,FL,2344,28/01/2009
5298,2008,0,J,2340,26/01/2009
5312,2009,0,FL,2394,22/06/2009
5314,2009,1,OFL,2397,16/06/2009
5317,2009,1,FL,2402,27/06/2009
5318,2009,0,SA,2398,20/06/2009
5322,2008,1,SA,2397,16/06/2009
5325,2009,1,OFL,2405,30/06/2009
5327,2009,1,OFL,2409,02/07/2009
5332,2009,0,OFL,2453,13/07/2009
5339,2009,0,FL,2491,28/07/2009
5340,2009,1,CH,2511,10/08/2009
5341,2008,0,SA,2512,15/08/2009
5342,2009,1,CH,2525,23/08/2009
5343,2009,1,CH,2520,19/08/2009
5344,2008,0,SA,2531,18/07/2009
5347,2008,1,SA,2533,16/07/2009
5349,2009,0,FL,2534,29/07/2009
5350,2009,0,FL,2535,10/07/2009
5352,2008,1,SA,2537,06/08/2009
5353,2008,1,SA,2538,11/08/2009
5354,2008,0,SA,2539,22/08/2009
5355,2008,0,SA,2540,10/08/2009
5363,2008,0,SA,2541,21/08/2009
5364,2008,0,SA,2541,21/08/2009
5365,2008,0,SA,2546,28/07/2009
5369,2008,0,SA,2549,20/08/2009
5373,2008,0,SA,2551,30/07/2009
5375,2008,1,SA,2543,19/08/2009
5381,2008,1,SA,2556,23/07/2009
5383,2008,1,SA,2547,04/08/2009
5389,2008,1,SA,2550,02/08/2009
5390,2008,1,SA,2553,15/07/2009
5394,2009,0,FL,2559,19/07/2009
5396,2009,1,FL,2535,10/07/2009
5397,2008,0,SA,2561,07/08/2009
5399,2008,1,SA,2531,18/07/2009
5400,2009,1,FL,2562,14/07/2009
5406,2008,1,SA,2556,23/07/2009
5407,2009,0,FL,2535,10/07/2009
5411,2008,0,SA,2556,23/07/2009
5414,2008,0,SA,2548,19/08/2009
5416,2009,0,FL,2530,27/07/2009
5417,2008,1,SA,2532,01/08/2009
5418,2009,1,CH,2576,29/08/2009
5448,2009,0,FL,2469,16/07/2009
5449,2009,0,OFL,2450,20/07/2009
5451,2009,0,J,2508,12/08/2009
5452,2009,0,FL,2512,15/08/2009
5454,2009,0,CH,2520,19/08/2009
5455,2009,0,FL,2523,20/08/2009
5458,2009,0,CH,2594,01/09/2009
5459,2009,0,CH,2593,31/08/2009
5460,2009,1,CH,2576,29/08/2009
5461,2009,0,CH,2593,31/08/2009
5462,2009,1,CH,2597,04/09/2009
5463,2009,1,CH,2598,05/09/2009
5464,2009,0,CH,2602,10/09/2009
5466,2009,0,CH,2598,05/09/2009
5473,2008,0,CH,2143,21/02/2008
5475,2009,0,FL,3302,03/02/2010
5476,2009,1,SA,3302,03/02/2010
5477,2009,0,SA,3302,03/02/2010
5478,2009,0,FL,3304,01/02/2010
5479,2009,0,FL,3303,01/02/2010
5480,2009,0,FL,3305,26/01/2010
5484,2009,0,FL,3303,01/02/2010
5486,2009,1,FL,3312,05/02/2010
5488,2009,1,FL,3306,08/02/2010
5489,2009,1,FL,3306,08/02/2010
5490,2009,1,OFL,3306,08/02/2010
5491,2009,0,FL,3306,08/02/2010
5492,2009,1,FL,3303,01/02/2010
5494,2009,0,FL,3306,08/02/2010
5499,2010,1,FL,3357,19/02/2010
5507,2009,1,SA,3406,12/07/2010
5509,2010,1,OFL,3406,12/07/2010
5512,2010,0,OFL,3409,06/07/2010
5519,2009,1,SA,3413,04/07/2010
5520,2009,1,SA,3414,05/07/2010
5521,2009,0,SA,3409,06/07/2010
5527,2010,1,OFL,3420,16/07/2010
5533,2010,0,OFL,3447,23/07/2010
5534,2010,0,OFL,3449,22/07/2010
5535,2009,0,SA,3450,25/07/2010
5538,2009,1,SA,3478,06/08/2010
5541,2009,1,SA,3488,07/08/2010
5544,2010,0,CH,3489,13/08/2010
5546,2010,0,CH,3482,10/08/2010
5548,2010,1,CH,3485,17/08/2010
5552,2010,0,CH,3491,23/08/2010
5555,2010,1,CH,3492,24/08/2010
5556,2010,1,CH,3487,27/08/2010
5557,2010,1,CH,3487,27/08/2010
5558,2010,1,CH,3484,26/08/2010
5560,2010,1,CH,3504,02/09/2010
5562,2010,0,OFL,3503,01/09/2010
5563,2010,1,CH,3501,30/08/2010
5565,2010,0,CH,3501,30/08/2010
5566,2010,0,CH,3501,30/08/2010
5567,2010,1,CH,3501,30/08/2010
5571,2010,1,CH,3517,08/09/2010
5572,2010,1,CH,3517,08/09/2010
5581,2010,1,SA,3527,28/06/2011
5587,2010,1,SA,3533,05/07/2011
5589,2010,0,SA,3527,28/06/2011
5591,2010,1,SA,3530,02/07/2011
5592,2010,0,SA,3527,28/06/2011
5593,2010,0,SA,3529,06/07/2011
5596,2010,0,SA,3537,05/07/2011
5599,2011,1,J,3520,03/07/2011
5601,2011,1,J,3521,03/07/2011
5603,2011,1,J,3538,30/06/2011
5610,2010,0,SA,3539,07/07/2011
5614,2010,1,SA,3521,03/07/2011
5615,2011,0,OFL,3522,01/07/2011
5616,2010,0,SA,3522,01/07/2011
5617,2011,0,J,3522,01/07/2011
5619,2011,0,OFL,3524,30/06/2011
5622,2011,1,J,3542,09/07/2011
5623,2011,0,OFL,3560,22/07/2011
5627,2011,1,OFL,3558,20/07/2011
5628,2011,1,CH,3573,02/08/2011
5629,2011,1,CH,3577,09/08/2011
5631,2010,1,SA,3579,28/07/2011
5632,2011,0,CH,3577,09/08/2011
5637,2011,0,CH,3582,14/08/2011
5644,2011,0,J,3572,31/07/2011
5645,2011,1,CH,3620,24/08/2011
5646,2011,1,CH,3593,19/08/2011
5647,2011,0,CH,3615,01/09/2011
5651,2011,1,CH,3593,19/08/2011
5654,2011,1,CH,3611,22/08/2011
5655,2010,1,SA,3639,10/09/2011
5656,2011,0,CH,3643,06/09/2011
5659,2010,0,SA,3653,06/09/2011
5660,2010,0,SA,3654,07/09/2011
5663,2010,0,SA,3656,03/09/2011
5664,2010,0,SA,3658,04/09/2011
5666,2010,1,SA,3657,05/09/2011
5667,2010,0,SA,3653,06/09/2011
5668,2010,1,SA,3654,07/09/2011
5669,2010,1,SA,3654,07/09/2011
5670,2010,1,SA,3654,07/09/2011
5671,2010,0,SA,3652,10/09/2011
5672,2010,1,SA,3653,06/09/2011
5673,2010,1,SA,3653,06/09/2011
5674,2010,0,SA,3655,02/09/2011
5675,2010,0,SA,3655,02/09/2011
5676,2010,0,SA,3659,09/09/2011
5677,2010,0,SA,3651,08/09/2011
5680,2011,1,OFL,3665,16/09/2011
5681,2011,0,FL,3668,16/09/2011
5682,2011,1,FL,3678,17/09/2011
5685,2011,0,FL,3682,21/09/2011
5686,2011,0,FL,3683,22/09/2011
5687,2011,1,CH,3684,25/09/2011
5693,2010,0,CH,3932,11/06/2010
5695,2009,1,SA,3926,30/06/2010
5696,2010,0,OFL,3927,23/06/2010
5697,2009,1,SA,3934,10/07/2010
5698,2010,1,FL,3927,23/06/2010
5701,2010,0,CH,3932,11/06/2010
5702,2010,0,FL,3936,06/06/2010
5703,2009,0,SA,3935,14/07/2010
5704,2010,1,OFL,3924,28/06/2010
5706,2009,0,SA,3937,13/07/2010
5708,2010,0,FL,3938,16/07/2010
5710,2010,0,OFL,3924,28/06/2010
5711,2010,0,CH,3928,25/06/2010
5713,2009,1,SA,3938,16/07/2010
5714,2010,0,FL,3942,15/07/2010
5716,2010,0,J,3943,19/07/2010
5718,2009,0,SA,3927,23/06/2010
5720,2010,0,FL,3935,14/07/2010
5721,2010,1,OFL,3939,29/06/2010
5722,,1,CH,3928,25/06/2010
5728,2009,1,SA,3935,14/07/2010
5729,2010,0,FL,3947,15/08/2010
5730,2010,0,J,3944,22/07/2010
5731,2010,1,CH,3948,23/07/2010
5733,2010,1,FL,3950,21/07/2010
5735,2010,0,CH,3948,23/07/2010
5737,2009,0,SA,3945,12/08/2010
5738,2010,1,CH,3951,05/08/2010
5739,2010,0,CH,3948,23/07/2010
5740,2010,0,J,3944,22/07/2010
5741,2010,1,FL,3952,25/07/2010
5745,2010,0,CH,3960,16/08/2010
5747,2011,1,OFL,4039,30/11/2011
5751,2011,0,J,4042,07/12/2011
5752,2011,1,J,4042,07/12/2011
5753,2011,1,OFL,4042,07/12/2011
5754,2010,1,SA,4043,06/12/2011
5755,2011,1,OFL,4043,06/12/2011
5756,2011,0,OFL,4079,13/12/2011
5757,2011,1,OFL,4079,13/12/2011
5758,2011,1,OFL,4079,13/12/2011
5759,2011,1,OFL,4079,13/12/2011
5761,2011,0,OFL,4080,14/12/2011
5762,2011,1,SA,4080,14/12/2011
5763,2011,1,SA,4080,14/12/2011
5765,2011,1,J,4099,27/01/2012
5767,2011,1,FL,4101,28/01/2012
5768,2011,1,J,4100,28/01/2012
5771,2011,0,FL,4105,30/01/2012
5772,2011,0,J,4106,31/01/2012
5773,2011,0,J,4121,04/02/2012
5775,2011,1,J,4123,07/02/2012
5781,2011,1,SA,4130,12/02/2012
5782,2011,1,SA,4135,15/02/2012
5784,2011,1,J,4139,16/02/2012
5785,2012,1,FL,4140,17/02/2012
5786,2011,1,J,4145,22/02/2012
5787,2011,1,FL,4146,23/02/2012
5789,2010,1,SA,4164,03/03/2011
5792,2010,0,SA,4165,04/03/2011
5815,2010,0,SA,4173,21/03/2011
5816,2010,1,SA,4174,22/03/2011
5821,2012,1,OFL,4200,01/07/2012
5827,2012,0,FL,4203,14/06/2012
5828,2011,1,SA,4204,12/06/2012
5830,2012,0,SA,4183,09/06/2012
5831,2012,1,OFL,4205,05/06/2012
5832,2012,0,OFL,4206,06/06/2012
5840,2012,0,CH,4333,01/09/2012
5841,2012,0,SA,4336,09/09/2012
5844,2012,0,SA,4339,12/09/2012
5846,2012,0,OFL,4341,17/09/2012
5848,2012,0,FL,4343,23/09/2012
5849,2012,0,SA,4343,23/09/2012
5851,2012,0,FL,4345,25/09/2012
5852,2012,0,FL,4346,26/09/2012
5856,1994,,SA,4407,09/01/1995
5857,1997,1,FL,4458,30/07/1997
5858,2011,0,FL,4459,09/08/2011
5861,2010,1,SA,4462,12/08/2011
5862,2011,1,FL,4463,16/08/2011
5864,2011,1,FL,4460,05/08/2011
5865,2010,0,SA,4464,22/07/2011
5866,2010,1,SA,4465,09/07/2011
5867,2011,1,J,4466,21/07/2011
5868,2011,1,OFL,4467,15/07/2011
5869,2011,0,FL,4459,09/08/2011
5873,2010,1,SA,4465,09/07/2011
5874,2010,0,SA,4468,11/07/2011
5875,2010,1,SA,4469,11/07/2011
5876,2010,1,SA,4467,15/07/2011
5878,2011,1,FL,4464,22/07/2011
5880,2011,1,FL,4472,18/08/2011
5881,2010,0,SA,4462,12/08/2011
5882,2011,0,FL,4462,12/08/2011
5884,2010,0,SA,4465,09/07/2011
5886,2010,1,SA,4461,10/08/2011
5902,2012,0,SA,4536,31/01/2013
5906,2012,1,SA,4540,02/02/2013
5911,2012,1,SA,4596,06/08/2013
5914,2012,0,SA,4598,08/08/2013
5915,2013,1,FL,4597,07/08/2013
5916,2012,1,SA,4596,06/08/2013
5917,2013,0,FL,4596,06/08/2013
5918,2012,1,SA,4598,08/08/2013
5922,2012,0,SA,4602,10/08/2013
5923,2013,1,FL,4602,10/08/2013
5927,2012,1,SA,4603,13/08/2013
5930,2012,1,SA,4605,14/08/2013
5933,2012,1,SA,4612,17/08/2013
5934,2012,1,SA,4612,17/08/2013
5935,2012,0,SA,4613,17/08/2013
5936,2012,1,SA,4610,19/08/2013
5937,2012,1,SA,4613,17/08/2013
5939,2012,0,SA,4634,22/08/2013
5940,2012,1,SA,4635,26/08/2013
5941,2012,1,SA,4636,26/08/2013
5942,2012,1,SA,4639,23/08/2013
5944,2012,0,SA,4639,23/08/2013
5947,2013,1,FL,4638,24/08/2013
5948,2013,0,FL,4642,30/08/2013
5949,2012,0,SA,4643,30/08/2013
