BloodID,TL,BTN,Whodunnit,Objective,PlateID
475,6820.802268,1488,EB,2,7
481,5229.385237,1495,EB,2,7
496,4894.327088,1512,EB,2,8
576,2903.370902,1596,EB,2,8
585,6437.576054,1605,EB,2,8
588,7888.269298,1608,EB,2,8
633,4712.54931,1653,EB,2,8
658,4258.473684,1678,EB,2,8
669,4286.255399,1689,EB,2,8
672,5383.221267,1692,EB,2,8
2851,6858.582969,1810,EB,2,8
2853,6365.61782,1812,EB,2,9
2892,4934.340934,1852,EB,2,9
2954,11738.29999,1914,EB,2,9
3091,6593.43821,2100,EB,2,9
3145,5556.091667,2154,EB,2,9
3187,7209.956474,2196,EB,2,9
3191,7560.675365,2200,EB,2,9
3198,6162.419134,2207,EB,2,9
3204,8017.511628,2213,EB,2,9
3232,4863.073661,2241,EB,2,10
3385,6489.473118,2375,EB,2,10
3759,6699.396194,2438,EB,2,10
3753,7842.146275,2444,EB,2,10
3783,6644.956651,2469,EB,2,10
3744,2749.34073,2588,EB,2,10
3750,5572.052244,2599,EB,2,10
3830,9072.120203,2664,EB,2,10
3850,3676.188985,2671,EB,2,10
3838,5463.029709,2675,EB,2,11
3841,2739.884004,2677,EB,2,11
3863,4888.456196,2726,EB,2,11
3890,4987.213223,2753,EB,2,11
3916,3195.651869,2785,EB,2,11
3958,4511.680422,3013,EB,2,11
3974,4863.458486,3033,EB,2,11
4162,2234.606738,3054,EB,2,11
1037,3763.202291,888,EB,2,13
46,3416.383898,1045,EB,2,13
56,5652.338559,1055,EB,2,13
59,6096.903673,1058,EB,2,13
102,5386.913452,1101,EB,2,13
141,5270.060766,1140,EB,2,13
156,6992.391712,1155,EB,2,13
292,5521.84429,1296,EB,2,13
373,4671.689028,1384,EB,2,14
611,5187.382001,1631,EB,2,14
642,3683.387933,1662,EB,2,14
683,2958.890919,1703,EB,2,14
2848,3920.672275,1807,EB,2,14
2911,2809.694117,1871,EB,2,14
2950,2021.057476,1910,EB,2,14
3106,3052.459634,2115,EB,2,14
2220,4275.149223,17,EB,2,15
2276,6399.102128,22,EB,2,15
2285,4542.548694,28,EB,2,15
2291,6492.099987,33,EB,2,15
3341,2906.85477,2350,EB,2,15
3740,2795.250779,2591,EB,2,15
3955,2929.474511,3005,EB,2,15
4107,4191.930127,3214,EB,2,15
2364,1737.35441,41,EB,2,16
2183,2024.268226,136,EB,2,16
2196,2222.318793,148,EB,2,16
2197,4269.798101,149,EB,2,16
2203,2435.096103,154,EB,2,16
2214,630.8428455,164,EB,2,16
2222,5891.231273,171,EB,2,16
2244,4348.792784,191,EB,2,16
2373,1626.721961,5,EB,2,17
2383,3029.870925,6,EB,2,17
2333,3617.641808,13,EB,2,17
2336,2241.426447,16,EB,2,17
2345,3144.465246,24,EB,2,17
2348,2389.521724,27,EB,2,17
2361,3151.420319,39,EB,2,17
2366,3290.81525,43,EB,2,17
152,2350.916171,1151,EB,2,18
157,2133.563179,1156,EB,2,18
217,5052.289946,1220,EB,2,18
401,5682.238058,1412,EB,2,18
3371,3250.692846,2376,EB,2,18
4041,1688.603199,2963,EB,2,18
4027,1858.942874,2971,EB,2,18
4008,2912.814094,2991,EB,2,18
2373,2180.108614,5,EB,2,19
2383,4422.458847,6,EB,2,19
2402,4015.945462,9,EB,2,19
2333,2830.827403,13,EB,2,19
2336,2207.946019,16,EB,2,19
2220,3960.060701,17,EB,2,19
2276,8435.104984,22,EB,2,19
4000,2758.688554,2995,EB,2,19
2345,2807.979316,24,EB,2,20
2348,2393.707871,27,EB,2,20
2285,3906.684588,28,EB,2,20
2291,5042.591743,33,EB,2,20
2361,4071.296728,39,EB,2,20
2300,2914.231833,41,EB,2,20
2366,3978.041641,43,EB,2,20
2183,3071.187081,136,EB,2,20
2196,1627.061875,148,EB,2,21
2197,3390.148165,149,EB,2,21
2199,2893.551852,150,EB,2,21
2203,2491.038371,154,EB,2,21
2214,555.7066598,164,EB,2,21
2222,2696.319133,171,EB,2,21
2244,4664.744697,191,EB,2,21
72,2869.54549,1071,EB,2,21
152,2313.768036,1151,EB,2,23
157,5409.923472,1156,EB,2,23
217,5374.642459,1220,EB,2,23
244,4455.823195,1248,EB,2,23
401,5936.677766,1412,EB,2,23
3371,3291.339166,2376,EB,2,23
4041,1751.228411,2963,EB,2,23
4027,5530.560801,2971,EB,2,23
2231,4329.70573,18,EB,2,24
2292,6356.496312,34,EB,2,24
2295,5571.647007,37,EB,2,24
990,3563.368046,841,EB,2,24
3759,3296.257256,2438,EB,2,24
4008,1510.341405,2991,EB,2,24
4000,3061.565939,2995,EB,2,24
3092,5158.757509,2101,EB,3,1
3093,5675.34856,2102,EB,3,1
3095,4864.670484,2104,EB,3,1
3097,7472.253071,2106,EB,3,1
3099,5067.844462,2108,EB,3,1
3101,5791.132559,2110,EB,3,1
3118,8231.187752,2127,EB,3,1
3119,8614.591097,2128,EB,3,1
3126,5084.750716,2135,EB,3,2
3131,1119.360171,2140,EB,3,2
3143,5942.68386,2152,EB,3,2
3144,11383.20863,2153,EB,3,2
3151,4955.641592,2160,EB,3,2
3159,10687.83166,2168,EB,3,2
4319,6707.893153,3292,EB,3,2
3162,8716.394792,2171,EB,3,3
3163,5548.544729,2172,EB,3,3
3167,7722.301059,2176,EB,3,3
3168,3088.145989,2177,EB,3,3
3169,5990.099868,2178,EB,3,3
3172,9459.618918,2181,EB,3,3
3179,14175.29099,2188,EB,3,3
3189,7773.140915,2198,EB,3,3
3195,3143.004753,2204,EB,3,4
3200,6072.496748,2209,EB,3,4
3203,7533.914419,2212,EB,3,4
3207,6676.308322,2216,EB,3,4
3210,4511.53142,2219,EB,3,4
3211,5779.802495,2220,EB,3,4
3217,6106.165923,2226,EB,3,4
3222,3939.211185,2231,EB,3,4
4112,3654.464195,2381,EB,3,6
3386,5335.346607,2382,EB,3,6
3394,7518.397343,2384,EB,3,6
3672,6626.304293,2385,EB,3,6
3683,1638.990085,2386,EB,3,6
3680,2938.182144,2387,EB,3,6
3689,3317.778467,2388,EB,3,6
3388,8544.006517,2390,EB,3,6
3771,4350.684955,2463,EB,3,9
3774,4877.243015,2464,EB,3,9
3782,6341.353868,2465,EB,3,9
3780,6802.103021,2466,EB,3,9
3773,3915.042601,2467,EB,3,9
3778,6838.234945,2468,EB,3,9
3474,3758.658802,2470,EB,3,9
3784,4186.292559,2471,EB,3,9
3809,4697.98733,2479,EB,3,9
3496,5671.420428,2480,EB,3,9
3819,4597.064343,2494,EB,3,9
3814,4013.062353,2498,EB,3,9
3813,4464.918948,2502,EB,3,9
3698,9373.586674,2509,EB,3,9
3748,4241.40615,2604,EB,3,9
3824,6618.469961,2655,EB,3,9
3825,4776.347821,2659,EB,3,9
3833,4054.760707,2668,EB,3,9
3837,3977.601102,2669,EB,3,9
3784,3475.982254,2471,EB,3,10
3788,2696.457076,2472,EB,3,10
3787,4362.786659,2473,EB,3,10
3476,3656.511379,2475,EB,3,10
3785,115868.9295,2476,EB,3,10
3779,4691.403909,2477,EB,3,10
3790,5375.82695,2478,EB,3,10
3809,5560.824978,2479,EB,3,10
3496,2640.833224,2480,EB,3,11
3789,2845.207031,2481,EB,3,11
3513,4058.128809,2482,EB,3,11
3804,1610.937169,2483,EB,3,11
3477,2919.198178,2484,EB,3,11
3807,3088.052799,2486,EB,3,11
3808,1412.874318,2488,EB,3,11
3805,2146.169101,2489,EB,3,11
3820,2457.796274,2492,EB,3,12
3811,5426.90325,2496,EB,3,12
3810,7022.762315,2497,EB,3,12
3814,4900.467454,2498,EB,3,12
3818,3101.514333,2499,EB,3,12
3813,3664.277587,2502,EB,3,12
3817,6713.418222,2504,EB,3,12
3698,3348.036453,2509,EB,3,13
3742,2114.977616,2587,EB,3,13
3468,1633.777484,2589,EB,3,13
3743,1757.960833,2590,EB,3,13
3745,2265.665253,2593,EB,3,13
3747,4332.333653,2597,EB,3,13
3741,2817.252291,2598,EB,3,13
3755,2565.311942,2600,EB,3,14
3757,1436.017252,2602,EB,3,14
3752,1383.540986,2603,EB,3,14
3821,4122.581854,2648,EB,3,14
3828,2599.119599,2650,EB,3,14
3823,2525.919312,2654,EB,3,14
3824,4374.814219,2655,EB,3,14
3822,5463.362024,2657,EB,3,15
3825,4194.358557,2659,EB,3,15
3520,4354.741925,2660,EB,3,15
3831,2759.954792,2661,EB,3,15
3829,4523.78118,2663,EB,3,15
3835,3567.929266,2665,EB,3,15
3832,5056.994124,2667,EB,3,15
3833,4309.419998,2668,EB,3,15
3837,3713.261359,2669,EB,3,16
3834,4162.643734,2672,EB,3,16
3836,5743.9819,2673,EB,3,16
3839,3867.008702,2674,EB,3,16
3843,4471.259911,2676,EB,3,16
3842,3330.220528,2678,EB,3,16
3840,3594.679262,2679,EB,3,16
3845,3323.8355,2680,EB,3,16
3873,6394.169245,2737,EB,3,19
3874,6787.899404,2738,EB,3,19
3872,8116.910136,2739,EB,3,19
3877,8391.103678,2740,EB,3,19
3875,8207.182809,2742,EB,3,19
3878,10428.87294,2744,EB,3,19
3880,7468.235877,2745,EB,3,19
3882,6027.730578,2746,EB,3,19
3881,2925.171456,2747,EB,3,20
3884,4460.207446,2750,EB,3,20
3888,6408.096761,2752,EB,3,20
3889,1892.403742,2755,EB,3,20
3896,5244.216998,2756,EB,3,20
3887,5306.177783,2757,EB,3,20
3899,6469.229069,2759,EB,3,20
3895,6486.489871,2761,EB,3,20
3381,6008.562412,2378,EB,3,61
3844,2577.254791,2681,EB,3,61
3862,6238.017314,2724,EB,3,61
3865,6675.908139,2732,EB,3,61
3912,3164.937242,2789,EB,3,61
4045,7177.568852,2961,EB,3,61
3954,3605.891798,3003,EB,3,61
3953,2947.193619,3007,EB,3,61
3984,3981.762034,3041,EB,3,61
4299,4590.415996,3281,EB,3,61
4320,6064.781838,3285,EB,3,61
3808,3388.672868,2488,EB,3,62
3848,8588.085924,2688,EB,3,62
3861,3341.890783,2725,EB,3,62
3891,6876.039943,2766,EB,3,62
3905,3750.883241,2779,EB,3,62
3915,6927.643841,2792,EB,3,62
3967,4769.34332,3012,EB,3,62
4182,7206.179744,3078,EB,3,62
4082,7415.102863,3175,EB,3,62
4087,2598.005286,3180,EB,3,62
4091,2890.559607,3182,EB,3,62
3160,6527.267789,2169,EB,3,63
3188,5196.734574,2197,EB,3,63
3193,4342.839043,2202,EB,3,63
3682,5910.278958,2368,EB,3,63
3694,4267.920942,2389,EB,3,63
3690,6184.09209,2401,EB,3,63
3870,6781.462872,2734,EB,3,63
3925,3931.680354,2803,EB,3,63
3971,6578.241201,3032,EB,3,63
4229,5049.609492,3106,EB,3,63
4274,6140.804701,3249,EB,3,63
3110,5264.168249,2119,EB,3,64
3150,4360.660727,2159,EB,3,64
3855,2669.751112,2703,EB,3,64
3864,5082.738059,2731,EB,3,64
3876,3581.98721,2741,EB,3,64
3921,3473.069581,2800,EB,3,64
3964,3399.716369,3015,EB,3,64
3965,3790.175845,3019,EB,3,64
4259,4596.936869,3132,EB,3,64
4134,5080.533369,3239,EB,3,64
4279,4520.295028,3258,EB,3,64
3103,4595.3806,2112,EB,3,65
3900,4621.407677,2778,EB,3,65
3910,4427.732112,2787,EB,3,65
3922,3046.78418,2799,EB,3,65
4260,3904.42479,3133,EB,3,65
4075,4947.232654,3168,EB,3,65
4083,4086.276455,3176,EB,3,65
4092,3331.078734,3181,EB,3,65
4109,4685.639578,3216,EB,3,65
4110,3060.62223,3217,EB,3,65
4316,6065.060779,3287,EB,3,65
3898,3637.222453,2762,EB,3,66
3907,2104.256777,2777,EB,3,66
3568,2284.243599,2782,EB,3,66
4047,4755.332563,2958,EB,3,66
3962,2227.015909,3016,EB,3,66
3983,4983.553427,3026,EB,3,66
4183,2331.573238,3079,EB,3,66
4249,3187.773511,3123,EB,3,66
4005,2810.112298,3138,EB,3,66
4287,3307.051705,3257,EB,3,66
4313,2799.384665,3288,EB,3,66
3158,1755.404004,2167,EB,3,67
3785,3110.99484,2476,EB,3,67
3831,6043.16803,2661,EB,3,67
3849,5905.021256,2686,EB,3,67
3908,4069.31434,2790,EB,3,67
3950,3434.227999,3009,EB,3,67
4199,3992.273716,3086,EB,3,67
4098,2281.026253,3205,EB,3,67
4117,1552.837335,3222,EB,3,67
4135,3078.024648,3240,EB,3,67
4278,4253.759075,3252,EB,3,67
3096,3006.308551,2105,EB,3,68
3156,3581.025934,2165,EB,3,68
3176,1522.647327,2185,EB,3,68
3749,2279.632785,2594,EB,3,68
4215,4130.80812,3099,EB,3,68
4250,3066.80332,3122,EB,3,68
4013,2856.565331,3139,EB,3,68
4060,3058.753876,3149,EB,3,68
4090,2639.147507,3185,EB,3,68
4095,2436.194706,3188,EB,3,68
4308,2538.2191,3291,EB,3,68
3124,3321.394553,2133,EB,3,69
3164,2001.639749,2173,EB,3,69
3178,3234.741788,2187,EB,3,69
3767,3142.683768,2449,EB,3,69
3929,4234.825876,2808,EB,3,69
4044,3953.71982,2956,EB,3,69
3956,7093.098554,3000,EB,3,69
4057,1646.563404,3152,EB,3,69
4058,1702.308525,3153,EB,3,69
4084,3542.603036,3177,EB,3,69
4277,2739.132682,3245,EB,3,69
3133,5717.038586,2142,EB,3,71
3303,4061.656572,2312,EB,3,71
3847,4796.196067,2685,EB,3,71
3852,4016.662086,2692,EB,3,71
3901,2242.18471,2771,EB,3,71
4049,3194.709681,2960,EB,3,71
4186,2639.770672,3073,EB,3,71
4248,5375.107027,3119,EB,3,71
4052,3057.576646,3147,EB,3,71
4074,3920.148045,3167,EB,3,71
4275,4746.921424,3250,EB,3,71
3173,2279.361897,2182,EB,3,72
3215,4712.71535,2224,EB,3,72
3885,4317.168254,2760,EB,3,72
3893,3253.207322,2768,EB,3,72
3928,4832.179797,2806,EB,3,72
3979,2184.926428,3031,EB,3,72
3987,2555.236221,3037,EB,3,72
4159,3679.72698,3049,EB,3,72
4192,3401.144189,3083,EB,3,72
4206,3921.898132,3095,EB,3,72
4068,3717.064787,3161,EB,3,72
3561,2561.774395,2751,EB,3,73
3563,5172.011638,2765,EB,3,73
3567,4201.688674,2780,EB,3,73
4155,2943.864497,3050,EB,3,73
3635,4410.271543,3084,EB,3,73
4201,1893.79672,3093,EB,3,73
4234,4139.803353,3109,EB,3,73
4071,2836.671674,3164,EB,3,73
4086,2517.651715,3179,EB,3,73
4297,3519.434669,3279,EB,3,73
4315,5156.373219,3286,EB,3,73
3186,8529.178018,2195,EB,3,74
3659,7106.666754,3105,EB,3,74
3657,4592.558551,3113,EB,3,74
3664,11735.68921,3120,EB,3,74
3666,5736.431158,3124,EB,3,74
4056,8052.829714,3151,EB,3,74
4063,2921.972121,3157,EB,3,74
4127,8052.364801,3229,EB,3,74
4288,10768.29039,3261,EB,3,74
4280,8209.49354,3262,EB,3,74
4291,7882.253856,3269,EB,3,74
3369,3913.916141,2369,EB,3,75
3853,5318.034396,2690,EB,3,75
3919,2768.728087,2796,EB,3,75
3966,1636.354849,3017,EB,3,75
3975,2531.295495,3030,EB,3,75
3994,2672.57219,3046,EB,3,75
4213,2351.171129,3101,EB,3,75
4238,2371.027341,3111,EB,3,75
4258,3868.681209,3129,EB,3,75
4080,3272.747472,3173,EB,3,75
4100,3703.713997,3207,EB,3,75
3159,4883.987104,2168,EB,3,76
3882,4991.389894,2746,EB,3,76
3906,1840.44913,2772,EB,3,76
3914,2062.25653,2786,EB,3,76
3957,4705.612519,3011,EB,3,76
3985,1809.127234,3040,EB,3,76
4177,2961.377565,3067,EB,3,76
4188,4230.302335,3072,EB,3,76
4208,4381.996353,3097,EB,3,76
4099,3238.46235,3206,EB,3,76
4118,3584.99943,3223,EB,3,76
3184,3958.128997,2193,EB,3,77
3755,1736.825379,2600,EB,3,77
3892,3691.113804,2763,EB,3,77
3909,3317.890214,2769,EB,3,77
3927,3273.647747,2805,EB,3,77
3977,3175.959297,3028,EB,3,77
3996,906.5869596,3044,EB,3,77
4190,3615.114478,3075,EB,3,77
4189,3585.46966,3076,EB,3,77
4073,2760.788227,3166,EB,3,77
3378,5221.543431,2367,EB,3,78
3854,3572.127494,2704,EB,3,78
4040,3568.08058,2962,EB,3,78
3997,3537.965599,3043,EB,3,78
4160,4097.603459,3053,EB,3,78
4175,4806.611307,3069,EB,3,78
4187,2753.790762,3074,EB,3,78
4254,3572.818969,3128,EB,3,78
4096,4161.32051,3189,EB,3,78
4281,3011.705228,3260,EB,3,78
4314,2623.42045,3289,EB,3,78
3846,3243.580094,2683,EB,3,79
3902,3549.486479,2776,EB,3,79
3917,3803.405906,2788,EB,3,79
3963,2696.064567,3020,EB,3,79
3978,6797.638596,3025,EB,3,79
4167,3027.940607,3062,EB,3,79
4244,4250.050369,3117,EB,3,79
4253,3748.113191,3126,EB,3,79
4004,2847.285478,3137,EB,3,79
4272,4079.080457,3248,EB,3,79
4305,5757.437764,3278,EB,3,79
3185,4444.211551,2194,EB,3,81
3228,2803.89946,2237,EB,3,81
3806,3512.266248,2485,EB,3,81
3859,3224.749927,2727,EB,3,81
3923,5374.86381,2801,EB,3,81
4239,3282.415928,3110,EB,3,81
4064,2887.234486,3158,EB,3,81
4097,4338.570625,3190,EB,3,81
4102,3795.554882,3209,EB,3,81
4105,4198.282657,3212,EB,3,81
4306,2606.719292,3284,EB,3,81
3777,3475.451895,2462,EB,3,82
3786,3801.187903,2474,EB,3,82
3815,5013.540868,2501,EB,3,82
3918,4999.03045,2793,EB,3,82
4050,4799.175853,3143,EB,3,82
